Komentar,cleaning,Case_Folding,Tokennisasi,Normalisasi,Stopwords,Steaming,text_clean
Mentri pendidikan apa kabar ?,Mentri pendidikan apa kabar,mentri pendidikan apa kabar,"['mentri', 'pendidikan', 'apa', 'kabar']","['mentri', 'pendidikan', 'apa', 'kabar']","['mentri', 'pendidikan', 'kabar']","['tri', 'didik', 'kabar']",tri didik kabar
Masalah Besar yg terjadi dlm dunia pendidikan saat ini kekerasan fisik dn psikis..,Masalah Besar yg terjadi dlm dunia pendidikan saat ini kekerasan fisik dn psikis,masalah besar yg terjadi dlm dunia pendidikan saat ini kekerasan fisik dn psikis,"['masalah', 'besar', 'yg', 'terjadi', 'dlm', 'dunia', 'pendidikan', 'saat', 'ini', 'kekerasan', 'fisik', 'dn', 'psikis']","['masalah', 'besar', 'yang', 'terjadi', 'dalam', 'dunia', 'pendidikan', 'saat', 'ini', 'kekerasan', 'fisik', 'dn', 'psikis']","['dunia', 'pendidikan', 'kekerasan', 'fisik', 'dn', 'psikis']","['dunia', 'didik', 'keras', 'fisik', 'dn', 'psikis']",dunia didik keras fisik dn psikis
Sunan sekarang apa si?,Sunan sekarang apa si,sunan sekarang apa si,"['sunan', 'sekarang', 'apa', 'si']","['sunan', 'sekarang', 'apa', 'si']","['sunan', 'si']","['sunan', 'si']",sunan si
Sekarang banyak sekali bully anak sekolah 😢,Sekarang banyak sekali bully anak sekolah,sekarang banyak sekali bully anak sekolah,"['sekarang', 'banyak', 'sekali', 'bully', 'anak', 'sekolah']","['sekarang', 'banyak', 'sekali', 'bully', 'anak', 'sekolah']","['bully', 'anak', 'sekolah']","['bully', 'anak', 'sekolah']",bully anak sekolah
"Copot kepala sekolahnya, apalagi itu kan sekolahnya swasta, pihak yayasan yang berwenang kalau mau nama sekolahnya tetap baik. Pembully jangan dilindungi, kalau begitu terus seakan ada pembiaran dari pihak sekolah.",Copot kepala sekolahnya apalagi itu kan sekolahnya swasta pihak yayasan yang berwenang kalau mau nama sekolahnya tetap baik Pembully jangan dilindungi kalau begitu terus seakan ada pembiaran dari pihak sekolah,copot kepala sekolahnya apalagi itu kan sekolahnya swasta pihak yayasan yang berwenang kalau mau nama sekolahnya tetap baik pembully jangan dilindungi kalau begitu terus seakan ada pembiaran dari pihak sekolah,"['copot', 'kepala', 'sekolahnya', 'apalagi', 'itu', 'kan', 'sekolahnya', 'swasta', 'pihak', 'yayasan', 'yang', 'berwenang', 'kalau', 'mau', 'nama', 'sekolahnya', 'tetap', 'baik', 'pembully', 'jangan', 'dilindungi', 'kalau', 'begitu', 'terus', 'seakan', 'ada', 'pembiaran', 'dari', 'pihak', 'sekolah']","['copot', 'kepala', 'sekolahnya', 'apalagi', 'itu', 'kan', 'sekolahnya', 'swasta', 'pihak', 'yayasan', 'yang', 'berwenang', 'kalau', 'mau', 'nama', 'sekolahnya', 'tetap', 'baik', 'pembully', 'jangan', 'dilindungi', 'kalau', 'begitu', 'terus', 'seakan', 'ada', 'pembiaran', 'dari', 'pihak', 'sekolah']","['copot', 'kepala', 'sekolahnya', 'sekolahnya', 'swasta', 'yayasan', 'berwenang', 'nama', 'sekolahnya', 'pembully', 'dilindungi', 'seakan', 'pembiaran', 'sekolah']","['copot', 'kepala', 'sekolah', 'sekolah', 'swasta', 'yayasan', 'wenang', 'nama', 'sekolah', 'pembully', 'lindung', 'akan', 'biar', 'sekolah']",copot kepala sekolah sekolah swasta yayasan wenang nama sekolah pembully lindung akan biar sekolah
"Karna kasus sudah masuk ranah hukum, maka harusnya sekolah itu netral. Serahkan semua pada hakim 👏",Karna kasus sudah masuk ranah hukum maka harusnya sekolah itu netral Serahkan semua pada hakim,karna kasus sudah masuk ranah hukum maka harusnya sekolah itu netral serahkan semua pada hakim,"['karna', 'kasus', 'sudah', 'masuk', 'ranah', 'hukum', 'maka', 'harusnya', 'sekolah', 'itu', 'netral', 'serahkan', 'semua', 'pada', 'hakim']","['karna', 'kasus', 'sudah', 'masuk', 'ranah', 'hukum', 'maka', 'harusnya', 'sekolah', 'itu', 'netral', 'serahkan', 'semua', 'pada', 'hakim']","['karna', 'masuk', 'ranah', 'hukum', 'sekolah', 'netral', 'serahkan', 'hakim']","['karna', 'masuk', 'ranah', 'hukum', 'sekolah', 'netral', 'serah', 'hakim']",karna masuk ranah hukum sekolah netral serah hakim
Ini bpknya pengacara sewot apalg gw emak2 deket rmh lg,Ini bpknya pengacara sewot apalg gw emak deket rmh lg,ini bpknya pengacara sewot apalg gw emak deket rmh lg,"['ini', 'bpknya', 'pengacara', 'sewot', 'apalg', 'gw', 'emak', 'deket', 'rmh', 'lg']","['ini', 'bpknya', 'pengacara', 'sewot', 'apalg', 'aku', 'emak', 'deket', 'rmh', 'lagi']","['bpknya', 'pengacara', 'sewot', 'apalg', 'emak', 'deket', 'rmh']","['bpknya', 'acara', 'sewot', 'apalg', 'emak', 'deket', 'rmh']",bpknya acara sewot apalg emak deket rmh
Sikaaaatt pak... ga ada maaf buat anak yg suka membully.. gass biar ada efek super jera,Sikaatt pak ga ada maaf buat anak yg suka membully gass biar ada efek super jera,sikaatt pak ga ada maaf buat anak yg suka membully gass biar ada efek super jera,"['sikaatt', 'pak', 'ga', 'ada', 'maaf', 'buat', 'anak', 'yg', 'suka', 'membully', 'gass', 'biar', 'ada', 'efek', 'super', 'jera']","['sikaatt', 'pak', 'enggak', 'ada', 'maaf', 'buat', 'anak', 'yang', 'suka', 'membully', 'gass', 'biar', 'ada', 'efek', 'super', 'jera']","['sikaatt', 'maaf', 'anak', 'suka', 'membully', 'gass', 'biar', 'efek', 'super', 'jera']","['sikaatt', 'maaf', 'anak', 'suka', 'membully', 'gass', 'biar', 'efek', 'super', 'jera']",sikaatt maaf anak suka membully gass biar efek super jera
Sekolah malah tidak mendampingi korban malah tersangka... Menjaga citra sekolah pak?takut di copot?ato ada hubungan sodara dengan tersangka?,Sekolah malah tidak mendampingi korban malah tersangka Menjaga citra sekolah pak takut di copot ato ada hubungan sodara dengan tersangka,sekolah malah tidak mendampingi korban malah tersangka menjaga citra sekolah pak takut di copot ato ada hubungan sodara dengan tersangka,"['sekolah', 'malah', 'tidak', 'mendampingi', 'korban', 'malah', 'tersangka', 'menjaga', 'citra', 'sekolah', 'pak', 'takut', 'di', 'copot', 'ato', 'ada', 'hubungan', 'sodara', 'dengan', 'tersangka']","['sekolah', 'malah', 'tidak', 'mendampingi', 'korban', 'malah', 'tersangka', 'menjaga', 'citra', 'sekolah', 'pak', 'takut', 'di', 'copot', 'atau', 'ada', 'hubungan', 'sodara', 'dengan', 'tersangka']","['sekolah', 'mendampingi', 'korban', 'tersangka', 'menjaga', 'citra', 'sekolah', 'takut', 'copot', 'hubungan', 'sodara', 'tersangka']","['sekolah', 'damping', 'korban', 'sangka', 'jaga', 'citra', 'sekolah', 'takut', 'copot', 'hubung', 'sodara', 'sangka']",sekolah damping korban sangka jaga citra sekolah takut copot hubung sodara sangka
"😂 klo bisa ngamuk ngapain sabar ya , pak !!",klo bisa ngamuk ngapain sabar ya pak,klo bisa ngamuk ngapain sabar ya pak,"['klo', 'bisa', 'ngamuk', 'ngapain', 'sabar', 'ya', 'pak']","['kalau', 'bisa', 'ngamuk', 'ngapain', 'sabar', 'ya', 'pak']","['ngamuk', 'ngapain', 'sabar', 'ya']","['ngamuk', 'ngapain', 'sabar', 'ya']",ngamuk ngapain sabar ya
"sekolah biasa gitu, belain yg jahat",sekolah biasa gitu belain yg jahat,sekolah biasa gitu belain yg jahat,"['sekolah', 'biasa', 'gitu', 'belain', 'yg', 'jahat']","['sekolah', 'biasa', 'gitu', 'belain', 'yang', 'jahat']","['sekolah', 'gitu', 'belain', 'jahat']","['sekolah', 'gitu', 'bain', 'jahat']",sekolah gitu bain jahat
Sudah sewajarnya sunan kalijaga marah krn anaknya dirundung. Sebenarnya kasus seperti ini sudah ada saat saya masih sekolah SD dulu. Dulu saya juga sering dirundung oleh teman saya yg badannya lebih besar hanya karena teman cewek dikelas saya banyak yg dekat dengan saya.,Sudah sewajarnya sunan kalijaga marah krn anaknya dirundung Sebenarnya kasus seperti ini sudah ada saat saya masih sekolah SD dulu Dulu saya juga sering dirundung oleh teman saya yg badannya lebih besar hanya karena teman cewek dikelas saya banyak yg dekat dengan saya,sudah sewajarnya sunan kalijaga marah krn anaknya dirundung sebenarnya kasus seperti ini sudah ada saat saya masih sekolah sd dulu dulu saya juga sering dirundung oleh teman saya yg badannya lebih besar hanya karena teman cewek dikelas saya banyak yg dekat dengan saya,"['sudah', 'sewajarnya', 'sunan', 'kalijaga', 'marah', 'krn', 'anaknya', 'dirundung', 'sebenarnya', 'kasus', 'seperti', 'ini', 'sudah', 'ada', 'saat', 'saya', 'masih', 'sekolah', 'sd', 'dulu', 'dulu', 'saya', 'juga', 'sering', 'dirundung', 'oleh', 'teman', 'saya', 'yg', 'badannya', 'lebih', 'besar', 'hanya', 'karena', 'teman', 'cewek', 'dikelas', 'saya', 'banyak', 'yg', 'dekat', 'dengan', 'saya']","['sudah', 'sewajarnya', 'sunan', 'kalijaga', 'marah', 'karena', 'anaknya', 'dirundung', 'sebenarnya', 'kasus', 'seperti', 'ini', 'sudah', 'ada', 'saat', 'saya', 'masih', 'sekolah', 'sd', 'dulu', 'dulu', 'saya', 'juga', 'sering', 'dirundung', 'oleh', 'teman', 'saya', 'yang', 'badannya', 'lebih', 'besar', 'hanya', 'karena', 'teman', 'cewek', 'dikelas', 'saya', 'banyak', 'yang', 'dekat', 'dengan', 'saya']","['sewajarnya', 'sunan', 'kalijaga', 'marah', 'anaknya', 'dirundung', 'sekolah', 'sd', 'dirundung', 'teman', 'badannya', 'teman', 'cewek', 'dikelas']","['wajar', 'sunan', 'kalijaga', 'marah', 'anak', 'rundung', 'sekolah', 'sd', 'rundung', 'teman', 'badan', 'teman', 'cewek', 'kelas']",wajar sunan kalijaga marah anak rundung sekolah sd rundung teman badan teman cewek kelas
Mentri pendidikan tidur seperti nya,Mentri pendidikan tidur seperti nya,mentri pendidikan tidur seperti nya,"['mentri', 'pendidikan', 'tidur', 'seperti', 'nya']","['mentri', 'pendidikan', 'tidur', 'seperti', 'nya']","['mentri', 'pendidikan', 'tidur', 'nya']","['tri', 'didik', 'tidur', 'nya']",tri didik tidur nya
"Ini sunan kalijaga punya kekuatan, gimana kalo ortu diluar sana yg anak nya smpe meningg*L & cacat seumur idup yg ga bs berbuat apa², gmn nih pemerintah ga pgn lebih ketat lagikah dlm mengawasi program kegiatan bljr mengajar, guru jg beban nya berat melawan anak² toxic & ortu yg dlm tnda kutip anak nya ga bole di beri pengajaran atw efek ejra",Ini sunan kalijaga punya kekuatan gimana kalo ortu diluar sana yg anak nya smpe meningg cacat seumur idup yg ga bs berbuat apa gmn nih pemerintah ga pgn lebih ketat lagikah dlm mengawasi program kegiatan bljr mengajar guru jg beban nya berat melawan anak toxic ortu yg dlm tnda kutip anak nya ga bole di beri pengajaran atw efek ejra,ini sunan kalijaga punya kekuatan gimana kalo ortu diluar sana yg anak nya smpe meningg cacat seumur idup yg ga bs berbuat apa gmn nih pemerintah ga pgn lebih ketat lagikah dlm mengawasi program kegiatan bljr mengajar guru jg beban nya berat melawan anak toxic ortu yg dlm tnda kutip anak nya ga bole di beri pengajaran atw efek ejra,"['ini', 'sunan', 'kalijaga', 'punya', 'kekuatan', 'gimana', 'kalo', 'ortu', 'diluar', 'sana', 'yg', 'anak', 'nya', 'smpe', 'meningg', 'cacat', 'seumur', 'idup', 'yg', 'ga', 'bs', 'berbuat', 'apa', 'gmn', 'nih', 'pemerintah', 'ga', 'pgn', 'lebih', 'ketat', 'lagikah', 'dlm', 'mengawasi', 'program', 'kegiatan', 'bljr', 'mengajar', 'guru', 'jg', 'beban', 'nya', 'berat', 'melawan', 'anak', 'toxic', 'ortu', 'yg', 'dlm', 'tnda', 'kutip', 'anak', 'nya', 'ga', 'bole', 'di', 'beri', 'pengajaran', 'atw', 'efek', 'ejra']","['ini', 'sunan', 'kalijaga', 'punya', 'kekuatan', 'gimana', 'kalau', 'orang tua', 'diluar', 'sana', 'yang', 'anak', 'nya', 'smpe', 'meningg', 'cacat', 'seumur', 'idup', 'yang', 'enggak', 'bisa', 'berbuat', 'apa', 'gmn', 'ini', 'pemerintah', 'enggak', 'pgn', 'lebih', 'ketat', 'lagikah', 'dalam', 'mengawasi', 'program', 'kegiatan', 'bljr', 'mengajar', 'guru', 'juga', 'beban', 'nya', 'berat', 'melawan', 'anak', 'toxic', 'orang tua', 'yang', 'dalam', 'tnda', 'kutip', 'anak', 'nya', 'enggak', 'bole', 'di', 'beri', 'pengajaran', 'atw', 'efek', 'ejra']","['sunan', 'kalijaga', 'kekuatan', 'gimana', 'orang tua', 'diluar', 'anak', 'nya', 'smpe', 'meningg', 'cacat', 'seumur', 'idup', 'berbuat', 'gmn', 'pemerintah', 'pgn', 'ketat', 'lagikah', 'mengawasi', 'program', 'kegiatan', 'bljr', 'mengajar', 'guru', 'beban', 'nya', 'berat', 'melawan', 'anak', 'toxic', 'orang tua', 'tnda', 'kutip', 'anak', 'nya', 'bole', 'pengajaran', 'atw', 'efek', 'ejra']","['sunan', 'kalijaga', 'kuat', 'gimana', 'orang tua', 'luar', 'anak', 'nya', 'smpe', 'meningg', 'cacat', 'umur', 'idup', 'buat', 'gmn', 'perintah', 'pgn', 'ketat', 'lagi', 'awas', 'program', 'giat', 'bljr', 'ajar', 'guru', 'beban', 'nya', 'berat', 'lawan', 'anak', 'toxic', 'orang tua', 'tnda', 'kutip', 'anak', 'nya', 'bole', 'ajar', 'atw', 'efek', 'ejra']",sunan kalijaga kuat gimana orang tua luar anak nya smpe meningg cacat umur idup buat gmn perintah pgn ketat lagi awas program giat bljr ajar guru beban nya berat lawan anak toxic orang tua tnda kutip anak nya bole ajar atw efek ejra
Sekolah mahal tidak menjamin keamanan dan kenyamanannya ya,Sekolah mahal tidak menjamin keamanan dan kenyamanannya ya,sekolah mahal tidak menjamin keamanan dan kenyamanannya ya,"['sekolah', 'mahal', 'tidak', 'menjamin', 'keamanan', 'dan', 'kenyamanannya', 'ya']","['sekolah', 'mahal', 'tidak', 'menjamin', 'keamanan', 'dan', 'kenyamanannya', 'ya']","['sekolah', 'mahal', 'menjamin', 'keamanan', 'kenyamanannya', 'ya']","['sekolah', 'mahal', 'jamin', 'aman', 'nyaman', 'ya']",sekolah mahal jamin aman nyaman ya
"Pak @nadiemmakarim, sudah banyak kasus bullying bahkan sampai kematian Di lingkungan sekolah, pesantren. Apakah pihak pemerintah bisa turun tangan, sekedar memberikan himbauan atau apalah, mohon kiranya bapa memberikan sedikit respond pak🙏🙏, Terhadap hal tsb yg jelas2 sangat  memprihatinkan. Terima kasih.",Pak sudah banyak kasus bullying bahkan sampai kematian Di lingkungan sekolah pesantren Apakah pihak pemerintah bisa turun tangan sekedar memberikan himbauan atau apalah mohon kiranya bapa memberikan sedikit respond pak Terhadap hal tsb yg jelas sangat memprihatinkan Terima kasih,pak sudah banyak kasus bullying bahkan sampai kematian di lingkungan sekolah pesantren apakah pihak pemerintah bisa turun tangan sekedar memberikan himbauan atau apalah mohon kiranya bapa memberikan sedikit respond pak terhadap hal tsb yg jelas sangat memprihatinkan terima kasih,"['pak', 'sudah', 'banyak', 'kasus', 'bullying', 'bahkan', 'sampai', 'kematian', 'di', 'lingkungan', 'sekolah', 'pesantren', 'apakah', 'pihak', 'pemerintah', 'bisa', 'turun', 'tangan', 'sekedar', 'memberikan', 'himbauan', 'atau', 'apalah', 'mohon', 'kiranya', 'bapa', 'memberikan', 'sedikit', 'respond', 'pak', 'terhadap', 'hal', 'tsb', 'yg', 'jelas', 'sangat', 'memprihatinkan', 'terima', 'kasih']","['pak', 'sudah', 'banyak', 'kasus', 'bullying', 'bahkan', 'sampai', 'kematian', 'di', 'lingkungan', 'sekolah', 'pesantren', 'apakah', 'pihak', 'pemerintah', 'bisa', 'turun', 'tangan', 'sekedar', 'memberikan', 'himbauan', 'atau', 'apalah', 'mohon', 'kiranya', 'bapa', 'memberikan', 'sedikit', 'respond', 'pak', 'terhadap', 'hal', 'tsb', 'yang', 'jelas', 'sangat', 'memprihatinkan', 'terima', 'kasih']","['bullying', 'kematian', 'lingkungan', 'sekolah', 'pesantren', 'pemerintah', 'turun', 'tangan', 'sekedar', 'himbauan', 'apalah', 'mohon', 'bapa', 'respond', 'tsb', 'memprihatinkan', 'terima', 'kasih']","['bullying', 'mati', 'lingkung', 'sekolah', 'pesantren', 'perintah', 'turun', 'tangan', 'dar', 'himbauan', 'apa', 'mohon', 'bapa', 'respond', 'tsb', 'prihatin', 'terima', 'kasih']",bullying mati lingkung sekolah pesantren perintah turun tangan dar himbauan apa mohon bapa respond tsb prihatin terima kasih
"kayak kasus diMALANG, korbanrudah diintimidasi. disekolah TERKENAL DIMALANG DEPAN TMP. biar kate uda lewat beberapa tahun, WAJIB diselesaikan dimeja hijau. para pelaku anak orang terpandang",kayak kasus diMALANG korbanrudah diintimidasi disekolah TERKENAL DIMALANG DEPAN TMP biar kate uda lewat beberapa tahun WAJIB diselesaikan dimeja hijau para pelaku anak orang terpandang,kayak kasus dimalang korbanrudah diintimidasi disekolah terkenal dimalang depan tmp biar kate uda lewat beberapa tahun wajib diselesaikan dimeja hijau para pelaku anak orang terpandang,"['kayak', 'kasus', 'dimalang', 'korbanrudah', 'diintimidasi', 'disekolah', 'terkenal', 'dimalang', 'depan', 'tmp', 'biar', 'kate', 'uda', 'lewat', 'beberapa', 'tahun', 'wajib', 'diselesaikan', 'dimeja', 'hijau', 'para', 'pelaku', 'anak', 'orang', 'terpandang']","['kayak', 'kasus', 'dimalang', 'korbanrudah', 'diintimidasi', 'disekolah', 'terkenal', 'dimalang', 'depan', 'tmp', 'biar', 'kate', 'uda', 'lewat', 'beberapa', 'tahun', 'wajib', 'diselesaikan', 'dimeja', 'hijau', 'para', 'pelaku', 'anak', 'orang', 'terpandang']","['kayak', 'dimalang', 'korbanrudah', 'diintimidasi', 'disekolah', 'terkenal', 'dimalang', 'tmp', 'biar', 'kate', 'uda', 'wajib', 'diselesaikan', 'dimeja', 'hijau', 'pelaku', 'anak', 'orang', 'terpandang']","['kayak', 'malang', 'korbanrudah', 'intimidasi', 'seko', 'kenal', 'malang', 'tmp', 'biar', 'kate', 'uda', 'wajib', 'selesai', 'meja', 'hijau', 'laku', 'anak', 'orang', 'pandang']",kayak malang korbanrudah intimidasi seko kenal malang tmp biar kate uda wajib selesai meja hijau laku anak orang pandang
Itu karma karena lu cari duitnya belain yg salah mulu! ✍️,Itu karma karena lu cari duitnya belain yg salah mulu,itu karma karena lu cari duitnya belain yg salah mulu,"['itu', 'karma', 'karena', 'lu', 'cari', 'duitnya', 'belain', 'yg', 'salah', 'mulu']","['itu', 'karma', 'karena', 'kamu', 'cari', 'duitnya', 'belain', 'yang', 'salah', 'mulu']","['karma', 'cari', 'duitnya', 'belain', 'salah', 'mulu']","['karma', 'cari', 'duit', 'bain', 'salah', 'mulu']",karma cari duit bain salah mulu
Mas menteri @nadiemmakarim lagi ngapain?,Mas menteri lagi ngapain,mas menteri lagi ngapain,"['mas', 'menteri', 'lagi', 'ngapain']","['mas', 'menteri', 'lagi', 'ngapain']","['mas', 'menteri', 'ngapain']","['mas', 'menteri', 'ngapain']",mas menteri ngapain
mentri pendudukan mana ya?,mentri pendudukan mana ya,mentri pendudukan mana ya,"['mentri', 'pendudukan', 'mana', 'ya']","['mentri', 'pendudukan', 'mana', 'ya']","['mentri', 'pendudukan', 'ya']","['tri', 'duduk', 'ya']",tri duduk ya
@nadiemmakarim @disdikdki .... bantu lah kasus gini biar gak terulang,bantu lah kasus gini biar gak terulang,bantu lah kasus gini biar gak terulang,"['bantu', 'lah', 'kasus', 'gini', 'biar', 'gak', 'terulang']","['bantu', 'lah', 'kasus', 'gini', 'biar', 'enggak', 'terulang']","['bantu', 'gini', 'biar', 'terulang']","['bantu', 'gin', 'biar', 'ulang']",bantu gin biar ulang
"👏👏👏maju terus pantang mundur lawan pembully...sekolah tu yg benar jgn menutupi dan melindungi pembully...klo sekolah sampe menutupi dan melindungi pembully berarti sekolah itu g layak, g bagus, g baik🔥🔥",maju terus pantang mundur lawan pembully sekolah tu yg benar jgn menutupi dan melindungi pembully klo sekolah sampe menutupi dan melindungi pembully berarti sekolah itu layak bagus baik,maju terus pantang mundur lawan pembully sekolah tu yg benar jgn menutupi dan melindungi pembully klo sekolah sampe menutupi dan melindungi pembully berarti sekolah itu layak bagus baik,"['maju', 'terus', 'pantang', 'mundur', 'lawan', 'pembully', 'sekolah', 'tu', 'yg', 'benar', 'jgn', 'menutupi', 'dan', 'melindungi', 'pembully', 'klo', 'sekolah', 'sampe', 'menutupi', 'dan', 'melindungi', 'pembully', 'berarti', 'sekolah', 'itu', 'layak', 'bagus', 'baik']","['maju', 'terus', 'pantang', 'mundur', 'lawan', 'pembully', 'sekolah', 'tu', 'yang', 'benar', 'jangan', 'menutupi', 'dan', 'melindungi', 'pembully', 'kalau', 'sekolah', 'sampe', 'menutupi', 'dan', 'melindungi', 'pembully', 'berarti', 'sekolah', 'itu', 'layak', 'bagus', 'baik']","['maju', 'pantang', 'mundur', 'lawan', 'pembully', 'sekolah', 'tu', 'menutupi', 'melindungi', 'pembully', 'sekolah', 'sampe', 'menutupi', 'melindungi', 'pembully', 'sekolah', 'layak', 'bagus']","['maju', 'pantang', 'mundur', 'lawan', 'pembully', 'sekolah', 'tu', 'tutup', 'lindung', 'pembully', 'sekolah', 'sampe', 'tutup', 'lindung', 'pembully', 'sekolah', 'layak', 'bagus']",maju pantang mundur lawan pembully sekolah tu tutup lindung pembully sekolah sampe tutup lindung pembully sekolah layak bagus
Paling tidak yg membullying dikeluarkan dari sekolah,Paling tidak yg membullying dikeluarkan dari sekolah,paling tidak yg membullying dikeluarkan dari sekolah,"['paling', 'tidak', 'yg', 'membullying', 'dikeluarkan', 'dari', 'sekolah']","['paling', 'tidak', 'yang', 'membullying', 'dikeluarkan', 'dari', 'sekolah']","['membullying', 'dikeluarkan', 'sekolah']","['membullying', 'keluar', 'sekolah']",membullying keluar sekolah
Saya dlu waktu SD biasa aja kalo di bully 😀,Saya dlu waktu SD biasa aja kalo di bully,saya dlu waktu sd biasa aja kalo di bully,"['saya', 'dlu', 'waktu', 'sd', 'biasa', 'aja', 'kalo', 'di', 'bully']","['saya', 'dulu', 'waktu', 'sd', 'biasa', 'aja', 'kalau', 'di', 'bully']","['sd', 'aja', 'bully']","['sd', 'aja', 'bully']",sd aja bully
Krisis Akhlak dan Adab 🔥🔥🔥🔥🔥,Krisis Akhlak dan Adab,krisis akhlak dan adab,"['krisis', 'akhlak', 'dan', 'adab']","['krisis', 'akhlak', 'dan', 'adab']","['krisis', 'akhlak', 'adab']","['krisis', 'akhlak', 'adab']",krisis akhlak adab
"Darurat Adab, Akhlak dan Aqidah anak2 di sklh... sedih ngelihat kekerasan di sklh 😢",Darurat Adab Akhlak dan Aqidah anak di sklh sedih ngelihat kekerasan di sklh,darurat adab akhlak dan aqidah anak di sklh sedih ngelihat kekerasan di sklh,"['darurat', 'adab', 'akhlak', 'dan', 'aqidah', 'anak', 'di', 'sklh', 'sedih', 'ngelihat', 'kekerasan', 'di', 'sklh']","['darurat', 'adab', 'akhlak', 'dan', 'aqidah', 'anak', 'di', 'sklh', 'sedih', 'ngelihat', 'kekerasan', 'di', 'sklh']","['darurat', 'adab', 'akhlak', 'aqidah', 'anak', 'sklh', 'sedih', 'ngelihat', 'kekerasan', 'sklh']","['darurat', 'adab', 'akhlak', 'aqidah', 'anak', 'sklh', 'sedih', 'ngelihat', 'keras', 'sklh']",darurat adab akhlak aqidah anak sklh sedih ngelihat keras sklh
Pelaku salah pilih sasaran🗿,Pelaku salah pilih sasaran,pelaku salah pilih sasaran,"['pelaku', 'salah', 'pilih', 'sasaran']","['pelaku', 'salah', 'pilih', 'sasaran']","['pelaku', 'salah', 'pilih', 'sasaran']","['laku', 'salah', 'pilih', 'sasar']",laku salah pilih sasar
😮😮😮😮😮gas kan pak zaman skrg keadilan memang hanya utk yg berani up😢,gas kan pak zaman skrg keadilan memang hanya utk yg berani up,gas kan pak zaman skrg keadilan memang hanya utk yg berani up,"['gas', 'kan', 'pak', 'zaman', 'skrg', 'keadilan', 'memang', 'hanya', 'utk', 'yg', 'berani', 'up']","['gas', 'kan', 'pak', 'zaman', 'sekarang', 'keadilan', 'memang', 'hanya', 'untuk', 'yang', 'berani', 'up']","['gas', 'zaman', 'keadilan', 'berani', 'up']","['gas', 'zaman', 'adil', 'berani', 'up']",gas zaman adil berani up
Masalah terbesar dunia pendidikan yaitu bully/ perundungan😞,Masalah terbesar dunia pendidikan yaitu bully perundungan,masalah terbesar dunia pendidikan yaitu bully perundungan,"['masalah', 'terbesar', 'dunia', 'pendidikan', 'yaitu', 'bully', 'perundungan']","['masalah', 'terbesar', 'dunia', 'pendidikan', 'yaitu', 'bully', 'perundungan']","['terbesar', 'dunia', 'pendidikan', 'bully', 'perundungan']","['besar', 'dunia', 'didik', 'bully', 'rundung']",besar dunia didik bully rundung
Yg hrs didampingi tuh korban bkn pelaku....PERLU diselidiki wali kelas Dan kepala sekolah????? @nadiemmakarim @kemendikbud_iaiqi,Yg hrs didampingi tuh korban bkn pelaku PERLU diselidiki wali kelas Dan kepala sekolah iaiqi,yg hrs didampingi tuh korban bkn pelaku perlu diselidiki wali kelas dan kepala sekolah iaiqi,"['yg', 'hrs', 'didampingi', 'tuh', 'korban', 'bkn', 'pelaku', 'perlu', 'diselidiki', 'wali', 'kelas', 'dan', 'kepala', 'sekolah', 'iaiqi']","['yang', 'harus', 'didampingi', 'tuh', 'korban', 'bkn', 'pelaku', 'perlu', 'diselidiki', 'wali', 'kelas', 'dan', 'kepala', 'sekolah', 'iaiqi']","['didampingi', 'tuh', 'korban', 'bkn', 'pelaku', 'diselidiki', 'wali', 'kelas', 'kepala', 'sekolah', 'iaiqi']","['damping', 'tuh', 'korban', 'bkn', 'laku', 'selidik', 'wali', 'kelas', 'kepala', 'sekolah', 'iaiqi']",damping tuh korban bkn laku selidik wali kelas kepala sekolah iaiqi
GURU SEKOLAHNYA TERIMA SUAP 👽👽👽,GURU SEKOLAHNYA TERIMA SUAP,guru sekolahnya terima suap,"['guru', 'sekolahnya', 'terima', 'suap']","['guru', 'sekolahnya', 'terima', 'suap']","['guru', 'sekolahnya', 'terima', 'suap']","['guru', 'sekolah', 'terima', 'suap']",guru sekolah terima suap
"Mendampingi bukan berarti membela, Krn msh di bawah umur kali",Mendampingi bukan berarti membela Krn msh di bawah umur kali,mendampingi bukan berarti membela krn msh di bawah umur kali,"['mendampingi', 'bukan', 'berarti', 'membela', 'krn', 'msh', 'di', 'bawah', 'umur', 'kali']","['mendampingi', 'bukan', 'berarti', 'membela', 'karena', 'masih', 'di', 'bawah', 'umur', 'kali']","['mendampingi', 'membela', 'umur', 'kali']","['damping', 'bela', 'umur', 'kali']",damping bela umur kali
