Komentar,cleaning,Case_Folding,Tokennisasi,Normalisasi,Stopwords,Steaming,text_clean
"Menteri pendidikan yg sibuk dg kebijakan yg gak pernah jelas, kurikulum yg serba ganti2, tp dunia pendidikan etika dan prilaku jeblok.",Menteri pendidikan yg sibuk dg kebijakan yg gak pernah jelas kurikulum yg serba ganti tp dunia pendidikan etika dan prilaku jeblok,menteri pendidikan yg sibuk dg kebijakan yg gak pernah jelas kurikulum yg serba ganti tp dunia pendidikan etika dan prilaku jeblok,"['menteri', 'pendidikan', 'yg', 'sibuk', 'dg', 'kebijakan', 'yg', 'gak', 'pernah', 'jelas', 'kurikulum', 'yg', 'serba', 'ganti', 'tp', 'dunia', 'pendidikan', 'etika', 'dan', 'prilaku', 'jeblok']","['menteri', 'pendidikan', 'yang', 'sibuk', 'dengan', 'kebijakan', 'yang', 'enggak', 'pernah', 'jelas', 'kurikulum', 'yang', 'serba', 'ganti', 'tapi', 'dunia', 'pendidikan', 'etika', 'dan', 'prilaku', 'jeblok']","['menteri', 'pendidikan', 'sibuk', 'kebijakan', 'kurikulum', 'serba', 'ganti', 'dunia', 'pendidikan', 'etika', 'prilaku', 'jeblok']","['menteri', 'didik', 'sibuk', 'bijak', 'kurikulum', 'serba', 'ganti', 'dunia', 'didik', 'etika', 'prilaku', 'jeblok']",menteri didik sibuk bijak kurikulum serba ganti dunia didik etika prilaku jeblok
Moso yg salah di dampingin.. Sama wali kelas dan kepseknya aneh😂,Moso yg salah di dampingin Sama wali kelas dan kepseknya aneh,moso yg salah di dampingin sama wali kelas dan kepseknya aneh,"['moso', 'yg', 'salah', 'di', 'dampingin', 'sama', 'wali', 'kelas', 'dan', 'kepseknya', 'aneh']","['moso', 'yang', 'salah', 'di', 'dampingin', 'sama', 'wali', 'kelas', 'dan', 'kepseknya', 'aneh']","['moso', 'salah', 'dampingin', 'wali', 'kelas', 'kepseknya', 'aneh']","['moso', 'salah', 'dampingin', 'wali', 'kelas', 'kepseknya', 'aneh']",moso salah dampingin wali kelas kepseknya aneh
biar jera gmn ya😢,biar jera gmn ya,biar jera gmn ya,"['biar', 'jera', 'gmn', 'ya']","['biar', 'jera', 'gmn', 'ya']","['biar', 'jera', 'gmn', 'ya']","['biar', 'jera', 'gmn', 'ya']",biar jera gmn ya
Alumni nyimak 😂,Alumni nyimak,alumni nyimak,"['alumni', 'nyimak']","['alumni', 'nyimak']","['alumni', 'nyimak']","['alumni', 'nyimak']",alumni nyimak
"Dan yang bikin pihak sekolah selalu menutup nutupi kegaduhan yg terjadi,,, aneh kan !!!",Dan yang bikin pihak sekolah selalu menutup nutupi kegaduhan yg terjadi aneh kan,dan yang bikin pihak sekolah selalu menutup nutupi kegaduhan yg terjadi aneh kan,"['dan', 'yang', 'bikin', 'pihak', 'sekolah', 'selalu', 'menutup', 'nutupi', 'kegaduhan', 'yg', 'terjadi', 'aneh', 'kan']","['dan', 'yang', 'bikin', 'pihak', 'sekolah', 'selalu', 'menutup', 'nutupi', 'kegaduhan', 'yang', 'terjadi', 'aneh', 'kan']","['bikin', 'sekolah', 'menutup', 'nutupi', 'kegaduhan', 'aneh']","['bikin', 'sekolah', 'tutup', 'nutupi', 'gaduh', 'aneh']",bikin sekolah tutup nutupi gaduh aneh
"Aneh kan? Pelaku kenakalan malah didampingi, dan korban malah dibiarkan.,.pemikirannya spt apa ya???????",Aneh kan Pelaku kenakalan malah didampingi dan korban malah dibiarkan pemikirannya spt apa ya,aneh kan pelaku kenakalan malah didampingi dan korban malah dibiarkan pemikirannya spt apa ya,"['aneh', 'kan', 'pelaku', 'kenakalan', 'malah', 'didampingi', 'dan', 'korban', 'malah', 'dibiarkan', 'pemikirannya', 'spt', 'apa', 'ya']","['aneh', 'kan', 'pelaku', 'kenakalan', 'malah', 'didampingi', 'dan', 'korban', 'malah', 'dibiarkan', 'pemikirannya', 'seperti', 'apa', 'ya']","['aneh', 'pelaku', 'kenakalan', 'didampingi', 'korban', 'dibiarkan', 'pemikirannya', 'ya']","['aneh', 'laku', 'nakal', 'damping', 'korban', 'biar', 'pikir', 'ya']",aneh laku nakal damping korban biar pikir ya
Sabaar ya pak...allah kasi ujian gk mepebihi kmampuan seseorang..,Sabaar ya pak allah kasi ujian gk mepebihi kmampuan seseorang,sabaar ya pak allah kasi ujian gk mepebihi kmampuan seseorang,"['sabaar', 'ya', 'pak', 'allah', 'kasi', 'ujian', 'gk', 'mepebihi', 'kmampuan', 'seseorang']","['sabaar', 'ya', 'pak', 'allah', 'kasi', 'ujian', 'enggak', 'mepebihi', 'kmampuan', 'seseorang']","['sabaar', 'ya', 'allah', 'kasi', 'ujian', 'mepebihi', 'kmampuan']","['sabaar', 'ya', 'allah', 'kasi', 'uji', 'mepebihi', 'kmampuan']",sabaar ya allah kasi uji mepebihi kmampuan
Maju terus pak....jangan kasih kendor.,Maju terus pak jangan kasih kendor,maju terus pak jangan kasih kendor,"['maju', 'terus', 'pak', 'jangan', 'kasih', 'kendor']","['maju', 'terus', 'pak', 'jangan', 'kasih', 'kendor']","['maju', 'kasih', 'kendor']","['maju', 'kasih', 'kendor']",maju kasih kendor
"Sangat banyak kasus perundungan di sekolah akhir2 ini. Menteri pendidikan apa kabar ya,kok kek ga ada atensinya gitu???",Sangat banyak kasus perundungan di sekolah akhir ini Menteri pendidikan apa kabar ya kok kek ga ada atensinya gitu,sangat banyak kasus perundungan di sekolah akhir ini menteri pendidikan apa kabar ya kok kek ga ada atensinya gitu,"['sangat', 'banyak', 'kasus', 'perundungan', 'di', 'sekolah', 'akhir', 'ini', 'menteri', 'pendidikan', 'apa', 'kabar', 'ya', 'kok', 'kek', 'ga', 'ada', 'atensinya', 'gitu']","['sangat', 'banyak', 'kasus', 'perundungan', 'di', 'sekolah', 'akhir', 'ini', 'menteri', 'pendidikan', 'apa', 'kabar', 'ya', 'kok', 'kayak', 'enggak', 'ada', 'atensinya', 'gitu']","['perundungan', 'sekolah', 'menteri', 'pendidikan', 'kabar', 'ya', 'kayak', 'atensinya', 'gitu']","['rundung', 'sekolah', 'menteri', 'didik', 'kabar', 'ya', 'kayak', 'atensi', 'gitu']",rundung sekolah menteri didik kabar ya kayak atensi gitu
"Banyak kasus justru pihak sekolah berpihak kepada tersangka, tujuannya jelas seolah2 kejadian tersebut tidak seperti yang dituduhkan sehingga nama sekolah tetap terjaga. Parah! 🔥",Banyak kasus justru pihak sekolah berpihak kepada tersangka tujuannya jelas seolah kejadian tersebut tidak seperti yang dituduhkan sehingga nama sekolah tetap terjaga Parah,banyak kasus justru pihak sekolah berpihak kepada tersangka tujuannya jelas seolah kejadian tersebut tidak seperti yang dituduhkan sehingga nama sekolah tetap terjaga parah,"['banyak', 'kasus', 'justru', 'pihak', 'sekolah', 'berpihak', 'kepada', 'tersangka', 'tujuannya', 'jelas', 'seolah', 'kejadian', 'tersebut', 'tidak', 'seperti', 'yang', 'dituduhkan', 'sehingga', 'nama', 'sekolah', 'tetap', 'terjaga', 'parah']","['banyak', 'kasus', 'justru', 'pihak', 'sekolah', 'berpihak', 'kepada', 'tersangka', 'tujuannya', 'jelas', 'seolah', 'kejadian', 'tersebut', 'tidak', 'seperti', 'yang', 'dituduhkan', 'sehingga', 'nama', 'sekolah', 'tetap', 'terjaga', 'parah']","['sekolah', 'berpihak', 'tersangka', 'tujuannya', 'kejadian', 'dituduhkan', 'nama', 'sekolah', 'terjaga', 'parah']","['sekolah', 'pihak', 'sangka', 'tuju', 'jadi', 'tuduh', 'nama', 'sekolah', 'jaga', 'parah']",sekolah pihak sangka tuju jadi tuduh nama sekolah jaga parah
Dunia pendidikan sedang dirundung maluu krn pelajaran moral sdh dihapus diganti kebebasan..pejabat pendidikan g ada yg turun gunung yaa,Dunia pendidikan sedang dirundung maluu krn pelajaran moral sdh dihapus diganti kebebasan pejabat pendidikan ada yg turun gunung yaa,dunia pendidikan sedang dirundung maluu krn pelajaran moral sdh dihapus diganti kebebasan pejabat pendidikan ada yg turun gunung yaa,"['dunia', 'pendidikan', 'sedang', 'dirundung', 'maluu', 'krn', 'pelajaran', 'moral', 'sdh', 'dihapus', 'diganti', 'kebebasan', 'pejabat', 'pendidikan', 'ada', 'yg', 'turun', 'gunung', 'yaa']","['dunia', 'pendidikan', 'sedang', 'dirundung', 'maluu', 'karena', 'pelajaran', 'moral', 'sudah', 'dihapus', 'diganti', 'kebebasan', 'pejabat', 'pendidikan', 'ada', 'yang', 'turun', 'gunung', 'yaa']","['dunia', 'pendidikan', 'dirundung', 'maluu', 'pelajaran', 'moral', 'dihapus', 'diganti', 'kebebasan', 'pejabat', 'pendidikan', 'turun', 'gunung', 'yaa']","['dunia', 'didik', 'rundung', 'maluu', 'ajar', 'moral', 'hapus', 'ganti', 'bebas', 'jabat', 'didik', 'turun', 'gunung', 'yaa']",dunia didik rundung maluu ajar moral hapus ganti bebas jabat didik turun gunung yaa
Sekolah dipihak tersangka karena berusaha membuktikan bahwa tdk ada perundungan biyar nama sekolah tetap bagus.,Sekolah dipihak tersangka karena berusaha membuktikan bahwa tdk ada perundungan biyar nama sekolah tetap bagus,sekolah dipihak tersangka karena berusaha membuktikan bahwa tdk ada perundungan biyar nama sekolah tetap bagus,"['sekolah', 'dipihak', 'tersangka', 'karena', 'berusaha', 'membuktikan', 'bahwa', 'tdk', 'ada', 'perundungan', 'biyar', 'nama', 'sekolah', 'tetap', 'bagus']","['sekolah', 'dipihak', 'tersangka', 'karena', 'berusaha', 'membuktikan', 'bahwa', 'tidak', 'ada', 'perundungan', 'biyar', 'nama', 'sekolah', 'tetap', 'bagus']","['sekolah', 'dipihak', 'tersangka', 'berusaha', 'membuktikan', 'perundungan', 'biyar', 'nama', 'sekolah', 'bagus']","['sekolah', 'pihak', 'sangka', 'usaha', 'bukti', 'rundung', 'biyar', 'nama', 'sekolah', 'bagus']",sekolah pihak sangka usaha bukti rundung biyar nama sekolah bagus
Terulang lagi 🤦‍♂️ kali ini sekolah ternama dan ngerti agama 🏳,Terulang lagi kali ini sekolah ternama dan ngerti agama,terulang lagi kali ini sekolah ternama dan ngerti agama,"['terulang', 'lagi', 'kali', 'ini', 'sekolah', 'ternama', 'dan', 'ngerti', 'agama']","['terulang', 'lagi', 'kali', 'ini', 'sekolah', 'ternama', 'dan', 'ngerti', 'agama']","['terulang', 'kali', 'sekolah', 'ternama', 'ngerti', 'agama']","['ulang', 'kali', 'sekolah', 'nama', 'ngerti', 'agama']",ulang kali sekolah nama ngerti agama
"Sekolah Islam, sekolah internasional, pesantren, akhir² ini berita ttg bullying makin bikin parno. Semoga anak2 kita dijauhkan dr yg gini2",Sekolah Islam sekolah internasional pesantren akhir ini berita ttg bullying makin bikin parno Semoga anak kita dijauhkan dr yg gini,sekolah islam sekolah internasional pesantren akhir ini berita ttg bullying makin bikin parno semoga anak kita dijauhkan dr yg gini,"['sekolah', 'islam', 'sekolah', 'internasional', 'pesantren', 'akhir', 'ini', 'berita', 'ttg', 'bullying', 'makin', 'bikin', 'parno', 'semoga', 'anak', 'kita', 'dijauhkan', 'dr', 'yg', 'gini']","['sekolah', 'islam', 'sekolah', 'internasional', 'pesantren', 'akhir', 'ini', 'berita', 'tentang', 'bullying', 'makin', 'bikin', 'parno', 'semoga', 'anak', 'kita', 'dijauhkan', 'dari', 'yang', 'gini']","['sekolah', 'islam', 'sekolah', 'internasional', 'pesantren', 'berita', 'bullying', 'bikin', 'parno', 'semoga', 'anak', 'dijauhkan', 'gini']","['sekolah', 'islam', 'sekolah', 'internasional', 'pesantren', 'berita', 'bullying', 'bikin', 'parno', 'moga', 'anak', 'jauh', 'gin']",sekolah islam sekolah internasional pesantren berita bullying bikin parno moga anak jauh gin
Sejak maraknya kasus perundungan...pak Mentri pendidikan ....Komnas HAM kak Seto kemana ya ....,Sejak maraknya kasus perundungan pak Mentri pendidikan Komnas HAM kak Seto kemana ya,sejak maraknya kasus perundungan pak mentri pendidikan komnas ham kak seto kemana ya,"['sejak', 'maraknya', 'kasus', 'perundungan', 'pak', 'mentri', 'pendidikan', 'komnas', 'ham', 'kak', 'seto', 'kemana', 'ya']","['sejak', 'maraknya', 'kasus', 'perundungan', 'pak', 'mentri', 'pendidikan', 'komnas', 'ham', 'kak', 'seto', 'kemana', 'ya']","['maraknya', 'perundungan', 'mentri', 'pendidikan', 'komnas', 'ham', 'kak', 'seto', 'kemana', 'ya']","['marak', 'rundung', 'tri', 'didik', 'komnas', 'ham', 'kak', 'seto', 'mana', 'ya']",marak rundung tri didik komnas ham kak seto mana ya
"Buset ,anak seorang lawyer pun di buli",Buset anak seorang lawyer pun di buli,buset anak seorang lawyer pun di buli,"['buset', 'anak', 'seorang', 'lawyer', 'pun', 'di', 'buli']","['buset', 'anak', 'seorang', 'lawyer', 'pun', 'di', 'buli']","['buset', 'anak', 'lawyer', 'buli']","['buset', 'anak', 'lawyer', 'buli']",buset anak lawyer buli
Sesuai aplikasi ya,Sesuai aplikasi ya,sesuai aplikasi ya,"['sesuai', 'aplikasi', 'ya']","['sesuai', 'aplikasi', 'ya']","['sesuai', 'aplikasi', 'ya']","['sesuai', 'aplikasi', 'ya']",sesuai aplikasi ya
Dunia pendidikan indo jlk bngt,Dunia pendidikan indo jlk bngt,dunia pendidikan indo jlk bngt,"['dunia', 'pendidikan', 'indo', 'jlk', 'bngt']","['dunia', 'pendidikan', 'indo', 'jlk', 'bngt']","['dunia', 'pendidikan', 'indo', 'jlk', 'bngt']","['dunia', 'didik', 'indo', 'jlk', 'bngt']",dunia didik indo jlk bngt
blm muncul itu mentri yg punya ojol,blm muncul itu mentri yg punya ojol,blm muncul itu mentri yg punya ojol,"['blm', 'muncul', 'itu', 'mentri', 'yg', 'punya', 'ojol']","['belum', 'muncul', 'itu', 'mentri', 'yang', 'punya', 'ojol']","['muncul', 'mentri', 'ojol']","['muncul', 'tri', 'ojol']",muncul tri ojol
Coba masukin tarakanita.. biar agak luwes,Coba masukin tarakanita biar agak luwes,coba masukin tarakanita biar agak luwes,"['coba', 'masukin', 'tarakanita', 'biar', 'agak', 'luwes']","['coba', 'masukin', 'tarakanita', 'biar', 'agak', 'luwes']","['coba', 'masukin', 'tarakanita', 'biar', 'luwes']","['coba', 'masukin', 'tarakanita', 'biar', 'luwes']",coba masukin tarakanita biar luwes
sikat bro ....biar pada jera pelaku yg dampingin tsk y jaksa lah or lawyer jika berduit kok malah guru dan kep nya hayo ada apa dibalik bakwan coba di cek mana tau ada duta suaranya or anak pejabat😂,sikat bro biar pada jera pelaku yg dampingin tsk jaksa lah or lawyer jika berduit kok malah guru dan kep nya hayo ada apa dibalik bakwan coba di cek mana tau ada duta suaranya or anak pejabat,sikat bro biar pada jera pelaku yg dampingin tsk jaksa lah or lawyer jika berduit kok malah guru dan kep nya hayo ada apa dibalik bakwan coba di cek mana tau ada duta suaranya or anak pejabat,"['sikat', 'bro', 'biar', 'pada', 'jera', 'pelaku', 'yg', 'dampingin', 'tsk', 'jaksa', 'lah', 'or', 'lawyer', 'jika', 'berduit', 'kok', 'malah', 'guru', 'dan', 'kep', 'nya', 'hayo', 'ada', 'apa', 'dibalik', 'bakwan', 'coba', 'di', 'cek', 'mana', 'tau', 'ada', 'duta', 'suaranya', 'or', 'anak', 'pejabat']","['sikat', 'bro', 'biar', 'pada', 'jera', 'pelaku', 'yang', 'dampingin', 'tsk', 'jaksa', 'lah', 'or', 'lawyer', 'jika', 'berduit', 'kok', 'malah', 'guru', 'dan', 'kep', 'nya', 'hayo', 'ada', 'apa', 'dibalik', 'bakwan', 'coba', 'di', 'cek', 'mana', 'tau', 'ada', 'duta', 'suaranya', 'or', 'anak', 'pejabat']","['sikat', 'bro', 'biar', 'jera', 'pelaku', 'dampingin', 'tsk', 'jaksa', 'or', 'lawyer', 'berduit', 'guru', 'kep', 'nya', 'hayo', 'dibalik', 'bakwan', 'coba', 'cek', 'tau', 'duta', 'suaranya', 'or', 'anak', 'pejabat']","['sikat', 'bro', 'biar', 'jera', 'laku', 'dampingin', 'tsk', 'jaksa', 'or', 'lawyer', 'duit', 'guru', 'kep', 'nya', 'hayo', 'balik', 'bakwan', 'coba', 'cek', 'tau', 'duta', 'suara', 'or', 'anak', 'jabat']",sikat bro biar jera laku dampingin tsk jaksa or lawyer duit guru kep nya hayo balik bakwan coba cek tau duta suara or anak jabat
"Bagus pak,lawan tukang rundung.sikaaatt habiisss 🔥🔥🔥👏👏@sunankalijaga_sh",Bagus pak lawan tukang rundung sikaatt habiiss sh,bagus pak lawan tukang rundung sikaatt habiiss sh,"['bagus', 'pak', 'lawan', 'tukang', 'rundung', 'sikaatt', 'habiiss', 'sh']","['bagus', 'pak', 'lawan', 'tukang', 'rundung', 'sikaatt', 'habiiss', 'sh']","['bagus', 'lawan', 'tukang', 'rundung', 'sikaatt', 'habiiss', 'sh']","['bagus', 'lawan', 'tukang', 'rundung', 'sikaatt', 'habiiss', 'sh']",bagus lawan tukang rundung sikaatt habiiss sh
Kelancaran proses pembayaran kali,Kelancaran proses pembayaran kali,kelancaran proses pembayaran kali,"['kelancaran', 'proses', 'pembayaran', 'kali']","['kelancaran', 'proses', 'pembayaran', 'kali']","['kelancaran', 'proses', 'pembayaran', 'kali']","['lancar', 'proses', 'bayar', 'kali']",lancar proses bayar kali
Semangat pakkk🔥,Semangat pakk,semangat pakk,"['semangat', 'pakk']","['semangat', 'pakk']","['semangat', 'pakk']","['semangat', 'pakk']",semangat pakk
waduhh SMPI Al-Azhar 4 Kemandoran udah penurunan kwalitas kaah? colek alumni @nero.lanaro @browsingh @rizkigusman @kiqsudaryanto @achmadfauzanazima @vinnaaprilina_ 🙄🫣😅,waduhh SMPI Al Azhar Kemandoran udah penurunan kwalitas kaah colek alumni lanaro,waduhh smpi al azhar kemandoran udah penurunan kwalitas kaah colek alumni lanaro,"['waduhh', 'smpi', 'al', 'azhar', 'kemandoran', 'udah', 'penurunan', 'kwalitas', 'kaah', 'colek', 'alumni', 'lanaro']","['waduh', 'smpi', 'al', 'azhar', 'kemandoran', 'udah', 'penurunan', 'kwalitas', 'kaah', 'colek', 'alumni', 'lanaro']","['smpi', 'al', 'azhar', 'kemandoran', 'udah', 'penurunan', 'kwalitas', 'kaah', 'colek', 'alumni', 'lanaro']","['smpi', 'al', 'azhar', 'kemandoran', 'udah', 'turun', 'kwalitas', 'kaah', 'colek', 'alumni', 'lanaro']",smpi al azhar kemandoran udah turun kwalitas kaah colek alumni lanaro
Ayo usut mas sunan....,Ayo usut mas sunan,ayo usut mas sunan,"['ayo', 'usut', 'mas', 'sunan']","['ayo', 'usut', 'mas', 'sunan']","['ayo', 'usut', 'mas', 'sunan']","['ayo', 'usut', 'mas', 'sunan']",ayo usut mas sunan
Duh kontrol dan pengawasan sekolah swasta mentereng ga jaminan anak-anak kita baik-baik saja 😢,Duh kontrol dan pengawasan sekolah swasta mentereng ga jaminan anak anak kita baik baik saja,duh kontrol dan pengawasan sekolah swasta mentereng ga jaminan anak anak kita baik baik saja,"['duh', 'kontrol', 'dan', 'pengawasan', 'sekolah', 'swasta', 'mentereng', 'ga', 'jaminan', 'anak', 'anak', 'kita', 'baik', 'baik', 'saja']","['aduh', 'kontrol', 'dan', 'pengawasan', 'sekolah', 'swasta', 'mentereng', 'enggak', 'jaminan', 'anak', 'anak', 'kita', 'baik', 'baik', 'saja']","['aduh', 'kontrol', 'pengawasan', 'sekolah', 'swasta', 'mentereng', 'jaminan', 'anak', 'anak']","['aduh', 'kontrol', 'awas', 'sekolah', 'swasta', 'mentereng', 'jamin', 'anak', 'anak']",aduh kontrol awas sekolah swasta mentereng jamin anak anak
"Ngeri emang jaman skrang. Heran aja tu sekolah, padahal bagus, masih aja bullying😁.",Ngeri emang jaman skrang Heran aja tu sekolah padahal bagus masih aja bullying,ngeri emang jaman skrang heran aja tu sekolah padahal bagus masih aja bullying,"['ngeri', 'emang', 'jaman', 'skrang', 'heran', 'aja', 'tu', 'sekolah', 'padahal', 'bagus', 'masih', 'aja', 'bullying']","['ngeri', 'emang', 'jaman', 'skrang', 'heran', 'aja', 'tu', 'sekolah', 'padahal', 'bagus', 'masih', 'aja', 'bullying']","['ngeri', 'emang', 'jaman', 'skrang', 'heran', 'aja', 'tu', 'sekolah', 'bagus', 'aja', 'bullying']","['ngeri', 'emang', 'jaman', 'skrang', 'heran', 'aja', 'tu', 'sekolah', 'bagus', 'aja', 'bullying']",ngeri emang jaman skrang heran aja tu sekolah bagus aja bullying
Loh memang anak yg bully ngga punya orang tua kok yg dampingin dari pihak sekolah  orang tua mana yg ngga emosi yg bully mala se akan2 di lindungi,Loh memang anak yg bully ngga punya orang tua kok yg dampingin dari pihak sekolah orang tua mana yg ngga emosi yg bully mala se akan di lindungi,loh memang anak yg bully ngga punya orang tua kok yg dampingin dari pihak sekolah orang tua mana yg ngga emosi yg bully mala se akan di lindungi,"['loh', 'memang', 'anak', 'yg', 'bully', 'ngga', 'punya', 'orang', 'tua', 'kok', 'yg', 'dampingin', 'dari', 'pihak', 'sekolah', 'orang', 'tua', 'mana', 'yg', 'ngga', 'emosi', 'yg', 'bully', 'mala', 'se', 'akan', 'di', 'lindungi']","['loh', 'memang', 'anak', 'yang', 'bully', 'ngga', 'punya', 'orang', 'tua', 'kok', 'yang', 'dampingin', 'dari', 'pihak', 'sekolah', 'orang', 'tua', 'mana', 'yang', 'ngga', 'emosi', 'yang', 'bully', 'mala', 'se', 'akan', 'di', 'lindungi']","['loh', 'anak', 'bully', 'ngga', 'orang', 'tua', 'dampingin', 'sekolah', 'orang', 'tua', 'ngga', 'emosi', 'bully', 'mala', 'lindungi']","['loh', 'anak', 'bully', 'ngga', 'orang', 'tua', 'dampingin', 'sekolah', 'orang', 'tua', 'ngga', 'emosi', 'bully', 'mala', 'lindung']",loh anak bully ngga orang tua dampingin sekolah orang tua ngga emosi bully mala lindung
Kocak yaaa sok2an pdhal lu suka buat onar wkaka,Kocak yaa sokan pdhal lu suka buat onar wkaka,kocak yaa sokan pdhal lu suka buat onar wkaka,"['kocak', 'yaa', 'sokan', 'pdhal', 'lu', 'suka', 'buat', 'onar', 'wkaka']","['kocak', 'yaa', 'sokan', 'pdhal', 'kamu', 'suka', 'buat', 'onar', 'wkaka']","['kocak', 'yaa', 'sokan', 'pdhal', 'suka', 'onar', 'wkaka']","['kocak', 'yaa', 'sok', 'pdhal', 'suka', 'onar', 'wkaka']",kocak yaa sok pdhal suka onar wkaka
Nah kan kena anknya pengacara kondang... Di usut sampe akarnya pasti,Nah kan kena anknya pengacara kondang Di usut sampe akarnya pasti,nah kan kena anknya pengacara kondang di usut sampe akarnya pasti,"['nah', 'kan', 'kena', 'anknya', 'pengacara', 'kondang', 'di', 'usut', 'sampe', 'akarnya', 'pasti']","['nah', 'kan', 'kena', 'anknya', 'pengacara', 'kondang', 'di', 'usut', 'sampe', 'akarnya', 'pasti']","['kena', 'anknya', 'pengacara', 'kondang', 'usut', 'sampe', 'akarnya']","['kena', 'anknya', 'acara', 'kondang', 'usut', 'sampe', 'akar']",kena anknya acara kondang usut sampe akar
Good job Pak @sunankalijaga_sh 👏🔥,Good job Pak sh,good job pak sh,"['good', 'job', 'pak', 'sh']","['good', 'job', 'pak', 'sh']","['good', 'job', 'sh']","['good', 'job', 'sh']",good job sh
Mungkin tersangkanya lebih kaya jadi bisa langsung cair...,Mungkin tersangkanya lebih kaya jadi bisa langsung cair,mungkin tersangkanya lebih kaya jadi bisa langsung cair,"['mungkin', 'tersangkanya', 'lebih', 'kaya', 'jadi', 'bisa', 'langsung', 'cair']","['mungkin', 'tersangkanya', 'lebih', 'kaya', 'jadi', 'bisa', 'langsung', 'cair']","['tersangkanya', 'kaya', 'langsung', 'cair']","['sangka', 'kaya', 'langsung', 'cair']",sangka kaya langsung cair
MENYALA ABANGKUUUUH... LANJUTKAN...!!!,MENYALA ABANGKUUH LANJUTKAN,menyala abangkuuh lanjutkan,"['menyala', 'abangkuuh', 'lanjutkan']","['menyala', 'abangkuuh', 'lanjutkan']","['menyala', 'abangkuuh', 'lanjutkan']","['nyala', 'abangkuuh', 'lanjut']",nyala abangkuuh lanjut
Orng tua tersangka itu pasti lebih kaya dari kamu,Orng tua tersangka itu pasti lebih kaya dari kamu,orng tua tersangka itu pasti lebih kaya dari kamu,"['orng', 'tua', 'tersangka', 'itu', 'pasti', 'lebih', 'kaya', 'dari', 'kamu']","['orng', 'tua', 'tersangka', 'itu', 'pasti', 'lebih', 'kaya', 'dari', 'kamu']","['orng', 'tua', 'tersangka', 'kaya']","['orng', 'tua', 'sangka', 'kaya']",orng tua sangka kaya
Siapa Mentri pendidikan Indonesia skrang .. serius tanya i...knp hari hari kasus perundungan anak2 mkin parah,Siapa Mentri pendidikan Indonesia skrang serius tanya knp hari hari kasus perundungan anak mkin parah,siapa mentri pendidikan indonesia skrang serius tanya knp hari hari kasus perundungan anak mkin parah,"['siapa', 'mentri', 'pendidikan', 'indonesia', 'skrang', 'serius', 'tanya', 'knp', 'hari', 'hari', 'kasus', 'perundungan', 'anak', 'mkin', 'parah']","['siapa', 'mentri', 'pendidikan', 'indonesia', 'skrang', 'serius', 'tanya', 'kenapa', 'hari', 'hari', 'kasus', 'perundungan', 'anak', 'mkin', 'parah']","['mentri', 'pendidikan', 'indonesia', 'skrang', 'serius', 'perundungan', 'anak', 'mkin', 'parah']","['tri', 'didik', 'indonesia', 'skrang', 'serius', 'rundung', 'anak', 'mkin', 'parah']",tri didik indonesia skrang serius rundung anak mkin parah
Sogokan.nya gede kaya nya nie hahaha,Sogokan nya gede kaya nya nie hahaha,sogokan nya gede kaya nya nie hahaha,"['sogokan', 'nya', 'gede', 'kaya', 'nya', 'nie', 'hahaha']","['sogokan', 'nya', 'gede', 'kaya', 'nya', 'nie', 'hahaha']","['sogokan', 'nya', 'gede', 'kaya', 'nya', 'nie', 'hahaha']","['sogo', 'nya', 'gede', 'kaya', 'nya', 'nie', 'hahaha']",sogo nya gede kaya nya nie hahaha
Wah seru ini. Pak Sunan mewakili ortu yg anak2nya jadi korban bullying,Wah seru ini Pak Sunan mewakili ortu yg anaknya jadi korban bullying,wah seru ini pak sunan mewakili ortu yg anaknya jadi korban bullying,"['wah', 'seru', 'ini', 'pak', 'sunan', 'mewakili', 'ortu', 'yg', 'anaknya', 'jadi', 'korban', 'bullying']","['wah', 'seru', 'ini', 'pak', 'sunan', 'mewakili', 'orang tua', 'yang', 'anaknya', 'jadi', 'korban', 'bullying']","['seru', 'sunan', 'mewakili', 'orang tua', 'anaknya', 'korban', 'bullying']","['seru', 'sunan', 'wakil', 'orang tua', 'anak', 'korban', 'bullying']",seru sunan wakil orang tua anak korban bullying
sekarang musim perbully an,sekarang musim perbully an,sekarang musim perbully an,"['sekarang', 'musim', 'perbully', 'an']","['sekarang', 'musim', 'perbully', 'an']","['musim', 'perbully', 'an']","['musim', 'perbully', 'an']",musim perbully an
Anak Sultan...di bully... gimana rakyat,Anak Sultan di bully gimana rakyat,anak sultan di bully gimana rakyat,"['anak', 'sultan', 'di', 'bully', 'gimana', 'rakyat']","['anak', 'sultan', 'di', 'bully', 'gimana', 'rakyat']","['anak', 'sultan', 'bully', 'gimana', 'rakyat']","['anak', 'sultan', 'bully', 'gimana', 'rakyat']",anak sultan bully gimana rakyat
