Komentar,cleaning,Case_Folding,Tokennisasi,Normalisasi,Stopwords,Steaming,text_clean
Tidak ada rasa belas kasihan si pelaku ini.,Tidak ada rasa belas kasihan si pelaku ini,tidak ada rasa belas kasihan si pelaku ini,"['tidak', 'ada', 'rasa', 'belas', 'kasihan', 'si', 'pelaku', 'ini']","['tidak', 'ada', 'rasa', 'belas', 'kasihan', 'si', 'pelaku', 'ini']","['belas', 'kasihan', 'si', 'pelaku']","['belas', 'kasihan', 'si', 'laku']",belas kasihan si laku
"Kmarin katanya karena cewek ,yg bnr yg mana",Kmarin katanya karena cewek yg bnr yg mana,kmarin katanya karena cewek yg bnr yg mana,"['kmarin', 'katanya', 'karena', 'cewek', 'yg', 'bnr', 'yg', 'mana']","['kmarin', 'katanya', 'karena', 'cewek', 'yang', 'bnr', 'yang', 'mana']","['kmarin', 'cewek', 'bnr']","['kmarin', 'cewek', 'bnr']",kmarin cewek bnr
persetan dengan perundang2an dibawah umur,persetan dengan perundangan dibawah umur,persetan dengan perundangan dibawah umur,"['persetan', 'dengan', 'perundangan', 'dibawah', 'umur']","['persetan', 'dengan', 'perundangan', 'dibawah', 'umur']","['persetan', 'perundangan', 'dibawah', 'umur']","['persetan', 'undang', 'bawah', 'umur']",persetan undang bawah umur
menunggu berita ketegasan dari pihak sekolah!!,menunggu berita ketegasan dari pihak sekolah,menunggu berita ketegasan dari pihak sekolah,"['menunggu', 'berita', 'ketegasan', 'dari', 'pihak', 'sekolah']","['menunggu', 'berita', 'ketegasan', 'dari', 'pihak', 'sekolah']","['menunggu', 'berita', 'ketegasan', 'sekolah']","['tunggu', 'berita', 'tegas', 'sekolah']",tunggu berita tegas sekolah
"Apa pun alasan nya, prokses hukum hrs ttp berjalan. Kalau di diami, bisa jd Bajingan ini anak. Mau dia berprestasi di sekolahan kek, mau bolak balik dpt penghargaan kek, nyata nya dia melakukan penganiayaan dan kekerasan.",Apa pun alasan nya prokses hukum hrs ttp berjalan Kalau di diami bisa jd Bajingan ini anak Mau dia berprestasi di sekolahan kek mau bolak balik dpt penghargaan kek nyata nya dia melakukan penganiayaan dan kekerasan,apa pun alasan nya prokses hukum hrs ttp berjalan kalau di diami bisa jd bajingan ini anak mau dia berprestasi di sekolahan kek mau bolak balik dpt penghargaan kek nyata nya dia melakukan penganiayaan dan kekerasan,"['apa', 'pun', 'alasan', 'nya', 'prokses', 'hukum', 'hrs', 'ttp', 'berjalan', 'kalau', 'di', 'diami', 'bisa', 'jd', 'bajingan', 'ini', 'anak', 'mau', 'dia', 'berprestasi', 'di', 'sekolahan', 'kek', 'mau', 'bolak', 'balik', 'dpt', 'penghargaan', 'kek', 'nyata', 'nya', 'dia', 'melakukan', 'penganiayaan', 'dan', 'kekerasan']","['apa', 'pun', 'alasan', 'nya', 'prokses', 'hukum', 'harus', 'tetap', 'berjalan', 'kalau', 'di', 'diami', 'bisa', 'jadi', 'bajingan', 'ini', 'anak', 'mau', 'dia', 'berprestasi', 'di', 'sekolahan', 'kayak', 'mau', 'bolak', 'balik', 'dapat', 'penghargaan', 'kayak', 'nyata', 'nya', 'dia', 'melakukan', 'penganiayaan', 'dan', 'kekerasan']","['alasan', 'nya', 'prokses', 'hukum', 'berjalan', 'diami', 'bajingan', 'anak', 'berprestasi', 'sekolahan', 'kayak', 'bolak', 'penghargaan', 'kayak', 'nyata', 'nya', 'penganiayaan', 'kekerasan']","['alas', 'nya', 'prokses', 'hukum', 'jalan', 'ami', 'bajing', 'anak', 'prestasi', 'sekolah', 'kayak', 'bolak', 'harga', 'kayak', 'nyata', 'nya', 'aniaya', 'keras']",alas nya prokses hukum jalan ami bajing anak prestasi sekolah kayak bolak harga kayak nyata nya aniaya keras
12tahun penjara,tahun penjara,tahun penjara,"['tahun', 'penjara']","['tahun', 'penjara']",['penjara'],['penjara'],penjara
apa sih definisi perundungan itu??? TRS definisi PENGANIAYAAN itu juga apa??,apa sih definisi perundungan itu TRS definisi PENGANIAYAAN itu juga apa,apa sih definisi perundungan itu trs definisi penganiayaan itu juga apa,"['apa', 'sih', 'definisi', 'perundungan', 'itu', 'trs', 'definisi', 'penganiayaan', 'itu', 'juga', 'apa']","['apa', 'sih', 'definisi', 'perundungan', 'itu', 'terus', 'definisi', 'penganiayaan', 'itu', 'juga', 'apa']","['sih', 'definisi', 'perundungan', 'definisi', 'penganiayaan']","['sih', 'definisi', 'rundung', 'definisi', 'aniaya']",sih definisi rundung definisi aniaya
Anak siapa ini,Anak siapa ini,anak siapa ini,"['anak', 'siapa', 'ini']","['anak', 'siapa', 'ini']",['anak'],['anak'],anak
Sanksi sekolah nya : cabut dana BOS nya 💸 spy ada efek jera,Sanksi sekolah nya cabut dana BOS nya spy ada efek jera,sanksi sekolah nya cabut dana bos nya spy ada efek jera,"['sanksi', 'sekolah', 'nya', 'cabut', 'dana', 'bos', 'nya', 'spy', 'ada', 'efek', 'jera']","['sanksi', 'sekolah', 'nya', 'cabut', 'dana', 'bos', 'nya', 'spy', 'ada', 'efek', 'jera']","['sanksi', 'sekolah', 'nya', 'cabut', 'dana', 'bos', 'nya', 'spy', 'efek', 'jera']","['sanksi', 'sekolah', 'nya', 'cabut', 'dana', 'bos', 'nya', 'spy', 'efek', 'jera']",sanksi sekolah nya cabut dana bos nya spy efek jera
Anu misahkeun aing... Gelut jeng aing kabeh,Anu misahkeun aing Gelut jeng aing kabeh,anu misahkeun aing gelut jeng aing kabeh,"['anu', 'misahkeun', 'aing', 'gelut', 'jeng', 'aing', 'kabeh']","['anu', 'misahkeun', 'aing', 'gelut', 'jeng', 'aing', 'kabeh']","['anu', 'misahkeun', 'aing', 'gelut', 'jeng', 'aing', 'kabeh']","['anu', 'misahkeun', 'aing', 'gelut', 'jeng', 'aing', 'kabeh']",anu misahkeun aing gelut jeng aing kabeh
"Bibit"" preman ini salah siapa ya ,pendidik,sekolahan atau orang tua pusing aku ni bro.wassalam",Bibit preman ini salah siapa ya pendidik sekolahan atau orang tua pusing aku ni bro wassalam,bibit preman ini salah siapa ya pendidik sekolahan atau orang tua pusing aku ni bro wassalam,"['bibit', 'preman', 'ini', 'salah', 'siapa', 'ya', 'pendidik', 'sekolahan', 'atau', 'orang', 'tua', 'pusing', 'aku', 'ni', 'bro', 'wassalam']","['bibit', 'preman', 'ini', 'salah', 'siapa', 'ya', 'pendidik', 'sekolahan', 'atau', 'orang', 'tua', 'pusing', 'aku', 'ni', 'bro', 'wassalam']","['bibit', 'preman', 'salah', 'ya', 'pendidik', 'sekolahan', 'orang', 'tua', 'pusing', 'ni', 'bro', 'wassalam']","['bibit', 'preman', 'salah', 'ya', 'didik', 'sekolah', 'orang', 'tua', 'pusing', 'ni', 'bro', 'wassalam']",bibit preman salah ya didik sekolah orang tua pusing ni bro wassalam
Berprestasi? Gk salah tu Bu guru kepsek. Mungkin berprestasi dlm bidang bully dan nindas orang yg lemah,Berprestasi Gk salah tu Bu guru kepsek Mungkin berprestasi dlm bidang bully dan nindas orang yg lemah,berprestasi gk salah tu bu guru kepsek mungkin berprestasi dlm bidang bully dan nindas orang yg lemah,"['berprestasi', 'gk', 'salah', 'tu', 'bu', 'guru', 'kepsek', 'mungkin', 'berprestasi', 'dlm', 'bidang', 'bully', 'dan', 'nindas', 'orang', 'yg', 'lemah']","['berprestasi', 'enggak', 'salah', 'tu', 'bu', 'guru', 'kepsek', 'mungkin', 'berprestasi', 'dalam', 'bidang', 'bully', 'dan', 'nindas', 'orang', 'yang', 'lemah']","['berprestasi', 'salah', 'tu', 'bu', 'guru', 'kepsek', 'berprestasi', 'bidang', 'bully', 'nindas', 'orang', 'lemah']","['prestasi', 'salah', 'tu', 'bu', 'guru', 'kepsek', 'prestasi', 'bidang', 'bully', 'nindas', 'orang', 'lemah']",prestasi salah tu bu guru kepsek prestasi bidang bully nindas orang lemah
kecil² da jd ketua geng,kecil da jd ketua geng,kecil da jd ketua geng,"['kecil', 'da', 'jd', 'ketua', 'geng']","['kecil', 'da', 'jadi', 'ketua', 'geng']","['da', 'ketua', 'geng']","['da', 'ketua', 'geng']",da ketua geng
"Bukannya gara"" cw?",Bukannya gara cw,bukannya gara cw,"['bukannya', 'gara', 'cw']","['bukannya', 'gara', 'cw']","['gara', 'cw']","['gara', 'cw']",gara cw
"W nih yg mana? Yg pake tas selempang, yg bawa bambu, yg ngrekam, yg mainin nomer2 sambil duduk? Siapapun yg terlibat tolong dikasih hukuman juga dong. Jgn pake alesan masih anak2",nih yg mana Yg pake tas selempang yg bawa bambu yg ngrekam yg mainin nomer sambil duduk Siapapun yg terlibat tolong dikasih hukuman juga dong Jgn pake alesan masih anak,nih yg mana yg pake tas selempang yg bawa bambu yg ngrekam yg mainin nomer sambil duduk siapapun yg terlibat tolong dikasih hukuman juga dong jgn pake alesan masih anak,"['nih', 'yg', 'mana', 'yg', 'pake', 'tas', 'selempang', 'yg', 'bawa', 'bambu', 'yg', 'ngrekam', 'yg', 'mainin', 'nomer', 'sambil', 'duduk', 'siapapun', 'yg', 'terlibat', 'tolong', 'dikasih', 'hukuman', 'juga', 'dong', 'jgn', 'pake', 'alesan', 'masih', 'anak']","['ini', 'yang', 'mana', 'yang', 'pake', 'tas', 'selempang', 'yang', 'bawa', 'bambu', 'yang', 'ngrekam', 'yang', 'mainin', 'nomer', 'sambil', 'duduk', 'siapapun', 'yang', 'terlibat', 'tolong', 'dikasih', 'hukuman', 'juga', 'dong', 'jangan', 'pake', 'alesan', 'masih', 'anak']","['pake', 'tas', 'selempang', 'bawa', 'bambu', 'ngrekam', 'mainin', 'nomer', 'duduk', 'terlibat', 'tolong', 'dikasih', 'hukuman', 'pake', 'alesan', 'anak']","['pake', 'tas', 'selempang', 'bawa', 'bambu', 'ngrekam', 'mainin', 'nomer', 'duduk', 'libat', 'tolong', 'kasih', 'hukum', 'pake', 'alesan', 'anak']",pake tas selempang bawa bambu ngrekam mainin nomer duduk libat tolong kasih hukum pake alesan anak
Ketika ilmu lebih tinggi daripada adab ya begini lah jadinya....,Ketika ilmu lebih tinggi daripada adab ya begini lah jadinya,ketika ilmu lebih tinggi daripada adab ya begini lah jadinya,"['ketika', 'ilmu', 'lebih', 'tinggi', 'daripada', 'adab', 'ya', 'begini', 'lah', 'jadinya']","['ketika', 'ilmu', 'lebih', 'tinggi', 'daripada', 'adab', 'ya', 'begini', 'lah', 'jadinya']","['ilmu', 'adab', 'ya']","['ilmu', 'adab', 'ya']",ilmu adab ya
Nih Pelaku siswa Berprestasi???????? Berprestasi bantai orang 😠,Nih Pelaku siswa Berprestasi Berprestasi bantai orang,nih pelaku siswa berprestasi berprestasi bantai orang,"['nih', 'pelaku', 'siswa', 'berprestasi', 'berprestasi', 'bantai', 'orang']","['ini', 'pelaku', 'siswa', 'berprestasi', 'berprestasi', 'bantai', 'orang']","['pelaku', 'siswa', 'berprestasi', 'berprestasi', 'bantai', 'orang']","['laku', 'siswa', 'prestasi', 'prestasi', 'bantai', 'orang']",laku siswa prestasi prestasi bantai orang
Halah anak kurang ajar itu banyak alasanya,Halah anak kurang ajar itu banyak alasanya,halah anak kurang ajar itu banyak alasanya,"['halah', 'anak', 'kurang', 'ajar', 'itu', 'banyak', 'alasanya']","['halah', 'anak', 'kurang', 'ajar', 'itu', 'banyak', 'alasanya']","['halah', 'anak', 'ajar', 'alasanya']","['halah', 'anak', 'ajar', 'alasanya']",halah anak ajar alasanya
Yg bener katanya masalah cewe sekarang beda lagi,Yg bener katanya masalah cewe sekarang beda lagi,yg bener katanya masalah cewe sekarang beda lagi,"['yg', 'bener', 'katanya', 'masalah', 'cewe', 'sekarang', 'beda', 'lagi']","['yang', 'bener', 'katanya', 'masalah', 'cewe', 'sekarang', 'beda', 'lagi']","['bener', 'cewe', 'beda']","['bener', 'cewe', 'beda']",bener cewe beda
Setuju hukum saja,Setuju hukum saja,setuju hukum saja,"['setuju', 'hukum', 'saja']","['setuju', 'hukum', 'saja']","['setuju', 'hukum']","['tuju', 'hukum']",tuju hukum
"Bagus, proses hukum tetap berjalan..",Bagus proses hukum tetap berjalan,bagus proses hukum tetap berjalan,"['bagus', 'proses', 'hukum', 'tetap', 'berjalan']","['bagus', 'proses', 'hukum', 'tetap', 'berjalan']","['bagus', 'proses', 'hukum', 'berjalan']","['bagus', 'proses', 'hukum', 'jalan']",bagus proses hukum jalan
"Revolusi Mental GAGAL, Lahirlah Premisme dan Brutalisme. Saat Revolusi Akhlak",Revolusi Mental GAGAL Lahirlah Premisme dan Brutalisme Saat Revolusi Akhlak,revolusi mental gagal lahirlah premisme dan brutalisme saat revolusi akhlak,"['revolusi', 'mental', 'gagal', 'lahirlah', 'premisme', 'dan', 'brutalisme', 'saat', 'revolusi', 'akhlak']","['revolusi', 'mental', 'gagal', 'lahirlah', 'premisme', 'dan', 'brutalisme', 'saat', 'revolusi', 'akhlak']","['revolusi', 'mental', 'gagal', 'lahirlah', 'premisme', 'brutalisme', 'revolusi', 'akhlak']","['revolusi', 'mental', 'gagal', 'lahir', 'premisme', 'brutalisme', 'revolusi', 'akhlak']",revolusi mental gagal lahir premisme brutalisme revolusi akhlak
"Kejadian di pandegalang banten, bukan di cilacap",Kejadian di pandegalang banten bukan di cilacap,kejadian di pandegalang banten bukan di cilacap,"['kejadian', 'di', 'pandegalang', 'banten', 'bukan', 'di', 'cilacap']","['kejadian', 'di', 'pandegalang', 'banten', 'bukan', 'di', 'cilacap']","['kejadian', 'pandegalang', 'banten', 'cilacap']","['jadi', 'pandegalang', 'banten', 'cilacap']",jadi pandegalang banten cilacap
Geng oopo....,Geng oopo,geng oopo,"['geng', 'oopo']","['geng', 'oopo']","['geng', 'oopo']","['geng', 'oopo']",geng oopo
Prestasi geng sekolah po bu,Prestasi geng sekolah po bu,prestasi geng sekolah po bu,"['prestasi', 'geng', 'sekolah', 'po', 'bu']","['prestasi', 'geng', 'sekolah', 'po', 'bu']","['prestasi', 'geng', 'sekolah', 'po', 'bu']","['prestasi', 'geng', 'sekolah', 'po', 'bu']",prestasi geng sekolah po bu
Halah...,Halah,halah,['halah'],['halah'],['halah'],['halah'],halah
ko dia bisa bahasa sunda,ko dia bisa bahasa sunda,ko dia bisa bahasa sunda,"['ko', 'dia', 'bisa', 'bahasa', 'sunda']","['ko', 'dia', 'bisa', 'bahasa', 'sunda']","['ko', 'bahasa', 'sunda']","['ko', 'bahasa', 'sunda']",ko bahasa sunda
Modarooo,Modaroo,modaroo,['modaroo'],['modaroo'],['modaroo'],['modaroo'],modaroo
Gak masuk akal pinter pinter ngeless,Gak masuk akal pinter pinter ngeless,gak masuk akal pinter pinter ngeless,"['gak', 'masuk', 'akal', 'pinter', 'pinter', 'ngeless']","['enggak', 'masuk', 'akal', 'pinter', 'pinter', 'ngeless']","['masuk', 'akal', 'pinter', 'pinter', 'ngeless']","['masuk', 'akal', 'pinter', 'pinter', 'ngeless']",masuk akal pinter pinter ngeless
harus d kasi sanksiberat ni klau nga dia blagu amat,harus kasi sanksiberat ni klau nga dia blagu amat,harus kasi sanksiberat ni klau nga dia blagu amat,"['harus', 'kasi', 'sanksiberat', 'ni', 'klau', 'nga', 'dia', 'blagu', 'amat']","['harus', 'kasi', 'sanksiberat', 'ni', 'klau', 'nga', 'dia', 'blagu', 'amat']","['kasi', 'sanksiberat', 'ni', 'klau', 'nga', 'blagu']","['kasi', 'sanksiberat', 'ni', 'klau', 'nga', 'blagu']",kasi sanksiberat ni klau nga blagu
"Bully sampe depresi,,",Bully sampe depresi,bully sampe depresi,"['bully', 'sampe', 'depresi']","['bully', 'sampe', 'depresi']","['bully', 'sampe', 'depresi']","['bully', 'sampe', 'depresi']",bully sampe depresi
Jamet2 😂,Jamet,jamet,['jamet'],['jamet'],['jamet'],['jamet'],jamet
Kon sekolah malah geng2an...cilik2 kelakuane wis kaya penjahat,Kon sekolah malah gengan cilik kelakuane wis kaya penjahat,kon sekolah malah gengan cilik kelakuane wis kaya penjahat,"['kon', 'sekolah', 'malah', 'gengan', 'cilik', 'kelakuane', 'wis', 'kaya', 'penjahat']","['kon', 'sekolah', 'malah', 'gengan', 'cilik', 'kelakuane', 'wis', 'kaya', 'penjahat']","['kon', 'sekolah', 'gengan', 'cilik', 'kelakuane', 'wis', 'kaya', 'penjahat']","['kon', 'sekolah', 'geng', 'cilik', 'kelakuane', 'wis', 'kaya', 'jahat']",kon sekolah geng cilik kelakuane wis kaya jahat
"Hoi Kepsek Wuri, pelajar berprestasi apa ?segala penghargaan, cb sebutkan penghargaan apa?, prestasi sok jagoan ya,  masa kelakuan anak didik sprti itu selama ini gk tau, pastinya disekolah gaya petentang petenteng dan mungkin pernah berantem dgn yg lain jg, kurang jeli aja sekolahnya.",Hoi Kepsek Wuri pelajar berprestasi apa segala penghargaan cb sebutkan penghargaan apa prestasi sok jagoan ya masa kelakuan anak didik sprti itu selama ini gk tau pastinya disekolah gaya petentang petenteng dan mungkin pernah berantem dgn yg lain jg kurang jeli aja sekolahnya,hoi kepsek wuri pelajar berprestasi apa segala penghargaan cb sebutkan penghargaan apa prestasi sok jagoan ya masa kelakuan anak didik sprti itu selama ini gk tau pastinya disekolah gaya petentang petenteng dan mungkin pernah berantem dgn yg lain jg kurang jeli aja sekolahnya,"['hoi', 'kepsek', 'wuri', 'pelajar', 'berprestasi', 'apa', 'segala', 'penghargaan', 'cb', 'sebutkan', 'penghargaan', 'apa', 'prestasi', 'sok', 'jagoan', 'ya', 'masa', 'kelakuan', 'anak', 'didik', 'sprti', 'itu', 'selama', 'ini', 'gk', 'tau', 'pastinya', 'disekolah', 'gaya', 'petentang', 'petenteng', 'dan', 'mungkin', 'pernah', 'berantem', 'dgn', 'yg', 'lain', 'jg', 'kurang', 'jeli', 'aja', 'sekolahnya']","['hoi', 'kepsek', 'wuri', 'pelajar', 'berprestasi', 'apa', 'segala', 'penghargaan', 'cb', 'sebutkan', 'penghargaan', 'apa', 'prestasi', 'sok', 'jagoan', 'ya', 'masa', 'kelakuan', 'anak', 'didik', 'sprti', 'itu', 'selama', 'ini', 'enggak', 'tau', 'pastinya', 'disekolah', 'gaya', 'petentang', 'petenteng', 'dan', 'mungkin', 'pernah', 'berantem', 'dengan', 'yang', 'lain', 'juga', 'kurang', 'jeli', 'aja', 'sekolahnya']","['hoi', 'kepsek', 'wuri', 'pelajar', 'berprestasi', 'penghargaan', 'cb', 'sebutkan', 'penghargaan', 'prestasi', 'sok', 'jagoan', 'ya', 'kelakuan', 'anak', 'didik', 'sprti', 'tau', 'pastinya', 'disekolah', 'gaya', 'petentang', 'petenteng', 'berantem', 'jeli', 'aja', 'sekolahnya']","['hoi', 'kepsek', 'wuri', 'ajar', 'prestasi', 'harga', 'cb', 'sebut', 'harga', 'prestasi', 'sok', 'jago', 'ya', 'laku', 'anak', 'didik', 'sprti', 'tau', 'pasti', 'seko', 'gaya', 'tentang', 'petenteng', 'antem', 'jeli', 'aja', 'sekolah']",hoi kepsek wuri ajar prestasi harga cb sebut harga prestasi sok jago ya laku anak didik sprti tau pasti seko gaya tentang petenteng antem jeli aja sekolah
preman cilik,preman cilik,preman cilik,"['preman', 'cilik']","['preman', 'cilik']","['preman', 'cilik']","['preman', 'cilik']",preman cilik
"Masih SMP sdh geng2an, kalo sdh remaja mau jadi apa,  preman kelas teri yaa",Masih SMP sdh gengan kalo sdh remaja mau jadi apa preman kelas teri yaa,masih smp sdh gengan kalo sdh remaja mau jadi apa preman kelas teri yaa,"['masih', 'smp', 'sdh', 'gengan', 'kalo', 'sdh', 'remaja', 'mau', 'jadi', 'apa', 'preman', 'kelas', 'teri', 'yaa']","['masih', 'smp', 'sudah', 'gengan', 'kalau', 'sudah', 'remaja', 'mau', 'jadi', 'apa', 'preman', 'kelas', 'teri', 'yaa']","['smp', 'gengan', 'remaja', 'preman', 'kelas', 'teri', 'yaa']","['smp', 'geng', 'remaja', 'preman', 'kelas', 'teri', 'yaa']",smp geng remaja preman kelas teri yaa
Geng”an segala orang sekolah biasa sj belagu bukan sekolah Yg gimana…. Lagian Mental Preman gak pantas buat dijadikan contoh buat adik kelas,Geng an segala orang sekolah biasa sj belagu bukan sekolah Yg gimana Lagian Mental Preman gak pantas buat dijadikan contoh buat adik kelas,geng an segala orang sekolah biasa sj belagu bukan sekolah yg gimana lagian mental preman gak pantas buat dijadikan contoh buat adik kelas,"['geng', 'an', 'segala', 'orang', 'sekolah', 'biasa', 'sj', 'belagu', 'bukan', 'sekolah', 'yg', 'gimana', 'lagian', 'mental', 'preman', 'gak', 'pantas', 'buat', 'dijadikan', 'contoh', 'buat', 'adik', 'kelas']","['geng', 'an', 'segala', 'orang', 'sekolah', 'biasa', 'saja', 'sombong', 'bukan', 'sekolah', 'yang', 'gimana', 'lagian', 'mental', 'preman', 'enggak', 'pantas', 'buat', 'dijadikan', 'contoh', 'buat', 'adik', 'kelas']","['geng', 'an', 'orang', 'sekolah', 'sombong', 'sekolah', 'gimana', 'mental', 'preman', 'dijadikan', 'contoh', 'adik', 'kelas']","['geng', 'an', 'orang', 'sekolah', 'sombong', 'sekolah', 'gimana', 'mental', 'preman', 'jadi', 'contoh', 'adik', 'kelas']",geng an orang sekolah sombong sekolah gimana mental preman jadi contoh adik kelas
Kirim aja gengnya suruh lawan KKB 😈,Kirim aja gengnya suruh lawan KKB,kirim aja gengnya suruh lawan kkb,"['kirim', 'aja', 'gengnya', 'suruh', 'lawan', 'kkb']","['kirim', 'aja', 'gengnya', 'suruh', 'lawan', 'kkb']","['kirim', 'aja', 'gengnya', 'suruh', 'lawan', 'kkb']","['kirim', 'aja', 'geng', 'suruh', 'lawan', 'kkb']",kirim aja geng suruh lawan kkb
"Hah, g yakin gwe ama pernyataan kepsek nya, ""pelaku dikenal sebagai pelajar yg berprestasi dgn segala penghargaan yg d raihnya"". Opo iyo",Hah yakin gwe ama pernyataan kepsek nya pelaku dikenal sebagai pelajar yg berprestasi dgn segala penghargaan yg raihnya Opo iyo,hah yakin gwe ama pernyataan kepsek nya pelaku dikenal sebagai pelajar yg berprestasi dgn segala penghargaan yg raihnya opo iyo,"['hah', 'yakin', 'gwe', 'ama', 'pernyataan', 'kepsek', 'nya', 'pelaku', 'dikenal', 'sebagai', 'pelajar', 'yg', 'berprestasi', 'dgn', 'segala', 'penghargaan', 'yg', 'raihnya', 'opo', 'iyo']","['hah', 'yakin', 'aku', 'ama', 'pernyataan', 'kepsek', 'nya', 'pelaku', 'dikenal', 'sebagai', 'pelajar', 'yang', 'berprestasi', 'dengan', 'segala', 'penghargaan', 'yang', 'raihnya', 'opo', 'iyo']","['hah', 'ama', 'pernyataan', 'kepsek', 'nya', 'pelaku', 'dikenal', 'pelajar', 'berprestasi', 'penghargaan', 'raihnya', 'opo', 'iyo']","['hah', 'ama', 'nyata', 'kepsek', 'nya', 'laku', 'kenal', 'ajar', 'prestasi', 'harga', 'raih', 'opo', 'iyo']",hah ama nyata kepsek nya laku kenal ajar prestasi harga raih opo iyo
Apapun alasannya anak bang sad itu harus dihukum,Apapun alasannya anak bang sad itu harus dihukum,apapun alasannya anak bang sad itu harus dihukum,"['apapun', 'alasannya', 'anak', 'bang', 'sad', 'itu', 'harus', 'dihukum']","['apapun', 'alasannya', 'anak', 'bang', 'sad', 'itu', 'harus', 'dihukum']","['apapun', 'alasannya', 'anak', 'bang', 'sad', 'dihukum']","['apa', 'alas', 'anak', 'bang', 'sad', 'hukum']",apa alas anak bang sad hukum
Siunyil tahun 2023,Siunyil tahun,siunyil tahun,"['siunyil', 'tahun']","['siunyil', 'tahun']",['siunyil'],['siunyil'],siunyil
Minimal kelakuannya ngenakin kalo muka gak ganteng 🤣,Minimal kelakuannya ngenakin kalo muka gak ganteng,minimal kelakuannya ngenakin kalo muka gak ganteng,"['minimal', 'kelakuannya', 'ngenakin', 'kalo', 'muka', 'gak', 'ganteng']","['minimal', 'kelakuannya', 'ngenakin', 'kalau', 'muka', 'enggak', 'ganteng']","['minimal', 'kelakuannya', 'ngenakin', 'muka', 'ganteng']","['minimal', 'laku', 'ngenakin', 'muka', 'ganteng']",minimal laku ngenakin muka ganteng
"Pertama....kata nya masalah asmara....skrg, masalah anggota genk.....saya dipojok aja deh",Pertama kata nya masalah asmara skrg masalah anggota genk saya dipojok aja deh,pertama kata nya masalah asmara skrg masalah anggota genk saya dipojok aja deh,"['pertama', 'kata', 'nya', 'masalah', 'asmara', 'skrg', 'masalah', 'anggota', 'genk', 'saya', 'dipojok', 'aja', 'deh']","['pertama', 'kata', 'nya', 'masalah', 'asmara', 'sekarang', 'masalah', 'anggota', 'genk', 'saya', 'dipojok', 'aja', 'deh']","['nya', 'asmara', 'anggota', 'genk', 'dipojok', 'aja', 'deh']","['nya', 'asmara', 'anggota', 'genk', 'pojok', 'aja', 'deh']",nya asmara anggota genk pojok aja deh
Hah? Dikenal berprestasi? Real kah? Dgn kelakuan spt itu? Sungguh?,Hah Dikenal berprestasi Real kah Dgn kelakuan spt itu Sungguh,hah dikenal berprestasi real kah dgn kelakuan spt itu sungguh,"['hah', 'dikenal', 'berprestasi', 'real', 'kah', 'dgn', 'kelakuan', 'spt', 'itu', 'sungguh']","['hah', 'dikenal', 'berprestasi', 'real', 'kah', 'dengan', 'kelakuan', 'seperti', 'itu', 'sungguh']","['hah', 'dikenal', 'berprestasi', 'real', 'kah', 'kelakuan', 'sungguh']","['hah', 'kenal', 'prestasi', 'real', 'kah', 'laku', 'sungguh']",hah kenal prestasi real kah laku sungguh
smp aku baru x ini dapat musibah...sedih banget hampir 30 tahun lebih damai2 sja nga pernah ada kasus apa pun..,smp aku baru ini dapat musibah sedih banget hampir tahun lebih damai sja nga pernah ada kasus apa pun,smp aku baru ini dapat musibah sedih banget hampir tahun lebih damai sja nga pernah ada kasus apa pun,"['smp', 'aku', 'baru', 'ini', 'dapat', 'musibah', 'sedih', 'banget', 'hampir', 'tahun', 'lebih', 'damai', 'sja', 'nga', 'pernah', 'ada', 'kasus', 'apa', 'pun']","['smp', 'aku', 'baru', 'ini', 'dapat', 'musibah', 'sedih', 'banget', 'hampir', 'tahun', 'lebih', 'damai', 'sja', 'nga', 'pernah', 'ada', 'kasus', 'apa', 'pun']","['smp', 'musibah', 'sedih', 'banget', 'damai', 'sja', 'nga']","['smp', 'musibah', 'sedih', 'banget', 'damai', 'sja', 'nga']",smp musibah sedih banget damai sja nga
Kirim ke irian aja min,Kirim ke irian aja min,kirim ke irian aja min,"['kirim', 'ke', 'irian', 'aja', 'min']","['kirim', 'ke', 'irian', 'aja', 'admin']","['kirim', 'irian', 'aja', 'admin']","['kirim', 'iri', 'aja', 'admin']",kirim iri aja admin
"Adab dulu baru ilmu, akhlak dulu baru prestasi",Adab dulu baru ilmu akhlak dulu baru prestasi,adab dulu baru ilmu akhlak dulu baru prestasi,"['adab', 'dulu', 'baru', 'ilmu', 'akhlak', 'dulu', 'baru', 'prestasi']","['adab', 'dulu', 'baru', 'ilmu', 'akhlak', 'dulu', 'baru', 'prestasi']","['adab', 'ilmu', 'akhlak', 'prestasi']","['adab', 'ilmu', 'akhlak', 'prestasi']",adab ilmu akhlak prestasi
Bocil anjeng,Bocil anjeng,bocil anjeng,"['bocil', 'anjeng']","['bocil', 'anjeng']","['bocil', 'anjeng']","['bocil', 'anjeng']",bocil anjeng
