Komentar,cleaning,cleansing,text_tokenize,tweet_normalized,text_stopword,text_stemming,text_clean
sedang menunggu pendapat Kak Poni ... 🤔,sedang menunggu pendapat Kak Poni,sedang menunggu pendapat kak poni,"['sedang', 'menunggu', 'pendapat', 'kak', 'poni']","['sedang', 'menunggu', 'pendapat', 'kak', 'poni']","['menunggu', 'pendapat', 'kak', 'poni']","['tunggu', 'dapat', 'kak', 'poni']",tunggu dapat kak poni
@ariefsuditomo  KOK LANGSUNG MBOK PRIVASI AKUN LU TONG???😂😂,KOK LANGSUNG MBOK PRIVASI AKUN LU TONG,kok langsung mbok privasi akun lu tong,"['kok', 'langsung', 'mbok', 'privasi', 'akun', 'lu', 'tong']","['kok', 'langsung', 'mbok', 'privasi', 'akun', 'kamu', 'tong']","['langsung', 'mbok', 'privasi', 'akun', 'tong']","['langsung', 'mbok', 'privasi', 'akun', 'tong']",langsung mbok privasi akun tong
cek ktp. cek umur. yg lewat 17 siap2.,cek ktp cek umur yg lewat siap,cek ktp cek umur yg lewat siap,"['cek', 'ktp', 'cek', 'umur', 'yg', 'lewat', 'siap']","['cek', 'ktp', 'cek', 'umur', 'yang', 'lewat', 'siap']","['cek', 'ktp', 'cek', 'umur']","['cek', 'ktp', 'cek', 'umur']",cek ktp cek umur
Anak yang dulu nabrak orang ampe mati malah jd caleg skrg.,Anak yang dulu nabrak orang ampe mati malah jd caleg skrg,anak yang dulu nabrak orang ampe mati malah jd caleg skrg,"['anak', 'yang', 'dulu', 'nabrak', 'orang', 'ampe', 'mati', 'malah', 'jd', 'caleg', 'skrg']","['anak', 'yang', 'dulu', 'nabrak', 'orang', 'ampe', 'mati', 'malah', 'jadi', 'caleg', 'skrg']","['anak', 'nabrak', 'orang', 'ampe', 'mati', 'caleg', 'skrg']","['anak', 'nabrak', 'orang', 'ampe', 'mati', 'caleg', 'skrg']",anak nabrak orang ampe mati caleg skrg
"Kok malah anak vincent mulu yg di up ?? 😂😂😂 sekalian biar dapat nama ya ?? Padahal aksis pembullian sampe 40 orang 😂😂 jangan lah memanfaatkan situasi buruk terhadap satu org mentang"" vincent jauh dari berita miring sekalinya kena langsung up nya ngerii !! Semua harus dapat hukuman dong dan sanksi sosial jangan cuma anak vincent doang",Kok malah anak vincent mulu yg di up sekalian biar dapat nama ya Padahal aksis pembullian sampe orang jangan lah memanfaatkan situasi buruk terhadap satu org mentang vincent jauh dari berita miring sekalinya kena langsung up nya ngerii Semua harus dapat hukuman dong dan sanksi sosial jangan cuma anak vincent doang,kok malah anak vincent mulu yg di up sekalian biar dapat nama ya padahal aksis pembullian sampe orang jangan lah memanfaatkan situasi buruk terhadap satu org mentang vincent jauh dari berita miring sekalinya kena langsung up nya ngerii semua harus dapat hukuman dong dan sanksi sosial jangan cuma anak vincent doang,"['kok', 'malah', 'anak', 'vincent', 'mulu', 'yg', 'di', 'up', 'sekalian', 'biar', 'dapat', 'nama', 'ya', 'padahal', 'aksis', 'pembullian', 'sampe', 'orang', 'jangan', 'lah', 'memanfaatkan', 'situasi', 'buruk', 'terhadap', 'satu', 'org', 'mentang', 'vincent', 'jauh', 'dari', 'berita', 'miring', 'sekalinya', 'kena', 'langsung', 'up', 'nya', 'ngerii', 'semua', 'harus', 'dapat', 'hukuman', 'dong', 'dan', 'sanksi', 'sosial', 'jangan', 'cuma', 'anak', 'vincent', 'doang']","['kok', 'malah', 'anak', 'vincent', 'mulu', 'yang', 'di', 'up', 'sekalian', 'biar', 'dapat', 'nama', 'ya', 'padahal', 'aksis', 'pembullian', 'sampe', 'orang', 'jangan', 'lah', 'memanfaatkan', 'situasi', 'buruk', 'terhadap', 'satu', 'orang', 'mentang', 'vincent', 'jauh', 'dari', 'berita', 'miring', 'sekalinya', 'kena', 'langsung', 'up', 'nya', 'ngerii', 'semua', 'harus', 'dapat', 'hukuman', 'dong', 'dan', 'sanksi', 'sosial', 'jangan', 'cuma', 'anak', 'vincent', 'doang']","['anak', 'vincent', 'mulu', 'up', 'biar', 'nama', 'ya', 'aksis', 'pembullian', 'sampe', 'orang', 'memanfaatkan', 'situasi', 'buruk', 'orang', 'mentang', 'vincent', 'berita', 'miring', 'sekalinya', 'kena', 'langsung', 'up', 'nya', 'ngerii', 'hukuman', 'sanksi', 'sosial', 'anak', 'vincent', 'doang']","['anak', 'vincent', 'mulu', 'up', 'biar', 'nama', 'ya', 'aksis', 'pembullian', 'sampe', 'orang', 'manfaat', 'situasi', 'buruk', 'orang', 'mentang', 'vincent', 'berita', 'miring', 'sekali', 'kena', 'langsung', 'up', 'nya', 'ngeri', 'hukum', 'sanksi', 'sosial', 'anak', 'vincent', 'doang']",anak vincent mulu up biar nama ya aksis pembullian sampe orang manfaat situasi buruk orang mentang vincent berita miring sekali kena langsung up nya ngeri hukum sanksi sosial anak vincent doang
Asal ada uang bebas🔥,Asal ada uang bebas,asal ada uang bebas,"['asal', 'ada', 'uang', 'bebas']","['asal', 'ada', 'uang', 'bebas']","['uang', 'bebas']","['uang', 'bebas']",uang bebas
"Yang punya privilage Vincent doang palingan, makanya yg di sorot cuman Vincent biar boommmm🔥 kalau bapak² yg lainnya paling cuman rakyat biasa makanya gamau di up wkwk",Yang punya privilage Vincent doang palingan makanya yg di sorot cuman Vincent biar boomm kalau bapak yg lainnya paling cuman rakyat biasa makanya gamau di up wkwk,yang punya privilage vincent doang palingan makanya yg di sorot cuman vincent biar boomm kalau bapak yg lainnya paling cuman rakyat biasa makanya gamau di up wkwk,"['yang', 'punya', 'privilage', 'vincent', 'doang', 'palingan', 'makanya', 'yg', 'di', 'sorot', 'cuman', 'vincent', 'biar', 'boomm', 'kalau', 'bapak', 'yg', 'lainnya', 'paling', 'cuman', 'rakyat', 'biasa', 'makanya', 'gamau', 'di', 'up', 'wkwk']","['yang', 'punya', 'privilage', 'vincent', 'doang', 'palingan', 'makanya', 'yang', 'di', 'sorot', 'cuman', 'vincent', 'biar', 'boomm', 'kalau', 'bapak', 'yang', 'lainnya', 'paling', 'cuman', 'rakyat', 'biasa', 'makanya', 'gamau', 'di', 'up', 'wkwk']","['privilage', 'vincent', 'doang', 'palingan', 'sorot', 'cuman', 'vincent', 'biar', 'boomm', 'cuman', 'rakyat', 'gamau', 'up', 'wkwk']","['privilage', 'vincent', 'doang', 'paling', 'sorot', 'cuman', 'vincent', 'biar', 'boomm', 'cuman', 'rakyat', 'gamau', 'up', 'wkwk']",privilage vincent doang paling sorot cuman vincent biar boomm cuman rakyat gamau up wkwk
Ga bawa vincent ga rame ya wkwkwk padahal pelakunya banyak😂,Ga bawa vincent ga rame ya wkwkwk padahal pelakunya banyak,ga bawa vincent ga rame ya wkwkwk padahal pelakunya banyak,"['ga', 'bawa', 'vincent', 'ga', 'rame', 'ya', 'wkwkwk', 'padahal', 'pelakunya', 'banyak']","['enggak', 'bawa', 'vincent', 'enggak', 'rame', 'ya', 'wkwkwk', 'padahal', 'pelakunya', 'banyak']","['bawa', 'vincent', 'rame', 'ya', 'wkwkwk', 'pelakunya']","['bawa', 'vincent', 'rame', 'ya', 'wkwkwk', 'laku']",bawa vincent rame ya wkwkwk laku
Diduga? Kan videonya udah ada masa masih diduga?,Diduga Kan videonya udah ada masa masih diduga,diduga kan videonya udah ada masa masih diduga,"['diduga', 'kan', 'videonya', 'udah', 'ada', 'masa', 'masih', 'diduga']","['diduga', 'kan', 'videonya', 'udah', 'ada', 'masa', 'masih', 'diduga']","['diduga', 'videonya', 'udah', 'diduga']","['duga', 'video', 'udah', 'duga']",duga video udah duga
mending gak sekolah,mending gak sekolah,mending gak sekolah,"['mending', 'gak', 'sekolah']","['mending', 'enggak', 'sekolah']","['mending', 'sekolah']","['mending', 'sekolah']",mending sekolah
"Vincent melulu, yg lain sebutin dongggggg. 9 anak kan katanyaaa.",Vincent melulu yg lain sebutin dongg anak kan katanyaa,vincent melulu yg lain sebutin dongg anak kan katanyaa,"['vincent', 'melulu', 'yg', 'lain', 'sebutin', 'dongg', 'anak', 'kan', 'katanyaa']","['vincent', 'melulu', 'yang', 'lain', 'sebutin', 'dongg', 'anak', 'kan', 'katanyaa']","['vincent', 'melulu', 'sebutin', 'dongg', 'anak', 'katanyaa']","['vincent', 'melulu', 'sebutin', 'dongg', 'anak', 'katanyaa']",vincent melulu sebutin dongg anak katanyaa
ini bisa sampe ke media berarti pihak sekolah nya ngapain aja,ini bisa sampe ke media berarti pihak sekolah nya ngapain aja,ini bisa sampe ke media berarti pihak sekolah nya ngapain aja,"['ini', 'bisa', 'sampe', 'ke', 'media', 'berarti', 'pihak', 'sekolah', 'nya', 'ngapain', 'aja']","['ini', 'bisa', 'sampe', 'ke', 'media', 'berarti', 'pihak', 'sekolah', 'nya', 'ngapain', 'aja']","['sampe', 'media', 'sekolah', 'nya', 'ngapain', 'aja']","['sampe', 'media', 'sekolah', 'nya', 'ngapain', 'aja']",sampe media sekolah nya ngapain aja
Apakah bapak si korban kalah tajir sama bapak bapak para pelaku?,Apakah bapak si korban kalah tajir sama bapak bapak para pelaku,apakah bapak si korban kalah tajir sama bapak bapak para pelaku,"['apakah', 'bapak', 'si', 'korban', 'kalah', 'tajir', 'sama', 'bapak', 'bapak', 'para', 'pelaku']","['apakah', 'bapak', 'si', 'korban', 'kalah', 'tajir', 'sama', 'bapak', 'bapak', 'para', 'pelaku']","['si', 'korban', 'kalah', 'tajir', 'pelaku']","['si', 'korban', 'kalah', 'tajir', 'laku']",si korban kalah tajir laku
Kan ada banyak Anaknya Semua dong sebutin nama bpknya,Kan ada banyak Anaknya Semua dong sebutin nama bpknya,kan ada banyak anaknya semua dong sebutin nama bpknya,"['kan', 'ada', 'banyak', 'anaknya', 'semua', 'dong', 'sebutin', 'nama', 'bpknya']","['kan', 'ada', 'banyak', 'anaknya', 'semua', 'dong', 'sebutin', 'nama', 'bpknya']","['anaknya', 'sebutin', 'nama', 'bpknya']","['anak', 'sebutin', 'nama', 'bpknya']",anak sebutin nama bpknya
mn brani min spill pelaku nya....😂😂😂 tuh di twiterr ud bnyk plus ortu2 nya....ribet amat netizen 😂😂,mn brani min spill pelaku nya tuh di twiterr ud bnyk plus ortu nya ribet amat netizen,mn brani min spill pelaku nya tuh di twiterr ud bnyk plus ortu nya ribet amat netizen,"['mn', 'brani', 'min', 'spill', 'pelaku', 'nya', 'tuh', 'di', 'twiterr', 'ud', 'bnyk', 'plus', 'ortu', 'nya', 'ribet', 'amat', 'netizen']","['mn', 'brani', 'admin', 'spill', 'pelaku', 'nya', 'tuh', 'di', 'twiterr', 'ud', 'bnyk', 'plus', 'orang tua', 'nya', 'ribet', 'amat', 'netizen']","['mn', 'brani', 'admin', 'spill', 'pelaku', 'nya', 'tuh', 'twiterr', 'ud', 'bnyk', 'plus', 'orang tua', 'nya', 'ribet', 'netizen']","['mn', 'brani', 'admin', 'spill', 'laku', 'nya', 'tuh', 'twiterr', 'ud', 'bnyk', 'plus', 'orang tua', 'nya', 'ribet', 'netizen']",mn brani admin spill laku nya tuh twiterr ud bnyk plus orang tua nya ribet netizen
Bgsd media cuma serang vincent terus. Haisshh,Bgsd media cuma serang vincent terus Haisshh,bgsd media cuma serang vincent terus haisshh,"['bgsd', 'media', 'cuma', 'serang', 'vincent', 'terus', 'haisshh']","['bgsd', 'media', 'cuma', 'serang', 'vincent', 'terus', 'haisshh']","['bgsd', 'media', 'serang', 'vincent', 'haisshh']","['bgsd', 'media', 'serang', 'vincent', 'haisshh']",bgsd media serang vincent haisshh
maklum berita daya tarik cuan nya cm kena ke om vincent doang,maklum berita daya tarik cuan nya cm kena ke om vincent doang,maklum berita daya tarik cuan nya cm kena ke om vincent doang,"['maklum', 'berita', 'daya', 'tarik', 'cuan', 'nya', 'cm', 'kena', 'ke', 'om', 'vincent', 'doang']","['maklum', 'berita', 'daya', 'tarik', 'cuan', 'nya', 'cuma', 'kena', 'ke', 'om', 'vincent', 'doang']","['maklum', 'berita', 'daya', 'tarik', 'cuan', 'nya', 'kena', 'om', 'vincent', 'doang']","['maklum', 'berita', 'daya', 'tarik', 'cuan', 'nya', 'kena', 'om', 'vincent', 'doang']",maklum berita daya tarik cuan nya kena om vincent doang
Yg lain  ga punya bapa kah?,Yg lain ga punya bapa kah,yg lain ga punya bapa kah,"['yg', 'lain', 'ga', 'punya', 'bapa', 'kah']","['yang', 'lain', 'enggak', 'punya', 'bapa', 'kah']","['bapa', 'kah']","['bapa', 'kah']",bapa kah
Ms ank Vincent doang yg di do,Ms ank Vincent doang yg di do,ms ank vincent doang yg di do,"['ms', 'ank', 'vincent', 'doang', 'yg', 'di', 'do']","['masa', 'anak', 'vincent', 'doang', 'yang', 'di', 'do']","['anak', 'vincent', 'doang', 'do']","['anak', 'vincent', 'doang', 'do']",anak vincent doang do
Tanda Straight edge di tangan Vincent 👏,Tanda Straight edge di tangan Vincent,tanda straight edge di tangan vincent,"['tanda', 'straight', 'edge', 'di', 'tangan', 'vincent']","['tanda', 'straight', 'edge', 'di', 'tangan', 'vincent']","['tanda', 'straight', 'edge', 'tangan', 'vincent']","['tanda', 'straight', 'edge', 'tangan', 'vincent']",tanda straight edge tangan vincent
Up yg lain juga dong kak.. Jangan cuman anak nya Vincent.,Up yg lain juga dong kak Jangan cuman anak nya Vincent,up yg lain juga dong kak jangan cuman anak nya vincent,"['up', 'yg', 'lain', 'juga', 'dong', 'kak', 'jangan', 'cuman', 'anak', 'nya', 'vincent']","['up', 'yang', 'lain', 'juga', 'dong', 'kak', 'jangan', 'cuman', 'anak', 'nya', 'vincent']","['up', 'kak', 'cuman', 'anak', 'nya', 'vincent']","['up', 'kak', 'cuman', 'anak', 'nya', 'vincent']",up kak cuman anak nya vincent
anak vincent yang mana?,anak vincent yang mana,anak vincent yang mana,"['anak', 'vincent', 'yang', 'mana']","['anak', 'vincent', 'yang', 'mana']","['anak', 'vincent']","['anak', 'vincent']",anak vincent
Ooh anak artis ini.... Min mau sipa juga org tuanya. Ttp harus di proses biara ada rasa jera anak2nya..,Ooh anak artis ini Min mau sipa juga org tuanya Ttp harus di proses biara ada rasa jera anaknya,ooh anak artis ini min mau sipa juga org tuanya ttp harus di proses biara ada rasa jera anaknya,"['ooh', 'anak', 'artis', 'ini', 'min', 'mau', 'sipa', 'juga', 'org', 'tuanya', 'ttp', 'harus', 'di', 'proses', 'biara', 'ada', 'rasa', 'jera', 'anaknya']","['ooh', 'anak', 'artis', 'ini', 'admin', 'mau', 'sipa', 'juga', 'orang', 'tuanya', 'ttp', 'harus', 'di', 'proses', 'biara', 'ada', 'rasa', 'jera', 'anaknya']","['ooh', 'anak', 'artis', 'admin', 'sipa', 'orang', 'tuanya', 'ttp', 'proses', 'biara', 'jera', 'anaknya']","['ooh', 'anak', 'artis', 'admin', 'sipa', 'orang', 'tua', 'ttp', 'proses', 'biara', 'jera', 'anak']",ooh anak artis admin sipa orang tua ttp proses biara jera anak
"Seorang anak juga Amanah dan Perhiasan orng tuanya sekaligus bs menjadi Fitnah, Ujian bahkan Musuh bagi orang tuanya. Maka dr itu Didiklah Anak2 sedari mereka msh kcl dg Agama yg Baik",Seorang anak juga Amanah dan Perhiasan orng tuanya sekaligus bs menjadi Fitnah Ujian bahkan Musuh bagi orang tuanya Maka dr itu Didiklah Anak sedari mereka msh kcl dg Agama yg Baik,seorang anak juga amanah dan perhiasan orng tuanya sekaligus bs menjadi fitnah ujian bahkan musuh bagi orang tuanya maka dr itu didiklah anak sedari mereka msh kcl dg agama yg baik,"['seorang', 'anak', 'juga', 'amanah', 'dan', 'perhiasan', 'orng', 'tuanya', 'sekaligus', 'bs', 'menjadi', 'fitnah', 'ujian', 'bahkan', 'musuh', 'bagi', 'orang', 'tuanya', 'maka', 'dr', 'itu', 'didiklah', 'anak', 'sedari', 'mereka', 'msh', 'kcl', 'dg', 'agama', 'yg', 'baik']","['seorang', 'anak', 'juga', 'amanah', 'dan', 'perhiasan', 'orng', 'tuanya', 'sekaligus', 'bisa', 'menjadi', 'fitnah', 'ujian', 'bahkan', 'musuh', 'bagi', 'orang', 'tuanya', 'maka', 'dari', 'itu', 'didiklah', 'anak', 'sedari', 'mereka', 'msh', 'kcl', 'dengan', 'agama', 'yang', 'baik']","['anak', 'amanah', 'perhiasan', 'orng', 'tuanya', 'fitnah', 'ujian', 'musuh', 'orang', 'tuanya', 'didiklah', 'anak', 'sedari', 'msh', 'kcl', 'agama']","['anak', 'amanah', 'hias', 'orng', 'tua', 'fitnah', 'uji', 'musuh', 'orang', 'tua', 'didik', 'anak', 'dar', 'msh', 'kcl', 'agama']",anak amanah hias orng tua fitnah uji musuh orang tua didik anak dar msh kcl agama
kasian vincent nya....,kasian vincent nya,kasian vincent nya,"['kasian', 'vincent', 'nya']","['kasian', 'vincent', 'nya']","['kasian', 'vincent', 'nya']","['kasi', 'vincent', 'nya']",kasi vincent nya
Namanya anak2..jangan lgsung patahin bapaknya..solusinya itu berikan solusi dan tindakan2an pencegahan..jgn di goreng untuk menjatuhkan..berikan masukan positif untuk lebiih baik krdepannya,Namanya anak jangan lgsung patahin bapaknya solusinya itu berikan solusi dan tindakanan pencegahan jgn di goreng untuk menjatuhkan berikan masukan positif untuk lebiih baik krdepannya,namanya anak jangan lgsung patahin bapaknya solusinya itu berikan solusi dan tindakanan pencegahan jgn di goreng untuk menjatuhkan berikan masukan positif untuk lebiih baik krdepannya,"['namanya', 'anak', 'jangan', 'lgsung', 'patahin', 'bapaknya', 'solusinya', 'itu', 'berikan', 'solusi', 'dan', 'tindakanan', 'pencegahan', 'jgn', 'di', 'goreng', 'untuk', 'menjatuhkan', 'berikan', 'masukan', 'positif', 'untuk', 'lebiih', 'baik', 'krdepannya']","['namanya', 'anak', 'jangan', 'lgsung', 'patahin', 'bapaknya', 'solusinya', 'itu', 'berikan', 'solusi', 'dan', 'tindakanan', 'pencegahan', 'jangan', 'di', 'goreng', 'untuk', 'menjatuhkan', 'berikan', 'masukan', 'positif', 'untuk', 'lebiih', 'baik', 'krdepannya']","['namanya', 'anak', 'lgsung', 'patahin', 'bapaknya', 'solusinya', 'solusi', 'tindakanan', 'pencegahan', 'goreng', 'menjatuhkan', 'masukan', 'positif', 'lebiih', 'krdepannya']","['nama', 'anak', 'lgsung', 'patahin', 'bapak', 'solusi', 'solusi', 'tindakanan', 'cegah', 'goreng', 'jatuh', 'masuk', 'positif', 'lebiih', 'krdepannya']",nama anak lgsung patahin bapak solusi solusi tindakanan cegah goreng jatuh masuk positif lebiih krdepannya
Aak vincenet kena bully apa nge bully yah?,Aak vincenet kena bully apa nge bully yah,aak vincenet kena bully apa nge bully yah,"['aak', 'vincenet', 'kena', 'bully', 'apa', 'nge', 'bully', 'yah']","['aak', 'vincenet', 'kena', 'bully', 'apa', 'nge', 'bully', 'yah']","['aak', 'vincenet', 'kena', 'bully', 'nge', 'bully', 'yah']","['aak', 'vincenet', 'kena', 'bully', 'nge', 'bully', 'yah']",aak vincenet kena bully nge bully yah
"Sudah seharusnya setiap orang tua introspeksi diri, karena prilaku anak dampak dari apa yg dia peroleh di rumah , karena rumah adalah tempat pertama anak membentuk karakternya,  jadi gak bisa sepenuhnya menyalahkan anak , tapi orang tuanya harus instrospeksi diri",Sudah seharusnya setiap orang tua introspeksi diri karena prilaku anak dampak dari apa yg dia peroleh di rumah karena rumah adalah tempat pertama anak membentuk karakternya jadi gak bisa sepenuhnya menyalahkan anak tapi orang tuanya harus instrospeksi diri,sudah seharusnya setiap orang tua introspeksi diri karena prilaku anak dampak dari apa yg dia peroleh di rumah karena rumah adalah tempat pertama anak membentuk karakternya jadi gak bisa sepenuhnya menyalahkan anak tapi orang tuanya harus instrospeksi diri,"['sudah', 'seharusnya', 'setiap', 'orang', 'tua', 'introspeksi', 'diri', 'karena', 'prilaku', 'anak', 'dampak', 'dari', 'apa', 'yg', 'dia', 'peroleh', 'di', 'rumah', 'karena', 'rumah', 'adalah', 'tempat', 'pertama', 'anak', 'membentuk', 'karakternya', 'jadi', 'gak', 'bisa', 'sepenuhnya', 'menyalahkan', 'anak', 'tapi', 'orang', 'tuanya', 'harus', 'instrospeksi', 'diri']","['sudah', 'seharusnya', 'setiap', 'orang', 'tua', 'introspeksi', 'diri', 'karena', 'prilaku', 'anak', 'dampak', 'dari', 'apa', 'yang', 'dia', 'peroleh', 'di', 'rumah', 'karena', 'rumah', 'adalah', 'tempat', 'pertama', 'anak', 'membentuk', 'karakternya', 'jadi', 'enggak', 'bisa', 'sepenuhnya', 'menyalahkan', 'anak', 'tapi', 'orang', 'tuanya', 'harus', 'instrospeksi', 'diri']","['orang', 'tua', 'introspeksi', 'prilaku', 'anak', 'dampak', 'peroleh', 'rumah', 'rumah', 'anak', 'membentuk', 'karakternya', 'sepenuhnya', 'menyalahkan', 'anak', 'orang', 'tuanya', 'instrospeksi']","['orang', 'tua', 'introspeksi', 'prilaku', 'anak', 'dampak', 'oleh', 'rumah', 'rumah', 'anak', 'bentuk', 'karakter', 'sepenuh', 'salah', 'anak', 'orang', 'tua', 'instrospeksi']",orang tua introspeksi prilaku anak dampak oleh rumah rumah anak bentuk karakter sepenuh salah anak orang tua instrospeksi
"Tangkap dan hukum dengan hukuman yg setimpal, biar ga terulang lg.. apalagi anak publik figur pelaku nya",Tangkap dan hukum dengan hukuman yg setimpal biar ga terulang lg apalagi anak publik figur pelaku nya,tangkap dan hukum dengan hukuman yg setimpal biar ga terulang lg apalagi anak publik figur pelaku nya,"['tangkap', 'dan', 'hukum', 'dengan', 'hukuman', 'yg', 'setimpal', 'biar', 'ga', 'terulang', 'lg', 'apalagi', 'anak', 'publik', 'figur', 'pelaku', 'nya']","['tangkap', 'dan', 'hukum', 'dengan', 'hukuman', 'yang', 'setimpal', 'biar', 'enggak', 'terulang', 'lagi', 'apalagi', 'anak', 'publik', 'figur', 'pelaku', 'nya']","['tangkap', 'hukum', 'hukuman', 'setimpal', 'biar', 'terulang', 'anak', 'publik', 'figur', 'pelaku', 'nya']","['tangkap', 'hukum', 'hukum', 'timpal', 'biar', 'ulang', 'anak', 'publik', 'figur', 'laku', 'nya']",tangkap hukum hukum timpal biar ulang anak publik figur laku nya
"Paling bener skolah home schooling,
Untuk sosial anak, tinggal di tambahin kegiatan les,
Contoh les bahasa, les music, les olahraga, dll
Kayanya saya akan begitu, kalo rezeki saya lebih,,",Paling bener skolah home schooling Untuk sosial anak tinggal di tambahin kegiatan les Contoh les bahasa les music les olahraga dll Kayanya saya akan begitu kalo rezeki saya lebih,paling bener skolah home schooling untuk sosial anak tinggal di tambahin kegiatan les contoh les bahasa les music les olahraga dll kayanya saya akan begitu kalo rezeki saya lebih,"['paling', 'bener', 'skolah', 'home', 'schooling', 'untuk', 'sosial', 'anak', 'tinggal', 'di', 'tambahin', 'kegiatan', 'les', 'contoh', 'les', 'bahasa', 'les', 'music', 'les', 'olahraga', 'dll', 'kayanya', 'saya', 'akan', 'begitu', 'kalo', 'rezeki', 'saya', 'lebih']","['paling', 'bener', 'skolah', 'home', 'schooling', 'untuk', 'sosial', 'anak', 'tinggal', 'di', 'tambahin', 'kegiatan', 'les', 'contoh', 'les', 'bahasa', 'les', 'music', 'les', 'olahraga', 'dll', 'kayanya', 'saya', 'akan', 'begitu', 'kalau', 'rezeki', 'saya', 'lebih']","['bener', 'skolah', 'home', 'schooling', 'sosial', 'anak', 'tinggal', 'tambahin', 'kegiatan', 'les', 'contoh', 'les', 'bahasa', 'les', 'music', 'les', 'olahraga', 'dll', 'kayanya', 'rezeki']","['bener', 'skolah', 'home', 'schooling', 'sosial', 'anak', 'tinggal', 'tambahin', 'giat', 'les', 'contoh', 'les', 'bahasa', 'les', 'music', 'les', 'olahraga', 'dll', 'kaya', 'rezeki']",bener skolah home schooling sosial anak tinggal tambahin giat les contoh les bahasa les music les olahraga dll kaya rezeki
"Jangan sorot Vincent terus ada ortu lain juga, banyaak. Biar ortu yg laen juga ke sorot.",Jangan sorot Vincent terus ada ortu lain juga banyaak Biar ortu yg laen juga ke sorot,jangan sorot vincent terus ada ortu lain juga banyaak biar ortu yg laen juga ke sorot,"['jangan', 'sorot', 'vincent', 'terus', 'ada', 'ortu', 'lain', 'juga', 'banyaak', 'biar', 'ortu', 'yg', 'laen', 'juga', 'ke', 'sorot']","['jangan', 'sorot', 'vincent', 'terus', 'ada', 'orang tua', 'lain', 'juga', 'banyaak', 'biar', 'orang tua', 'yang', 'lain', 'juga', 'ke', 'sorot']","['sorot', 'vincent', 'orang tua', 'banyaak', 'biar', 'orang tua', 'sorot']","['sorot', 'vincent', 'orang tua', 'banyaak', 'biar', 'orang tua', 'sorot']",sorot vincent orang tua banyaak biar orang tua sorot
"Kenapa cover beritanya pake gbr vincent nyaa? Kan bisa pake gbr sekolahnya. Merugikan sekali, padahal bukan hanya seorang pelakunya",Kenapa cover beritanya pake gbr vincent nyaa Kan bisa pake gbr sekolahnya Merugikan sekali padahal bukan hanya seorang pelakunya,kenapa cover beritanya pake gbr vincent nyaa kan bisa pake gbr sekolahnya merugikan sekali padahal bukan hanya seorang pelakunya,"['kenapa', 'cover', 'beritanya', 'pake', 'gbr', 'vincent', 'nyaa', 'kan', 'bisa', 'pake', 'gbr', 'sekolahnya', 'merugikan', 'sekali', 'padahal', 'bukan', 'hanya', 'seorang', 'pelakunya']","['kenapa', 'cover', 'beritanya', 'pake', 'gbr', 'vincent', 'nyaa', 'kan', 'bisa', 'pake', 'gbr', 'sekolahnya', 'merugikan', 'sekali', 'padahal', 'bukan', 'hanya', 'seorang', 'pelakunya']","['cover', 'beritanya', 'pake', 'gbr', 'vincent', 'nyaa', 'pake', 'gbr', 'sekolahnya', 'merugikan', 'pelakunya']","['cover', 'berita', 'pake', 'gbr', 'vincent', 'nyaa', 'pake', 'gbr', 'sekolah', 'rugi', 'laku']",cover berita pake gbr vincent nyaa pake gbr sekolah rugi laku
sebutkan bapa anak yg lain,sebutkan bapa anak yg lain,sebutkan bapa anak yg lain,"['sebutkan', 'bapa', 'anak', 'yg', 'lain']","['sebutkan', 'bapa', 'anak', 'yang', 'lain']","['sebutkan', 'bapa', 'anak']","['sebut', 'bapa', 'anak']",sebut bapa anak
Coba cek anak Vincent masih aman gak tuh 🫣 bapaknya Baek bgt pdhl Ama orang 😢,Coba cek anak Vincent masih aman gak tuh bapaknya Baek bgt pdhl Ama orang,coba cek anak vincent masih aman gak tuh bapaknya baek bgt pdhl ama orang,"['coba', 'cek', 'anak', 'vincent', 'masih', 'aman', 'gak', 'tuh', 'bapaknya', 'baek', 'bgt', 'pdhl', 'ama', 'orang']","['coba', 'cek', 'anak', 'vincent', 'masih', 'aman', 'enggak', 'tuh', 'bapaknya', 'baek', 'banget', 'pdhl', 'ama', 'orang']","['coba', 'cek', 'anak', 'vincent', 'aman', 'tuh', 'bapaknya', 'baek', 'banget', 'pdhl', 'ama', 'orang']","['coba', 'cek', 'anak', 'vincent', 'aman', 'tuh', 'bapak', 'baek', 'banget', 'pdhl', 'ama', 'orang']",coba cek anak vincent aman tuh bapak baek banget pdhl ama orang
Ganti Mendikbud,Ganti Mendikbud,ganti mendikbud,"['ganti', 'mendikbud']","['ganti', 'mendikbud']","['ganti', 'mendikbud']","['ganti', 'mendikbud']",ganti mendikbud
