Komentar,cleaning,cleansing,text_tokenize,tweet_normalized,text_stopword,text_stemming,text_clean
"Ass.wr.wb
Hallo ka, sebelumnya gaenak bgt"" ngekomen begini 
Jadi gini ka sedikit cerita kemarin aku BU(butuh) buat beli kebutuhan kampus, jadi pengeluaran ku 150k an buat itu hingga skrg tersisa 25k, dimana aku harus mengatur jumblah itu sampai bulan depan
Jadi persoalanya aku mau meminjam uang kk yg berkenan 50k tapi aku tawarin yang aku ada(halal/tidak hal yg senonoh) biar saya tidak seolah cuman pihak yang diuntungkan ngmg"" saya bisa tawarin jasa kalo diperluin atau pegang hpku sementara sebagai keseimbangan persoalan ini 
Kalo ditanya aku kenapa ga kerja, jadi skrg lagi difase cari kerja sampingan kak dimana aku belum Nemuu
makasi kak kalo di ada yang baca komenku 
Dan kalo keberatan blok/jgn gubris komenku aja kak 
Aku tau aku gada urat malu tapi keadaan memaksa😓
Kalo mau nanya"" atau syukur"" ada yang bersedia bantu no wa aku 082174764201 
No dana,gopay,ovoku 082277240287
Dan Kalo akun ig aku gabisa diDm bole balas instastory aku aja kak, soalnya aku juga gatau kenapa gbisa di DM akun igku
Thanksyou
Wassalam wr.wb",Ass wr wb Hallo ka sebelumnya gaenak bgt ngekomen begini Jadi gini ka sedikit cerita kemarin aku BU butuh buat beli kebutuhan kampus jadi pengeluaran ku an buat itu hingga skrg tersisa dimana aku harus mengatur jumblah itu sampai bulan depan Jadi persoalanya aku mau meminjam uang kk yg berkenan tapi aku tawarin yang aku ada halal tidak hal yg senonoh biar saya tidak seolah cuman pihak yang diuntungkan ngmg saya bisa tawarin jasa kalo diperluin atau pegang hpku sementara sebagai keseimbangan persoalan ini Kalo ditanya aku kenapa ga kerja jadi skrg lagi difase cari kerja sampingan kak dimana aku belum Nemuu makasi kak kalo di ada yang baca komenku Dan kalo keberatan blok jgn gubris komenku aja kak Aku tau aku gada urat malu tapi keadaan memaksa Kalo mau nanya atau syukur ada yang bersedia bantu no wa aku No dana gopay ovoku Dan Kalo akun ig aku gabisa diDm bole balas instastory aku aja kak soalnya aku juga gatau kenapa gbisa di DM akun igku Thanksyou Wassalam wr wb,ass wr wb hallo ka sebelumnya gaenak bgt ngekomen begini jadi gini ka sedikit cerita kemarin aku bu butuh buat beli kebutuhan kampus jadi pengeluaran ku an buat itu hingga skrg tersisa dimana aku harus mengatur jumblah itu sampai bulan depan jadi persoalanya aku mau meminjam uang kk yg berkenan tapi aku tawarin yang aku ada halal tidak hal yg senonoh biar saya tidak seolah cuman pihak yang diuntungkan ngmg saya bisa tawarin jasa kalo diperluin atau pegang hpku sementara sebagai keseimbangan persoalan ini kalo ditanya aku kenapa ga kerja jadi skrg lagi difase cari kerja sampingan kak dimana aku belum nemuu makasi kak kalo di ada yang baca komenku dan kalo keberatan blok jgn gubris komenku aja kak aku tau aku gada urat malu tapi keadaan memaksa kalo mau nanya atau syukur ada yang bersedia bantu no wa aku no dana gopay ovoku dan kalo akun ig aku gabisa didm bole balas instastory aku aja kak soalnya aku juga gatau kenapa gbisa di dm akun igku thanksyou wassalam wr wb,"['ass', 'wr', 'wb', 'hallo', 'ka', 'sebelumnya', 'gaenak', 'bgt', 'ngekomen', 'begini', 'jadi', 'gini', 'ka', 'sedikit', 'cerita', 'kemarin', 'aku', 'bu', 'butuh', 'buat', 'beli', 'kebutuhan', 'kampus', 'jadi', 'pengeluaran', 'ku', 'an', 'buat', 'itu', 'hingga', 'skrg', 'tersisa', 'dimana', 'aku', 'harus', 'mengatur', 'jumblah', 'itu', 'sampai', 'bulan', 'depan', 'jadi', 'persoalanya', 'aku', 'mau', 'meminjam', 'uang', 'kk', 'yg', 'berkenan', 'tapi', 'aku', 'tawarin', 'yang', 'aku', 'ada', 'halal', 'tidak', 'hal', 'yg', 'senonoh', 'biar', 'saya', 'tidak', 'seolah', 'cuman', 'pihak', 'yang', 'diuntungkan', 'ngmg', 'saya', 'bisa', 'tawarin', 'jasa', 'kalo', 'diperluin', 'atau', 'pegang', 'hpku', 'sementara', 'sebagai', 'keseimbangan', 'persoalan', 'ini', 'kalo', 'ditanya', 'aku', 'kenapa', 'ga', 'kerja', 'jadi', 'skrg', 'lagi', 'difase', 'cari', 'kerja', 'sampingan', 'kak', 'dimana', 'aku', 'belum', 'nemuu', 'makasi', 'kak', 'kalo', 'di', 'ada', 'yang', 'baca', 'komenku', 'dan', 'kalo', 'keberatan', 'blok', 'jgn', 'gubris', 'komenku', 'aja', 'kak', 'aku', 'tau', 'aku', 'gada', 'urat', 'malu', 'tapi', 'keadaan', 'memaksa', 'kalo', 'mau', 'nanya', 'atau', 'syukur', 'ada', 'yang', 'bersedia', 'bantu', 'no', 'wa', 'aku', 'no', 'dana', 'gopay', 'ovoku', 'dan', 'kalo', 'akun', 'ig', 'aku', 'gabisa', 'didm', 'bole', 'balas', 'instastory', 'aku', 'aja', 'kak', 'soalnya', 'aku', 'juga', 'gatau', 'kenapa', 'gbisa', 'di', 'dm', 'akun', 'igku', 'thanksyou', 'wassalam', 'wr', 'wb']","['ass', 'wr', 'wb', 'hallo', 'ka', 'sebelumnya', 'gaenak', 'banget', 'ngekomen', 'begini', 'jadi', 'gini', 'ka', 'sedikit', 'cerita', 'kemarin', 'aku', 'bu', 'butuh', 'buat', 'beli', 'kebutuhan', 'kampus', 'jadi', 'pengeluaran', 'ku', 'an', 'buat', 'itu', 'hingga', 'skrg', 'tersisa', 'dimana', 'aku', 'harus', 'mengatur', 'jumblah', 'itu', 'sampai', 'bulan', 'depan', 'jadi', 'persoalanya', 'aku', 'mau', 'meminjam', 'uang', 'kk', 'yang', 'berkenan', 'tapi', 'aku', 'tawarin', 'yang', 'aku', 'ada', 'halal', 'tidak', 'hal', 'yang', 'senonoh', 'biar', 'saya', 'tidak', 'seolah', 'cuman', 'pihak', 'yang', 'diuntungkan', 'ngmg', 'saya', 'bisa', 'tawarin', 'jasa', 'kalau', 'diperluin', 'atau', 'pegang', 'hpku', 'sementara', 'sebagai', 'keseimbangan', 'persoalan', 'ini', 'kalau', 'ditanya', 'aku', 'kenapa', 'enggak', 'kerja', 'jadi', 'skrg', 'lagi', 'difase', 'cari', 'kerja', 'sampingan', 'kak', 'dimana', 'aku', 'belum', 'nemuu', 'makasi', 'kak', 'kalau', 'di', 'ada', 'yang', 'baca', 'komenku', 'dan', 'kalau', 'keberatan', 'blok', 'jangan', 'gubris', 'komenku', 'aja', 'kak', 'aku', 'tau', 'aku', 'gada', 'urat', 'malu', 'tapi', 'keadaan', 'memaksa', 'kalau', 'mau', 'nanya', 'atau', 'syukur', 'ada', 'yang', 'bersedia', 'bantu', 'no', 'wa', 'aku', 'no', 'dana', 'gopay', 'ovoku', 'dan', 'kalau', 'akun', 'instagram', 'aku', 'gabisa', 'didm', 'bole', 'balas', 'instastory', 'aku', 'aja', 'kak', 'soalnya', 'aku', 'juga', 'gatau', 'kenapa', 'gbisa', 'di', 'dm', 'akun', 'igku', 'thanksyou', 'wassalam', 'wr', 'wb']","['ass', 'wr', 'wb', 'hallo', 'ka', 'gaenak', 'banget', 'ngekomen', 'gini', 'ka', 'cerita', 'kemarin', 'bu', 'butuh', 'beli', 'kebutuhan', 'kampus', 'pengeluaran', 'ku', 'an', 'skrg', 'tersisa', 'dimana', 'mengatur', 'jumblah', 'persoalanya', 'meminjam', 'uang', 'kk', 'berkenan', 'tawarin', 'halal', 'senonoh', 'biar', 'cuman', 'diuntungkan', 'ngmg', 'tawarin', 'jasa', 'diperluin', 'pegang', 'hpku', 'keseimbangan', 'kerja', 'skrg', 'difase', 'cari', 'kerja', 'sampingan', 'kak', 'dimana', 'nemuu', 'makasi', 'kak', 'baca', 'komenku', 'keberatan', 'blok', 'gubris', 'komenku', 'aja', 'kak', 'tau', 'gada', 'urat', 'malu', 'memaksa', 'nanya', 'syukur', 'bersedia', 'bantu', 'no', 'wa', 'no', 'dana', 'gopay', 'ovoku', 'akun', 'instagram', 'gabisa', 'didm', 'bole', 'balas', 'instastory', 'aja', 'kak', 'gatau', 'gbisa', 'dm', 'akun', 'igku', 'thanksyou', 'wassalam', 'wr', 'wb']","['ass', 'wr', 'wb', 'hallo', 'ka', 'gaenak', 'banget', 'ngekomen', 'gin', 'ka', 'cerita', 'kemarin', 'bu', 'butuh', 'beli', 'butuh', 'kampus', 'keluar', 'ku', 'an', 'skrg', 'sisa', 'mana', 'atur', 'jumblah', 'persoalanya', 'pinjam', 'uang', 'kk', 'kenan', 'tawarin', 'halal', 'senonoh', 'biar', 'cuman', 'untung', 'ngmg', 'tawarin', 'jasa', 'diperluin', 'pegang', 'hpku', 'imbang', 'kerja', 'skrg', 'fase', 'cari', 'kerja', 'samping', 'kak', 'mana', 'nemuu', 'makas', 'kak', 'baca', 'komenku', 'berat', 'blok', 'gubris', 'komenku', 'aja', 'kak', 'tau', 'gada', 'urat', 'malu', 'paksa', 'nanya', 'syukur', 'sedia', 'bantu', 'no', 'wa', 'no', 'dana', 'gopay', 'ovoku', 'akun', 'instagram', 'gabisa', 'didm', 'bole', 'balas', 'instastory', 'aja', 'kak', 'gatau', 'gbisa', 'dm', 'akun', 'igku', 'thanksyou', 'wassalam', 'wr', 'wb']",ass wr wb hallo ka gaenak banget ngekomen gin ka cerita kemarin bu butuh beli butuh kampus keluar ku an skrg sisa mana atur jumblah persoalanya pinjam uang kk kenan tawarin halal senonoh biar cuman untung ngmg tawarin jasa diperluin pegang hpku imbang kerja skrg fase cari kerja samping kak mana nemuu makas kak baca komenku berat blok gubris komenku aja kak tau gada urat malu paksa nanya syukur sedia bantu no wa no dana gopay ovoku akun instagram gabisa didm bole balas instastory aja kak gatau gbisa dm akun igku thanksyou wassalam wr wb
YA IYAAAAAALAH LEBIH DARI 1!!!di video aja keliatan,YA IYAALAH LEBIH DARI di video aja keliatan,ya iyaalah lebih dari di video aja keliatan,"['ya', 'iyaalah', 'lebih', 'dari', 'di', 'video', 'aja', 'keliatan']","['ya', 'iyaalah', 'lebih', 'dari', 'di', 'video', 'aja', 'keliatan']","['ya', 'iyaalah', 'video', 'aja', 'keliatan']","['ya', 'iyaalah', 'video', 'aja', 'liat']",ya iyaalah video aja liat
Masukin sel aja sih. 1 bulan aja. Tp sel2 yg di polsek2 gitu lho yg bau pesing sm bau tai,Masukin sel aja sih bulan aja Tp sel yg di polsek gitu lho yg bau pesing sm bau tai,masukin sel aja sih bulan aja tp sel yg di polsek gitu lho yg bau pesing sm bau tai,"['masukin', 'sel', 'aja', 'sih', 'bulan', 'aja', 'tp', 'sel', 'yg', 'di', 'polsek', 'gitu', 'lho', 'yg', 'bau', 'pesing', 'sm', 'bau', 'tai']","['masukin', 'sel', 'aja', 'sih', 'bulan', 'aja', 'tapi', 'sel', 'yang', 'di', 'polsek', 'gitu', 'lho', 'yang', 'bau', 'pesing', 'sama', 'bau', 'tai']","['masukin', 'sel', 'aja', 'sih', 'aja', 'sel', 'polsek', 'gitu', 'lho', 'bau', 'pesing', 'bau', 'tai']","['masukin', 'sel', 'aja', 'sih', 'aja', 'sel', 'polsek', 'gitu', 'lho', 'bau', 'pesing', 'bau', 'tai']",masukin sel aja sih aja sel polsek gitu lho bau pesing bau tai
Bully beat down...,Bully beat down,bully beat down,"['bully', 'beat', 'down']","['bully', 'beat', 'down']","['bully', 'beat', 'down']","['bully', 'beat', 'down']",bully beat down
Biar jd sebuah pelajaran buat anak dan oran tua,Biar jd sebuah pelajaran buat anak dan oran tua,biar jd sebuah pelajaran buat anak dan oran tua,"['biar', 'jd', 'sebuah', 'pelajaran', 'buat', 'anak', 'dan', 'oran', 'tua']","['biar', 'jadi', 'sebuah', 'pelajaran', 'buat', 'anak', 'dan', 'oran', 'tua']","['biar', 'pelajaran', 'anak', 'oran', 'tua']","['biar', 'ajar', 'anak', 'oran', 'tua']",biar ajar anak oran tua
"Berita lainnya, korban calon anak geng yg lagi di ospek.. tradisi untuk masuk geng salah satunya tes fisik seperti itu, prihatin knp harus ada ospek begitu.. tapi kenapa juga korban memilih mau ikut geng, jadi kayak menyerahkan diri ke kandang buaya🥲. apakah ini masuk ke kategori pembullyan juga?",Berita lainnya korban calon anak geng yg lagi di ospek tradisi untuk masuk geng salah satunya tes fisik seperti itu prihatin knp harus ada ospek begitu tapi kenapa juga korban memilih mau ikut geng jadi kayak menyerahkan diri ke kandang buaya apakah ini masuk ke kategori pembullyan juga,berita lainnya korban calon anak geng yg lagi di ospek tradisi untuk masuk geng salah satunya tes fisik seperti itu prihatin knp harus ada ospek begitu tapi kenapa juga korban memilih mau ikut geng jadi kayak menyerahkan diri ke kandang buaya apakah ini masuk ke kategori pembullyan juga,"['berita', 'lainnya', 'korban', 'calon', 'anak', 'geng', 'yg', 'lagi', 'di', 'ospek', 'tradisi', 'untuk', 'masuk', 'geng', 'salah', 'satunya', 'tes', 'fisik', 'seperti', 'itu', 'prihatin', 'knp', 'harus', 'ada', 'ospek', 'begitu', 'tapi', 'kenapa', 'juga', 'korban', 'memilih', 'mau', 'ikut', 'geng', 'jadi', 'kayak', 'menyerahkan', 'diri', 'ke', 'kandang', 'buaya', 'apakah', 'ini', 'masuk', 'ke', 'kategori', 'pembullyan', 'juga']","['berita', 'lainnya', 'korban', 'calon', 'anak', 'geng', 'yang', 'lagi', 'di', 'ospek', 'tradisi', 'untuk', 'masuk', 'geng', 'salah', 'satunya', 'tes', 'fisik', 'seperti', 'itu', 'prihatin', 'kenapa', 'harus', 'ada', 'ospek', 'begitu', 'tapi', 'kenapa', 'juga', 'korban', 'memilih', 'mau', 'ikut', 'geng', 'jadi', 'kayak', 'menyerahkan', 'diri', 'ke', 'kandang', 'buaya', 'apakah', 'ini', 'masuk', 'ke', 'kategori', 'pembullyan', 'juga']","['berita', 'korban', 'calon', 'anak', 'geng', 'ospek', 'tradisi', 'masuk', 'geng', 'salah', 'satunya', 'tes', 'fisik', 'prihatin', 'ospek', 'korban', 'memilih', 'geng', 'kayak', 'menyerahkan', 'kandang', 'buaya', 'masuk', 'kategori', 'pembullyan']","['berita', 'korban', 'calon', 'anak', 'geng', 'ospek', 'tradisi', 'masuk', 'geng', 'salah', 'satu', 'tes', 'fisik', 'prihatin', 'ospek', 'korban', 'pilih', 'geng', 'kayak', 'serah', 'kandang', 'buaya', 'masuk', 'kategori', 'pembullyan']",berita korban calon anak geng ospek tradisi masuk geng salah satu tes fisik prihatin ospek korban pilih geng kayak serah kandang buaya masuk kategori pembullyan
genk anak orang kaya biasalah beraninya rame2,genk anak orang kaya biasalah beraninya rame,genk anak orang kaya biasalah beraninya rame,"['genk', 'anak', 'orang', 'kaya', 'biasalah', 'beraninya', 'rame']","['genk', 'anak', 'orang', 'kaya', 'biasalah', 'beraninya', 'rame']","['genk', 'anak', 'orang', 'kaya', 'biasalah', 'beraninya', 'rame']","['genk', 'anak', 'orang', 'kaya', 'biasa', 'berani', 'rame']",genk anak orang kaya biasa berani rame
"Pelakunya anggota geng, tp di kebanyakan media yg ditampilkan foto Vincent",Pelakunya anggota geng tp di kebanyakan media yg ditampilkan foto Vincent,pelakunya anggota geng tp di kebanyakan media yg ditampilkan foto vincent,"['pelakunya', 'anggota', 'geng', 'tp', 'di', 'kebanyakan', 'media', 'yg', 'ditampilkan', 'foto', 'vincent']","['pelakunya', 'anggota', 'geng', 'tapi', 'di', 'kebanyakan', 'media', 'yang', 'ditampilkan', 'foto', 'vincent']","['pelakunya', 'anggota', 'geng', 'kebanyakan', 'media', 'ditampilkan', 'foto', 'vincent']","['laku', 'anggota', 'geng', 'banyak', 'media', 'tampil', 'foto', 'vincent']",laku anggota geng banyak media tampil foto vincent
Media takut sorot yg lain karena pelaku lain nya bapak nya punya power lebih,Media takut sorot yg lain karena pelaku lain nya bapak nya punya power lebih,media takut sorot yg lain karena pelaku lain nya bapak nya punya power lebih,"['media', 'takut', 'sorot', 'yg', 'lain', 'karena', 'pelaku', 'lain', 'nya', 'bapak', 'nya', 'punya', 'power', 'lebih']","['media', 'takut', 'sorot', 'yang', 'lain', 'karena', 'pelaku', 'lain', 'nya', 'bapak', 'nya', 'punya', 'power', 'lebih']","['media', 'takut', 'sorot', 'pelaku', 'nya', 'nya', 'power']","['media', 'takut', 'sorot', 'laku', 'nya', 'nya', 'power']",media takut sorot laku nya nya power
Spill semua pelakunya doong,Spill semua pelakunya doong,spill semua pelakunya doong,"['spill', 'semua', 'pelakunya', 'doong']","['spill', 'semua', 'pelakunya', 'dong']","['spill', 'pelakunya']","['spill', 'laku']",spill laku
Semua pelaku sih harus ditangkap yang terlibat biar kebuka otaknya bikin geng” gak jelas dan meresahkan,Semua pelaku sih harus ditangkap yang terlibat biar kebuka otaknya bikin geng gak jelas dan meresahkan,semua pelaku sih harus ditangkap yang terlibat biar kebuka otaknya bikin geng gak jelas dan meresahkan,"['semua', 'pelaku', 'sih', 'harus', 'ditangkap', 'yang', 'terlibat', 'biar', 'kebuka', 'otaknya', 'bikin', 'geng', 'gak', 'jelas', 'dan', 'meresahkan']","['semua', 'pelaku', 'sih', 'harus', 'ditangkap', 'yang', 'terlibat', 'biar', 'kebuka', 'otaknya', 'bikin', 'geng', 'enggak', 'jelas', 'dan', 'meresahkan']","['pelaku', 'sih', 'ditangkap', 'terlibat', 'biar', 'kebuka', 'otaknya', 'bikin', 'geng', 'meresahkan']","['laku', 'sih', 'tangkap', 'libat', 'biar', 'buka', 'otak', 'bikin', 'geng', 'resah']",laku sih tangkap libat biar buka otak bikin geng resah
Harusnya Hukum kita mengatur jika memang teesangka masih di bawah umur maka ganjaran hukuman bisa di tanggung orang tuanya. Jadi tidak ada lagi dalih masih di bawah umur atau peringanan hukuman.,Harusnya Hukum kita mengatur jika memang teesangka masih di bawah umur maka ganjaran hukuman bisa di tanggung orang tuanya Jadi tidak ada lagi dalih masih di bawah umur atau peringanan hukuman,harusnya hukum kita mengatur jika memang teesangka masih di bawah umur maka ganjaran hukuman bisa di tanggung orang tuanya jadi tidak ada lagi dalih masih di bawah umur atau peringanan hukuman,"['harusnya', 'hukum', 'kita', 'mengatur', 'jika', 'memang', 'teesangka', 'masih', 'di', 'bawah', 'umur', 'maka', 'ganjaran', 'hukuman', 'bisa', 'di', 'tanggung', 'orang', 'tuanya', 'jadi', 'tidak', 'ada', 'lagi', 'dalih', 'masih', 'di', 'bawah', 'umur', 'atau', 'peringanan', 'hukuman']","['harusnya', 'hukum', 'kita', 'mengatur', 'jika', 'memang', 'teesangka', 'masih', 'di', 'bawah', 'umur', 'maka', 'ganjaran', 'hukuman', 'bisa', 'di', 'tanggung', 'orang', 'tuanya', 'jadi', 'tidak', 'ada', 'lagi', 'dalih', 'masih', 'di', 'bawah', 'umur', 'atau', 'peringanan', 'hukuman']","['hukum', 'mengatur', 'teesangka', 'umur', 'ganjaran', 'hukuman', 'tanggung', 'orang', 'tuanya', 'dalih', 'umur', 'peringanan', 'hukuman']","['hukum', 'atur', 'teesangka', 'umur', 'ganjar', 'hukum', 'tanggung', 'orang', 'tua', 'dalih', 'umur', 'ringan', 'hukum']",hukum atur teesangka umur ganjar hukum tanggung orang tua dalih umur ringan hukum
"Tinggal kuat2an logistik, di video udh jelas lbh dr 1 org.😂",Tinggal kuatan logistik di video udh jelas lbh dr org,tinggal kuatan logistik di video udh jelas lbh dr org,"['tinggal', 'kuatan', 'logistik', 'di', 'video', 'udh', 'jelas', 'lbh', 'dr', 'org']","['tinggal', 'kuatan', 'logistik', 'di', 'video', 'udh', 'jelas', 'lebih', 'dari', 'orang']","['tinggal', 'kuatan', 'logistik', 'video', 'udh', 'orang']","['tinggal', 'kuat', 'logistik', 'video', 'udh', 'orang']",tinggal kuat logistik video udh orang
Kesian tumbal 😂😂😂,Kesian tumbal,kesian tumbal,"['kesian', 'tumbal']","['kesian', 'tumbal']","['kesian', 'tumbal']","['kesi', 'tumbal']",kesi tumbal
paling bener gausa sekolahh🙌,paling bener gausa sekolahh,paling bener gausa sekolahh,"['paling', 'bener', 'gausa', 'sekolahh']","['paling', 'bener', 'gausa', 'sekolahh']","['bener', 'gausa', 'sekolahh']","['bener', 'gausa', 'sekolahh']",bener gausa sekolahh
Iya anak penyiar dan anak yg lainnya harus di kasih jera juga... nitizen hanya berfokus dengan anaknya artis..,Iya anak penyiar dan anak yg lainnya harus di kasih jera juga nitizen hanya berfokus dengan anaknya artis,iya anak penyiar dan anak yg lainnya harus di kasih jera juga nitizen hanya berfokus dengan anaknya artis,"['iya', 'anak', 'penyiar', 'dan', 'anak', 'yg', 'lainnya', 'harus', 'di', 'kasih', 'jera', 'juga', 'nitizen', 'hanya', 'berfokus', 'dengan', 'anaknya', 'artis']","['iya', 'anak', 'penyiar', 'dan', 'anak', 'yang', 'lainnya', 'harus', 'di', 'kasih', 'jera', 'juga', 'nitizen', 'hanya', 'berfokus', 'dengan', 'anaknya', 'artis']","['iya', 'anak', 'penyiar', 'anak', 'kasih', 'jera', 'nitizen', 'berfokus', 'anaknya', 'artis']","['iya', 'anak', 'siar', 'anak', 'kasih', 'jera', 'nitizen', 'fokus', 'anak', 'artis']",iya anak siar anak kasih jera nitizen fokus anak artis
Pemuja Pinsen Rompay sehat.?? @vindes.ig,Pemuja Pinsen Rompay sehat ig,pemuja pinsen rompay sehat ig,"['pemuja', 'pinsen', 'rompay', 'sehat', 'ig']","['pemuja', 'pinsen', 'rompay', 'sehat', 'instagram']","['pemuja', 'pinsen', 'rompay', 'sehat', 'instagram']","['puja', 'pinsen', 'rompay', 'sehat', 'instagram']",puja pinsen rompay sehat instagram
"bapaknya hampir masuk penjara dulu, ini malah anaknya sengaja masuk penjara😒",bapaknya hampir masuk penjara dulu ini malah anaknya sengaja masuk penjara,bapaknya hampir masuk penjara dulu ini malah anaknya sengaja masuk penjara,"['bapaknya', 'hampir', 'masuk', 'penjara', 'dulu', 'ini', 'malah', 'anaknya', 'sengaja', 'masuk', 'penjara']","['bapaknya', 'hampir', 'masuk', 'penjara', 'dulu', 'ini', 'malah', 'anaknya', 'sengaja', 'masuk', 'penjara']","['bapaknya', 'masuk', 'penjara', 'anaknya', 'sengaja', 'masuk', 'penjara']","['bapak', 'masuk', 'penjara', 'anak', 'sengaja', 'masuk', 'penjara']",bapak masuk penjara anak sengaja masuk penjara
Emang anak nya yg salah gak usah jadi ke bapak nya,Emang anak nya yg salah gak usah jadi ke bapak nya,emang anak nya yg salah gak usah jadi ke bapak nya,"['emang', 'anak', 'nya', 'yg', 'salah', 'gak', 'usah', 'jadi', 'ke', 'bapak', 'nya']","['emang', 'anak', 'nya', 'yang', 'salah', 'enggak', 'usah', 'jadi', 'ke', 'bapak', 'nya']","['emang', 'anak', 'nya', 'salah', 'nya']","['emang', 'anak', 'nya', 'salah', 'nya']",emang anak nya salah nya
Sekolah di binus kelakuan minus,Sekolah di binus kelakuan minus,sekolah di binus kelakuan minus,"['sekolah', 'di', 'binus', 'kelakuan', 'minus']","['sekolah', 'di', 'binus', 'kelakuan', 'minus']","['sekolah', 'binus', 'kelakuan', 'minus']","['sekolah', 'bus', 'laku', 'minus']",sekolah bus laku minus
Sekolah nya amburadulll...guru nya kenceng sm duit semua,Sekolah nya amburadull guru nya kenceng sm duit semua,sekolah nya amburadull guru nya kenceng sm duit semua,"['sekolah', 'nya', 'amburadull', 'guru', 'nya', 'kenceng', 'sm', 'duit', 'semua']","['sekolah', 'nya', 'amburadull', 'guru', 'nya', 'kenceng', 'sama', 'duit', 'semua']","['sekolah', 'nya', 'amburadull', 'guru', 'nya', 'kenceng', 'duit']","['sekolah', 'nya', 'amburadull', 'guru', 'nya', 'kenceng', 'duit']",sekolah nya amburadull guru nya kenceng duit
Yaaaah sekarang bagean bapaknya dong di bully,Yaah sekarang bagean bapaknya dong di bully,yaah sekarang bagean bapaknya dong di bully,"['yaah', 'sekarang', 'bagean', 'bapaknya', 'dong', 'di', 'bully']","['yaah', 'sekarang', 'bagean', 'bapaknya', 'dong', 'di', 'bully']","['yaah', 'bagean', 'bapaknya', 'bully']","['yaah', 'bagean', 'bapak', 'bully']",yaah bagean bapak bully
"Kalau misalnya gengnya ada 9 terus yang gebukin korban 2orang, sisanya ikutan berarti ya.. dihukum pukul rata apa beda"" ya..",Kalau misalnya gengnya ada terus yang gebukin korban orang sisanya ikutan berarti ya dihukum pukul rata apa beda ya,kalau misalnya gengnya ada terus yang gebukin korban orang sisanya ikutan berarti ya dihukum pukul rata apa beda ya,"['kalau', 'misalnya', 'gengnya', 'ada', 'terus', 'yang', 'gebukin', 'korban', 'orang', 'sisanya', 'ikutan', 'berarti', 'ya', 'dihukum', 'pukul', 'rata', 'apa', 'beda', 'ya']","['kalau', 'misalnya', 'gengnya', 'ada', 'terus', 'yang', 'gebukin', 'korban', 'orang', 'sisanya', 'ikutan', 'berarti', 'ya', 'dihukum', 'pukul', 'rata', 'apa', 'beda', 'ya']","['gengnya', 'gebukin', 'korban', 'orang', 'sisanya', 'ikutan', 'ya', 'dihukum', 'beda', 'ya']","['geng', 'gebukin', 'korban', 'orang', 'sisa', 'ikut', 'ya', 'hukum', 'beda', 'ya']",geng gebukin korban orang sisa ikut ya hukum beda ya
Katanya ada anak jendral,Katanya ada anak jendral,katanya ada anak jendral,"['katanya', 'ada', 'anak', 'jendral']","['katanya', 'ada', 'anak', 'jendral']","['anak', 'jendral']","['anak', 'jendral']",anak jendral
Sekolah jg harus bertanggungjawab masa bisa ada geng beginian berkembangbiak tiap angkatan dr dulu. Sekolah internasional kok gurunya tutup mata tutup kuping,Sekolah jg harus bertanggungjawab masa bisa ada geng beginian berkembangbiak tiap angkatan dr dulu Sekolah internasional kok gurunya tutup mata tutup kuping,sekolah jg harus bertanggungjawab masa bisa ada geng beginian berkembangbiak tiap angkatan dr dulu sekolah internasional kok gurunya tutup mata tutup kuping,"['sekolah', 'jg', 'harus', 'bertanggungjawab', 'masa', 'bisa', 'ada', 'geng', 'beginian', 'berkembangbiak', 'tiap', 'angkatan', 'dr', 'dulu', 'sekolah', 'internasional', 'kok', 'gurunya', 'tutup', 'mata', 'tutup', 'kuping']","['sekolah', 'juga', 'harus', 'bertanggungjawab', 'masa', 'bisa', 'ada', 'geng', 'beginian', 'berkembangbiak', 'tiap', 'angkatan', 'dari', 'dulu', 'sekolah', 'internasional', 'kok', 'gurunya', 'tutup', 'mata', 'tutup', 'kuping']","['sekolah', 'bertanggungjawab', 'geng', 'berkembangbiak', 'angkatan', 'sekolah', 'internasional', 'gurunya', 'tutup', 'mata', 'tutup', 'kuping']","['sekolah', 'bertanggungjawab', 'geng', 'berkembangbiak', 'angkat', 'sekolah', 'internasional', 'guru', 'tutup', 'mata', 'tutup', 'kuping']",sekolah bertanggungjawab geng berkembangbiak angkat sekolah internasional guru tutup mata tutup kuping
