Komentar,cleaning,cleansing,text_tokenize,tweet_normalized,text_stopword,text_stemming,text_clean
😂udah nis pemilu udah usai hasil sementara prabowo menang 1 putaran baiknya segera ucapkan SELAMAT kpd prabowo😂,udah nis pemilu udah usai hasil sementara prabowo menang putaran baiknya segera ucapkan SELAMAT kpd prabowo,udah nis pemilu udah usai hasil sementara prabowo menang putaran baiknya segera ucapkan selamat kpd prabowo,"['udah', 'nis', 'pemilu', 'udah', 'usai', 'hasil', 'sementara', 'prabowo', 'menang', 'putaran', 'baiknya', 'segera', 'ucapkan', 'selamat', 'kpd', 'prabowo']","['udah', 'nis', 'pemilu', 'udah', 'usai', 'hasil', 'sementara', 'prabowo', 'menang', 'putaran', 'baiknya', 'segera', 'ucapkan', 'selamat', 'kepada', 'prabowo']","['udah', 'nis', 'pemilu', 'udah', 'hasil', 'prabowo', 'menang', 'putaran', 'baiknya', 'ucapkan', 'selamat', 'prabowo']","['udah', 'nis', 'milu', 'udah', 'hasil', 'prabowo', 'menang', 'putar', 'baik', 'ucap', 'selamat', 'prabowo']",udah nis milu udah hasil prabowo menang putar baik ucap selamat prabowo
"Berubah pikiran untuk gabung ke kabinetnya pak.prabowo... 
Gitukan, bapak aniiss... 😁😀😆",Berubah pikiran untuk gabung ke kabinetnya pak prabowo Gitukan bapak aniiss,berubah pikiran untuk gabung ke kabinetnya pak prabowo gitukan bapak aniiss,"['berubah', 'pikiran', 'untuk', 'gabung', 'ke', 'kabinetnya', 'pak', 'prabowo', 'gitukan', 'bapak', 'aniiss']","['berubah', 'pikiran', 'untuk', 'gabung', 'ke', 'kabinetnya', 'pak', 'prabowo', 'gitukan', 'bapak', 'aniiss']","['berubah', 'pikiran', 'gabung', 'kabinetnya', 'prabowo', 'gitukan', 'aniiss']","['ubah', 'pikir', 'gabung', 'kabinet', 'prabowo', 'gitukan', 'aniiss']",ubah pikir gabung kabinet prabowo gitukan aniiss
Sudah terbukti banyak rekam jejak kebohongan😂😂,Sudah terbukti banyak rekam jejak kebohongan,sudah terbukti banyak rekam jejak kebohongan,"['sudah', 'terbukti', 'banyak', 'rekam', 'jejak', 'kebohongan']","['sudah', 'terbukti', 'banyak', 'rekam', 'jejak', 'kebohongan']","['terbukti', 'rekam', 'jejak', 'kebohongan']","['bukti', 'rekam', 'jejak', 'bohong']",bukti rekam jejak bohong
Percaya teuing beres pilpres di tawarin menteri da pasti di sabet. Hadeuuh sengkuniw sengkuniw,Percaya teuing beres pilpres di tawarin menteri da pasti di sabet Hadeuuh sengkuniw sengkuniw,percaya teuing beres pilpres di tawarin menteri da pasti di sabet hadeuuh sengkuniw sengkuniw,"['percaya', 'teuing', 'beres', 'pilpres', 'di', 'tawarin', 'menteri', 'da', 'pasti', 'di', 'sabet', 'hadeuuh', 'sengkuniw', 'sengkuniw']","['percaya', 'teuing', 'beres', 'pilpres', 'di', 'tawarin', 'menteri', 'da', 'pasti', 'di', 'sabet', 'hadeuuh', 'sengkuniw', 'sengkuniw']","['percaya', 'teuing', 'beres', 'pilpres', 'tawarin', 'menteri', 'da', 'sabet', 'hadeuuh', 'sengkuniw', 'sengkuniw']","['percaya', 'teuing', 'beres', 'pilpres', 'tawarin', 'menteri', 'da', 'sabet', 'hadeuuh', 'sengkuniw', 'sengkuniw']",percaya teuing beres pilpres tawarin menteri da sabet hadeuuh sengkuniw sengkuniw
"Anda. Kualatt dengan tetangga kamu niss,,, nama nya bu etika 🧑🏼‍🦰",Anda Kualatt dengan tetangga kamu niss nama nya bu etika,anda kualatt dengan tetangga kamu niss nama nya bu etika,"['anda', 'kualatt', 'dengan', 'tetangga', 'kamu', 'niss', 'nama', 'nya', 'bu', 'etika']","['anda', 'kualatt', 'dengan', 'tetangga', 'kamu', 'niss', 'nama', 'nya', 'bu', 'etika']","['kualatt', 'tetangga', 'niss', 'nama', 'nya', 'bu', 'etika']","['kualatt', 'tetangga', 'niss', 'nama', 'nya', 'bu', 'etika']",kualatt tetangga niss nama nya bu etika
Gak laku mann,Gak laku mann,gak laku mann,"['gak', 'laku', 'mann']","['enggak', 'laku', 'mann']","['laku', 'mann']","['laku', 'mann']",laku mann
"Sudah berpa bnyka janji palsumu abud, kita lihat bertahan brp lama janji manismu..",Sudah berpa bnyka janji palsumu abud kita lihat bertahan brp lama janji manismu,sudah berpa bnyka janji palsumu abud kita lihat bertahan brp lama janji manismu,"['sudah', 'berpa', 'bnyka', 'janji', 'palsumu', 'abud', 'kita', 'lihat', 'bertahan', 'brp', 'lama', 'janji', 'manismu']","['sudah', 'berpa', 'bnyka', 'janji', 'palsumu', 'abud', 'kita', 'lihat', 'bertahan', 'brp', 'lama', 'janji', 'manismu']","['berpa', 'bnyka', 'janji', 'palsumu', 'abud', 'lihat', 'bertahan', 'brp', 'janji', 'manismu']","['berpa', 'bnyka', 'janji', 'palsu', 'abud', 'lihat', 'tahan', 'brp', 'janji', 'manis']",berpa bnyka janji palsu abud lihat tahan brp janji manis
Liat rekam jejak nya 😂,Liat rekam jejak nya,liat rekam jejak nya,"['liat', 'rekam', 'jejak', 'nya']","['liat', 'rekam', 'jejak', 'nya']","['liat', 'rekam', 'jejak', 'nya']","['liat', 'rekam', 'jejak', 'nya']",liat rekam jejak nya
"Pingin lihat pendukungnya gimana kl pa Anis masuk kabinet,atau jadi oposisi masuk PDIP😂",Pingin lihat pendukungnya gimana kl pa Anis masuk kabinet atau jadi oposisi masuk PDIP,pingin lihat pendukungnya gimana kl pa anis masuk kabinet atau jadi oposisi masuk pdip,"['pingin', 'lihat', 'pendukungnya', 'gimana', 'kl', 'pa', 'anis', 'masuk', 'kabinet', 'atau', 'jadi', 'oposisi', 'masuk', 'pdip']","['pingin', 'lihat', 'pendukungnya', 'gimana', 'kl', 'pa', 'anis', 'masuk', 'kabinet', 'atau', 'jadi', 'oposisi', 'masuk', 'pdip']","['pingin', 'lihat', 'pendukungnya', 'gimana', 'kl', 'pa', 'anis', 'masuk', 'kabinet', 'oposisi', 'masuk', 'pdip']","['pingin', 'lihat', 'dukung', 'gimana', 'kl', 'pa', 'anis', 'masuk', 'kabinet', 'oposisi', 'masuk', 'pdip']",pingin lihat dukung gimana kl pa anis masuk kabinet oposisi masuk pdip
"Janji tinggal janji, biar pembelajaran buat seluruh masyarakat Indonesia utk berpolitik dg baik adu gagasan bukan politik ifentitas apalagi menumbuhkan / memprovokasi rakyat utk berpikir jelek ke pemerintahan yg sah",Janji tinggal janji biar pembelajaran buat seluruh masyarakat Indonesia utk berpolitik dg baik adu gagasan bukan politik ifentitas apalagi menumbuhkan memprovokasi rakyat utk berpikir jelek ke pemerintahan yg sah,janji tinggal janji biar pembelajaran buat seluruh masyarakat indonesia utk berpolitik dg baik adu gagasan bukan politik ifentitas apalagi menumbuhkan memprovokasi rakyat utk berpikir jelek ke pemerintahan yg sah,"['janji', 'tinggal', 'janji', 'biar', 'pembelajaran', 'buat', 'seluruh', 'masyarakat', 'indonesia', 'utk', 'berpolitik', 'dg', 'baik', 'adu', 'gagasan', 'bukan', 'politik', 'ifentitas', 'apalagi', 'menumbuhkan', 'memprovokasi', 'rakyat', 'utk', 'berpikir', 'jelek', 'ke', 'pemerintahan', 'yg', 'sah']","['janji', 'tinggal', 'janji', 'biar', 'pembelajaran', 'buat', 'seluruh', 'masyarakat', 'indonesia', 'untuk', 'berpolitik', 'dengan', 'baik', 'adu', 'gagasan', 'bukan', 'politik', 'ifentitas', 'apalagi', 'menumbuhkan', 'memprovokasi', 'rakyat', 'untuk', 'berpikir', 'jelek', 'ke', 'pemerintahan', 'yang', 'sah']","['janji', 'tinggal', 'janji', 'biar', 'pembelajaran', 'masyarakat', 'indonesia', 'berpolitik', 'adu', 'gagasan', 'politik', 'ifentitas', 'menumbuhkan', 'memprovokasi', 'rakyat', 'berpikir', 'jelek', 'pemerintahan', 'sah']","['janji', 'tinggal', 'janji', 'biar', 'ajar', 'masyarakat', 'indonesia', 'politik', 'adu', 'gagas', 'politik', 'ifentitas', 'tumbuh', 'provokasi', 'rakyat', 'pikir', 'jelek', 'perintah', 'sah']",janji tinggal janji biar ajar masyarakat indonesia politik adu gagas politik ifentitas tumbuh provokasi rakyat pikir jelek perintah sah
Betul Pak. Bawa perubahan bisa dimana saja. Semangat perubahannya jangan padam.,Betul Pak Bawa perubahan bisa dimana saja Semangat perubahannya jangan padam,betul pak bawa perubahan bisa dimana saja semangat perubahannya jangan padam,"['betul', 'pak', 'bawa', 'perubahan', 'bisa', 'dimana', 'saja', 'semangat', 'perubahannya', 'jangan', 'padam']","['betul', 'pak', 'bawa', 'perubahan', 'bisa', 'dimana', 'saja', 'semangat', 'perubahannya', 'jangan', 'padam']","['bawa', 'perubahan', 'dimana', 'semangat', 'perubahannya', 'padam']","['bawa', 'ubah', 'mana', 'semangat', 'ubah', 'padam']",bawa ubah mana semangat ubah padam
