Komentar,cleaning,cleansing,text_tokenize,tweet_normalized,text_stopword,text_stemming,text_clean
"Besok besok NASDEM & PKB Gabung Pemerintah,anies ditinggal deh 😂",Besok besok NASDEM PKB Gabung Pemerintah anies ditinggal deh,besok besok nasdem pkb gabung pemerintah anies ditinggal deh,"['besok', 'besok', 'nasdem', 'pkb', 'gabung', 'pemerintah', 'anies', 'ditinggal', 'deh']","['besok', 'besok', 'nasdem', 'pkb', 'gabung', 'pemerintah', 'anies', 'ditinggal', 'deh']","['besok', 'besok', 'nasdem', 'pkb', 'gabung', 'pemerintah', 'anies', 'ditinggal', 'deh']","['besok', 'besok', 'nasdem', 'pkb', 'gabung', 'perintah', 'anies', 'tinggal', 'deh']",besok besok nasdem pkb gabung perintah anies tinggal deh
Oh gitu konsisten yaa. Ntar kalo tiba² masuk kabinet atau nyalonin jadi gubernur gimana???,Oh gitu konsisten yaa Ntar kalo tiba masuk kabinet atau nyalonin jadi gubernur gimana,oh gitu konsisten yaa ntar kalo tiba masuk kabinet atau nyalonin jadi gubernur gimana,"['oh', 'gitu', 'konsisten', 'yaa', 'ntar', 'kalo', 'tiba', 'masuk', 'kabinet', 'atau', 'nyalonin', 'jadi', 'gubernur', 'gimana']","['oh', 'gitu', 'konsisten', 'yaa', 'nanti', 'kalau', 'tiba', 'masuk', 'kabinet', 'atau', 'nyalonin', 'jadi', 'gubernur', 'gimana']","['oh', 'gitu', 'konsisten', 'yaa', 'masuk', 'kabinet', 'nyalonin', 'gubernur', 'gimana']","['oh', 'gitu', 'konsisten', 'yaa', 'masuk', 'kabinet', 'nyalonin', 'gubernur', 'gimana']",oh gitu konsisten yaa masuk kabinet nyalonin gubernur gimana
"Pak anies, daripada sibuk menjadi perubahan, mungkin lebih baik mengabdikan diri untuk bangsa & negara demi perubahan yg lebih baik, dengan cara Bergabunglah Dengan Kabinet Indonesia Maju😂",Pak anies daripada sibuk menjadi perubahan mungkin lebih baik mengabdikan diri untuk bangsa negara demi perubahan yg lebih baik dengan cara Bergabunglah Dengan Kabinet Indonesia Maju,pak anies daripada sibuk menjadi perubahan mungkin lebih baik mengabdikan diri untuk bangsa negara demi perubahan yg lebih baik dengan cara bergabunglah dengan kabinet indonesia maju,"['pak', 'anies', 'daripada', 'sibuk', 'menjadi', 'perubahan', 'mungkin', 'lebih', 'baik', 'mengabdikan', 'diri', 'untuk', 'bangsa', 'negara', 'demi', 'perubahan', 'yg', 'lebih', 'baik', 'dengan', 'cara', 'bergabunglah', 'dengan', 'kabinet', 'indonesia', 'maju']","['pak', 'anies', 'daripada', 'sibuk', 'menjadi', 'perubahan', 'mungkin', 'lebih', 'baik', 'mengabdikan', 'diri', 'untuk', 'bangsa', 'negara', 'demi', 'perubahan', 'yang', 'lebih', 'baik', 'dengan', 'cara', 'bergabunglah', 'dengan', 'kabinet', 'indonesia', 'maju']","['anies', 'sibuk', 'perubahan', 'mengabdikan', 'bangsa', 'negara', 'perubahan', 'bergabunglah', 'kabinet', 'indonesia', 'maju']","['anies', 'sibuk', 'ubah', 'abdi', 'bangsa', 'negara', 'ubah', 'gabung', 'kabinet', 'indonesia', 'maju']",anies sibuk ubah abdi bangsa negara ubah gabung kabinet indonesia maju
"Siape elu nggak ngaruh  berubah sendiri sono jadi  apa kelk,,, sorryy yeee😂",Siape elu nggak ngaruh berubah sendiri sono jadi apa kelk sorryy yee,siape elu nggak ngaruh berubah sendiri sono jadi apa kelk sorryy yee,"['siape', 'elu', 'nggak', 'ngaruh', 'berubah', 'sendiri', 'sono', 'jadi', 'apa', 'kelk', 'sorryy', 'yee']","['siape', 'elu', 'nggak', 'ngaruh', 'berubah', 'sendiri', 'sono', 'jadi', 'apa', 'kelk', 'sorryy', 'yee']","['siape', 'elu', 'nggak', 'ngaruh', 'berubah', 'sono', 'kelk', 'sorryy', 'yee']","['siape', 'elu', 'nggak', 'ngaruh', 'ubah', 'sono', 'kelk', 'sorryy', 'yee']",siape elu nggak ngaruh ubah sono kelk sorryy yee
Masya Allah pak❤️,Masya Allah pak,masya allah pak,"['masya', 'allah', 'pak']","['masya', 'allah', 'pak']","['masya', 'allah']","['masya', 'allah']",masya allah
Omon omon selamanya 😂😂😂😂,Omon omon selamanya,omon omon selamanya,"['omon', 'omon', 'selamanya']","['omon', 'omon', 'selamanya']","['omon', 'omon']","['omon', 'omon']",omon omon
jangan janji kaya PS 2019 ya pak,jangan janji kaya PS ya pak,jangan janji kaya ps ya pak,"['jangan', 'janji', 'kaya', 'ps', 'ya', 'pak']","['jangan', 'janji', 'kaya', 'ps', 'ya', 'pak']","['janji', 'kaya', 'ps', 'ya']","['janji', 'kaya', 'ps', 'ya']",janji kaya ps ya
semangaaat pak! Oposisi butuh jiwa sprt bapak!,semangaat pak Oposisi butuh jiwa sprt bapak,semangaat pak oposisi butuh jiwa sprt bapak,"['semangaat', 'pak', 'oposisi', 'butuh', 'jiwa', 'sprt', 'bapak']","['semangaat', 'pak', 'oposisi', 'butuh', 'jiwa', 'sprt', 'bapak']","['semangaat', 'oposisi', 'butuh', 'jiwa', 'sprt']","['semangaat', 'oposisi', 'butuh', 'jiwa', 'sprt']",semangaat oposisi butuh jiwa sprt
"Yaaa KITA HORMATI KEPUTUSAN BELIAU ,,SELALU BERJUANG UNTUK Menjadi PRESIDEN ROHINGNYA selanjutnya 😂😂😂🤭",Yaa KITA HORMATI KEPUTUSAN BELIAU SELALU BERJUANG UNTUK Menjadi PRESIDEN ROHINGNYA selanjutnya,yaa kita hormati keputusan beliau selalu berjuang untuk menjadi presiden rohingnya selanjutnya,"['yaa', 'kita', 'hormati', 'keputusan', 'beliau', 'selalu', 'berjuang', 'untuk', 'menjadi', 'presiden', 'rohingnya', 'selanjutnya']","['yaa', 'kita', 'hormati', 'keputusan', 'beliau', 'selalu', 'berjuang', 'untuk', 'menjadi', 'presiden', 'rohingnya', 'selanjutnya']","['yaa', 'hormati', 'keputusan', 'beliau', 'berjuang', 'presiden', 'rohingnya']","['yaa', 'hormat', 'putus', 'beliau', 'juang', 'presiden', 'rohingnya']",yaa hormat putus beliau juang presiden rohingnya
Kayak gatau omongannya dia aja,Kayak gatau omongannya dia aja,kayak gatau omongannya dia aja,"['kayak', 'gatau', 'omongannya', 'dia', 'aja']","['kayak', 'gatau', 'omongannya', 'dia', 'aja']","['kayak', 'gatau', 'omongannya', 'aja']","['kayak', 'gatau', 'omong', 'aja']",kayak gatau omong aja
"Di kampung saya ada loker guru pak, monggo",Di kampung saya ada loker guru pak monggo,di kampung saya ada loker guru pak monggo,"['di', 'kampung', 'saya', 'ada', 'loker', 'guru', 'pak', 'monggo']","['di', 'kampung', 'saya', 'ada', 'loker', 'guru', 'pak', 'monggo']","['kampung', 'loker', 'guru', 'monggo']","['kampung', 'loker', 'guru', 'monggo']",kampung loker guru monggo
Yg penting utang2 harus dibayar,Yg penting utang harus dibayar,yg penting utang harus dibayar,"['yg', 'penting', 'utang', 'harus', 'dibayar']","['yang', 'penting', 'utang', 'harus', 'dibayar']","['utang', 'dibayar']","['utang', 'bayar']",utang bayar
Anis nanti jadi ketum pks 😂,Anis nanti jadi ketum pks,anis nanti jadi ketum pks,"['anis', 'nanti', 'jadi', 'ketum', 'pks']","['anis', 'nanti', 'jadi', 'ketum', 'pks']","['anis', 'ketum', 'pks']","['anis', 'tum', 'pks']",anis tum pks
"Pak, tolong jangan hianati kami ya. Kita sudah berjuang sekeras tenaga. Jangan sampe kita digocek untuk kedua kalinya. @aniesbaswedan",Pak tolong jangan hianati kami ya Kita sudah berjuang sekeras tenaga Jangan sampe kita digocek untuk kedua kalinya,pak tolong jangan hianati kami ya kita sudah berjuang sekeras tenaga jangan sampe kita digocek untuk kedua kalinya,"['pak', 'tolong', 'jangan', 'hianati', 'kami', 'ya', 'kita', 'sudah', 'berjuang', 'sekeras', 'tenaga', 'jangan', 'sampe', 'kita', 'digocek', 'untuk', 'kedua', 'kalinya']","['pak', 'tolong', 'jangan', 'hianati', 'kami', 'ya', 'kita', 'sudah', 'berjuang', 'sekeras', 'tenaga', 'jangan', 'sampe', 'kita', 'digocek', 'untuk', 'kedua', 'kalinya']","['tolong', 'hianati', 'ya', 'berjuang', 'sekeras', 'tenaga', 'sampe', 'digocek', 'kalinya']","['tolong', 'hianati', 'ya', 'juang', 'keras', 'tenaga', 'sampe', 'gocek', 'kali']",tolong hianati ya juang keras tenaga sampe gocek kali
semoga pilpres mendatang tidak ada partai yg mencalonkan orang ini..,semoga pilpres mendatang tidak ada partai yg mencalonkan orang ini,semoga pilpres mendatang tidak ada partai yg mencalonkan orang ini,"['semoga', 'pilpres', 'mendatang', 'tidak', 'ada', 'partai', 'yg', 'mencalonkan', 'orang', 'ini']","['semoga', 'pilpres', 'mendatang', 'tidak', 'ada', 'partai', 'yang', 'mencalonkan', 'orang', 'ini']","['semoga', 'pilpres', 'partai', 'mencalonkan', 'orang']","['moga', 'pilpres', 'partai', 'calon', 'orang']",moga pilpres partai calon orang
Kita tunggu aja apakah jadi oposisi yg nangis2 protes pemerintah atau akhirnya khianati ucapan dgn berkoalisi😂,Kita tunggu aja apakah jadi oposisi yg nangis protes pemerintah atau akhirnya khianati ucapan dgn berkoalisi,kita tunggu aja apakah jadi oposisi yg nangis protes pemerintah atau akhirnya khianati ucapan dgn berkoalisi,"['kita', 'tunggu', 'aja', 'apakah', 'jadi', 'oposisi', 'yg', 'nangis', 'protes', 'pemerintah', 'atau', 'akhirnya', 'khianati', 'ucapan', 'dgn', 'berkoalisi']","['kita', 'tunggu', 'aja', 'apakah', 'jadi', 'oposisi', 'yang', 'nangis', 'protes', 'pemerintah', 'atau', 'akhirnya', 'khianati', 'ucapan', 'dengan', 'berkoalisi']","['tunggu', 'aja', 'oposisi', 'nangis', 'protes', 'pemerintah', 'khianati', 'ucapan', 'berkoalisi']","['tunggu', 'aja', 'oposisi', 'nang', 'protes', 'perintah', 'khianat', 'ucap', 'koalisi']",tunggu aja oposisi nang protes perintah khianat ucap koalisi
Aku yakin beliau KONSISTEN👏🔥,Aku yakin beliau KONSISTEN,aku yakin beliau konsisten,"['aku', 'yakin', 'beliau', 'konsisten']","['aku', 'yakin', 'beliau', 'konsisten']","['beliau', 'konsisten']","['beliau', 'konsisten']",beliau konsisten
Abahhhh❤️❤️ apapun hasilny dh bangga bgt ksh suara buat abah,Abahh apapun hasilny dh bangga bgt ksh suara buat abah,abahh apapun hasilny dh bangga bgt ksh suara buat abah,"['abahh', 'apapun', 'hasilny', 'dh', 'bangga', 'bgt', 'ksh', 'suara', 'buat', 'abah']","['abahh', 'apapun', 'hasilny', 'dh', 'bangga', 'banget', 'ksh', 'suara', 'buat', 'abah']","['abahh', 'apapun', 'hasilny', 'dh', 'bangga', 'banget', 'ksh', 'suara', 'abah']","['abahh', 'apa', 'hasilny', 'dh', 'bangga', 'banget', 'ksh', 'suara', 'abah']",abahh apa hasilny dh bangga banget ksh suara abah
Bsok Bpk debat sama burung beo saya ya pak.. Persis bnyak bicara😂,Bsok Bpk debat sama burung beo saya ya pak Persis bnyak bicara,bsok bpk debat sama burung beo saya ya pak persis bnyak bicara,"['bsok', 'bpk', 'debat', 'sama', 'burung', 'beo', 'saya', 'ya', 'pak', 'persis', 'bnyak', 'bicara']","['bsok', 'bpk', 'debat', 'sama', 'burung', 'beo', 'saya', 'ya', 'pak', 'persis', 'bnyak', 'bicara']","['bsok', 'bpk', 'debat', 'burung', 'beo', 'ya', 'persis', 'bnyak', 'bicara']","['bsok', 'bpk', 'debat', 'burung', 'beo', 'ya', 'persis', 'bnyak', 'bicara']",bsok bpk debat burung beo ya persis bnyak bicara
"Ini tersirat nya, kemungkinan pak Anies sendiri secara personal akan tetap di luar pemerintahan dan gak akan masuk kabinet mereka yg hari ini menang",Ini tersirat nya kemungkinan pak Anies sendiri secara personal akan tetap di luar pemerintahan dan gak akan masuk kabinet mereka yg hari ini menang,ini tersirat nya kemungkinan pak anies sendiri secara personal akan tetap di luar pemerintahan dan gak akan masuk kabinet mereka yg hari ini menang,"['ini', 'tersirat', 'nya', 'kemungkinan', 'pak', 'anies', 'sendiri', 'secara', 'personal', 'akan', 'tetap', 'di', 'luar', 'pemerintahan', 'dan', 'gak', 'akan', 'masuk', 'kabinet', 'mereka', 'yg', 'hari', 'ini', 'menang']","['ini', 'tersirat', 'nya', 'kemungkinan', 'pak', 'anies', 'sendiri', 'secara', 'personal', 'akan', 'tetap', 'di', 'luar', 'pemerintahan', 'dan', 'enggak', 'akan', 'masuk', 'kabinet', 'mereka', 'yang', 'hari', 'ini', 'menang']","['tersirat', 'nya', 'anies', 'personal', 'pemerintahan', 'masuk', 'kabinet', 'menang']","['sirat', 'nya', 'anies', 'personal', 'perintah', 'masuk', 'kabinet', 'menang']",sirat nya anies personal perintah masuk kabinet menang
"Pak Anis Oposisi saja, kalau perlu bikin Partai Sendiri yaa",Pak Anis Oposisi saja kalau perlu bikin Partai Sendiri yaa,pak anis oposisi saja kalau perlu bikin partai sendiri yaa,"['pak', 'anis', 'oposisi', 'saja', 'kalau', 'perlu', 'bikin', 'partai', 'sendiri', 'yaa']","['pak', 'anis', 'oposisi', 'saja', 'kalau', 'perlu', 'bikin', 'partai', 'sendiri', 'yaa']","['anis', 'oposisi', 'bikin', 'partai', 'yaa']","['anis', 'oposisi', 'bikin', 'partai', 'yaa']",anis oposisi bikin partai yaa
Betul mas rubah dirimu jadi baik dulu baru maju jadi pemimpin rakya😂,Betul mas rubah dirimu jadi baik dulu baru maju jadi pemimpin rakya,betul mas rubah dirimu jadi baik dulu baru maju jadi pemimpin rakya,"['betul', 'mas', 'rubah', 'dirimu', 'jadi', 'baik', 'dulu', 'baru', 'maju', 'jadi', 'pemimpin', 'rakya']","['betul', 'mas', 'rubah', 'dirimu', 'jadi', 'baik', 'dulu', 'baru', 'maju', 'jadi', 'pemimpin', 'rakya']","['mas', 'rubah', 'dirimu', 'maju', 'pemimpin', 'rakya']","['mas', 'rubah', 'diri', 'maju', 'pimpin', 'rakya']",mas rubah diri maju pimpin rakya
udh kalah masih janji juga😂😂😂😂 kasian oendukung nya. dulu janji gak khianati orbowo. di langgar. ini janji lagi,udh kalah masih janji juga kasian oendukung nya dulu janji gak khianati orbowo di langgar ini janji lagi,udh kalah masih janji juga kasian oendukung nya dulu janji gak khianati orbowo di langgar ini janji lagi,"['udh', 'kalah', 'masih', 'janji', 'juga', 'kasian', 'oendukung', 'nya', 'dulu', 'janji', 'gak', 'khianati', 'orbowo', 'di', 'langgar', 'ini', 'janji', 'lagi']","['udh', 'kalah', 'masih', 'janji', 'juga', 'kasian', 'oendukung', 'nya', 'dulu', 'janji', 'enggak', 'khianati', 'orbowo', 'di', 'langgar', 'ini', 'janji', 'lagi']","['udh', 'kalah', 'janji', 'kasian', 'oendukung', 'nya', 'janji', 'khianati', 'orbowo', 'langgar', 'janji']","['udh', 'kalah', 'janji', 'kasi', 'oendukung', 'nya', 'janji', 'khianat', 'orbowo', 'langgar', 'janji']",udh kalah janji kasi oendukung nya janji khianat orbowo langgar janji
"Pak anies ini jatuh ke kontestasi politik ini sebenernya gak sengaja, kasian banget pribadinya di bunuh, tahun 2009 beliau anggota etik KPK dan kebetulan namanya masuk bursa capres demokrat dan banyak aktivitas sosial seperti indonesia mengajar udah mulai jalan, jejak akademisi, integritas, dan kepintaran beliau udah ada dari jauh2 hari. Bahkan beliau ini jubir kampanye jokowi 2014",Pak anies ini jatuh ke kontestasi politik ini sebenernya gak sengaja kasian banget pribadinya di bunuh tahun beliau anggota etik KPK dan kebetulan namanya masuk bursa capres demokrat dan banyak aktivitas sosial seperti indonesia mengajar udah mulai jalan jejak akademisi integritas dan kepintaran beliau udah ada dari jauh hari Bahkan beliau ini jubir kampanye jokowi,pak anies ini jatuh ke kontestasi politik ini sebenernya gak sengaja kasian banget pribadinya di bunuh tahun beliau anggota etik kpk dan kebetulan namanya masuk bursa capres demokrat dan banyak aktivitas sosial seperti indonesia mengajar udah mulai jalan jejak akademisi integritas dan kepintaran beliau udah ada dari jauh hari bahkan beliau ini jubir kampanye jokowi,"['pak', 'anies', 'ini', 'jatuh', 'ke', 'kontestasi', 'politik', 'ini', 'sebenernya', 'gak', 'sengaja', 'kasian', 'banget', 'pribadinya', 'di', 'bunuh', 'tahun', 'beliau', 'anggota', 'etik', 'kpk', 'dan', 'kebetulan', 'namanya', 'masuk', 'bursa', 'capres', 'demokrat', 'dan', 'banyak', 'aktivitas', 'sosial', 'seperti', 'indonesia', 'mengajar', 'udah', 'mulai', 'jalan', 'jejak', 'akademisi', 'integritas', 'dan', 'kepintaran', 'beliau', 'udah', 'ada', 'dari', 'jauh', 'hari', 'bahkan', 'beliau', 'ini', 'jubir', 'kampanye', 'jokowi']","['pak', 'anies', 'ini', 'jatuh', 'ke', 'kontestasi', 'politik', 'ini', 'sebenernya', 'enggak', 'sengaja', 'kasian', 'banget', 'pribadinya', 'di', 'bunuh', 'tahun', 'beliau', 'anggota', 'etik', 'kpk', 'dan', 'kebetulan', 'namanya', 'masuk', 'bursa', 'capres', 'demokrat', 'dan', 'banyak', 'aktivitas', 'sosial', 'seperti', 'indonesia', 'mengajar', 'udah', 'mulai', 'jalan', 'jejak', 'akademisi', 'integritas', 'dan', 'kepintaran', 'beliau', 'udah', 'ada', 'dari', 'jauh', 'hari', 'bahkan', 'beliau', 'ini', 'jubir', 'kampanye', 'jokowi']","['anies', 'jatuh', 'kontestasi', 'politik', 'sebenernya', 'sengaja', 'kasian', 'banget', 'pribadinya', 'bunuh', 'beliau', 'anggota', 'etik', 'kpk', 'namanya', 'masuk', 'bursa', 'capres', 'demokrat', 'aktivitas', 'sosial', 'indonesia', 'mengajar', 'udah', 'jalan', 'jejak', 'akademisi', 'integritas', 'kepintaran', 'beliau', 'udah', 'beliau', 'jubir', 'kampanye', 'jokowi']","['anies', 'jatuh', 'kontestasi', 'politik', 'sebenernya', 'sengaja', 'kasi', 'banget', 'pribadi', 'bunuh', 'beliau', 'anggota', 'etik', 'kpk', 'nama', 'masuk', 'bursa', 'capres', 'demokrat', 'aktivitas', 'sosial', 'indonesia', 'ajar', 'udah', 'jalan', 'jejak', 'akademisi', 'integritas', 'pintar', 'beliau', 'udah', 'beliau', 'jubir', 'kampanye', 'jokowi']",anies jatuh kontestasi politik sebenernya sengaja kasi banget pribadi bunuh beliau anggota etik kpk nama masuk bursa capres demokrat aktivitas sosial indonesia ajar udah jalan jejak akademisi integritas pintar beliau udah beliau jubir kampanye jokowi
"Perubahan 😂...ibarat rumah udh bagus terfasilitas & aman eeeeh... mau di renovasi MUDHOROT , NYARI PROYEK AJAAA  ANIES 😏🙄🙈",Perubahan ibarat rumah udh bagus terfasilitas aman eeh mau di renovasi MUDHOROT NYARI PROYEK AJAA ANIES,perubahan ibarat rumah udh bagus terfasilitas aman eeh mau di renovasi mudhorot nyari proyek ajaa anies,"['perubahan', 'ibarat', 'rumah', 'udh', 'bagus', 'terfasilitas', 'aman', 'eeh', 'mau', 'di', 'renovasi', 'mudhorot', 'nyari', 'proyek', 'ajaa', 'anies']","['perubahan', 'ibarat', 'rumah', 'udh', 'bagus', 'terfasilitas', 'aman', 'eeh', 'mau', 'di', 'renovasi', 'mudhorot', 'nyari', 'proyek', 'ajaa', 'anies']","['perubahan', 'rumah', 'udh', 'bagus', 'terfasilitas', 'aman', 'eeh', 'renovasi', 'mudhorot', 'nyari', 'proyek', 'ajaa', 'anies']","['ubah', 'rumah', 'udh', 'bagus', 'fasilitas', 'aman', 'eeh', 'renovasi', 'mudhorot', 'nyari', 'proyek', 'ajaa', 'anies']",ubah rumah udh bagus fasilitas aman eeh renovasi mudhorot nyari proyek ajaa anies
Berubah apa sih? Merubah lawan yg sdh lakukan dng bener? Kaya hilirisasi stop? Nikel tdk d jual mentah stop? Aga laen emang,Berubah apa sih Merubah lawan yg sdh lakukan dng bener Kaya hilirisasi stop Nikel tdk jual mentah stop Aga laen emang,berubah apa sih merubah lawan yg sdh lakukan dng bener kaya hilirisasi stop nikel tdk jual mentah stop aga laen emang,"['berubah', 'apa', 'sih', 'merubah', 'lawan', 'yg', 'sdh', 'lakukan', 'dng', 'bener', 'kaya', 'hilirisasi', 'stop', 'nikel', 'tdk', 'jual', 'mentah', 'stop', 'aga', 'laen', 'emang']","['berubah', 'apa', 'sih', 'merubah', 'lawan', 'yang', 'sudah', 'lakukan', 'dng', 'bener', 'kaya', 'hilirisasi', 'stop', 'nikel', 'tidak', 'jual', 'mentah', 'stop', 'aga', 'laen', 'emang']","['berubah', 'sih', 'merubah', 'lawan', 'lakukan', 'dng', 'bener', 'kaya', 'hilirisasi', 'stop', 'nikel', 'jual', 'mentah', 'stop', 'aga', 'laen', 'emang']","['ubah', 'sih', 'rubah', 'lawan', 'laku', 'dng', 'bener', 'kaya', 'hilir', 'stop', 'nikel', 'jual', 'mentah', 'stop', 'aga', 'laen', 'emang']",ubah sih rubah lawan laku dng bener kaya hilir stop nikel jual mentah stop aga laen emang
I don't understand people who.hate Anies but love jokowi. Totally weird,don understand people who hate Anies but love jokowi Totally weird,don understand people who hate anies but love jokowi totally weird,"['don', 'understand', 'people', 'who', 'hate', 'anies', 'but', 'love', 'jokowi', 'totally', 'weird']","['don', 'understand', 'people', 'who', 'hate', 'anies', 'but', 'love', 'jokowi', 'totally', 'weird']","['don', 'understand', 'people', 'who', 'hate', 'anies', 'but', 'love', 'jokowi', 'totally', 'weird']","['don', 'understand', 'people', 'who', 'hate', 'anies', 'but', 'love', 'jokowi', 'totally', 'weird']",don understand people who hate anies but love jokowi totally weird
Kamu nis yang harus berubah dari dulu jualan agama terus,Kamu nis yang harus berubah dari dulu jualan agama terus,kamu nis yang harus berubah dari dulu jualan agama terus,"['kamu', 'nis', 'yang', 'harus', 'berubah', 'dari', 'dulu', 'jualan', 'agama', 'terus']","['kamu', 'nis', 'yang', 'harus', 'berubah', 'dari', 'dulu', 'jualan', 'agama', 'terus']","['nis', 'berubah', 'jualan', 'agama']","['nis', 'ubah', 'jual', 'agama']",nis ubah jual agama
"Jd gubernur aja dah cukup bang,rakyat JKT dah tersiksa,,jgn semua rakyat di semua prov mau d siksa lg",Jd gubernur aja dah cukup bang rakyat JKT dah tersiksa jgn semua rakyat di semua prov mau siksa lg,jd gubernur aja dah cukup bang rakyat jkt dah tersiksa jgn semua rakyat di semua prov mau siksa lg,"['jd', 'gubernur', 'aja', 'dah', 'cukup', 'bang', 'rakyat', 'jkt', 'dah', 'tersiksa', 'jgn', 'semua', 'rakyat', 'di', 'semua', 'prov', 'mau', 'siksa', 'lg']","['jadi', 'gubernur', 'aja', 'udah', 'cukup', 'bang', 'rakyat', 'jkt', 'udah', 'tersiksa', 'jangan', 'semua', 'rakyat', 'di', 'semua', 'prov', 'mau', 'siksa', 'lagi']","['gubernur', 'aja', 'udah', 'bang', 'rakyat', 'jkt', 'udah', 'tersiksa', 'rakyat', 'prov', 'siksa']","['gubernur', 'aja', 'udah', 'bang', 'rakyat', 'jkt', 'udah', 'siksa', 'rakyat', 'prov', 'siksa']",gubernur aja udah bang rakyat jkt udah siksa rakyat prov siksa
Padahal paling seru kalo P*S ama PD*P jadi oposisi. Full counter jadi ga manut manut amat tuh legislatif...,Padahal paling seru kalo ama PD jadi oposisi Full counter jadi ga manut manut amat tuh legislatif,padahal paling seru kalo ama pd jadi oposisi full counter jadi ga manut manut amat tuh legislatif,"['padahal', 'paling', 'seru', 'kalo', 'ama', 'pd', 'jadi', 'oposisi', 'full', 'counter', 'jadi', 'ga', 'manut', 'manut', 'amat', 'tuh', 'legislatif']","['padahal', 'paling', 'seru', 'kalau', 'ama', 'percaya diri', 'jadi', 'oposisi', 'full', 'counter', 'jadi', 'enggak', 'manut', 'manut', 'amat', 'tuh', 'legislatif']","['seru', 'ama', 'percaya diri', 'oposisi', 'full', 'counter', 'manut', 'manut', 'tuh', 'legislatif']","['seru', 'ama', 'percaya diri', 'oposisi', 'full', 'counter', 'manut', 'manut', 'tuh', 'legislatif']",seru ama percaya diri oposisi full counter manut manut tuh legislatif
"Saya all in prabowo, tapi kalo pak anies duet sama kakaknya Anies dan Novel Baswedan, saya all in anies dan novel baswedan 2029🔥",Saya all in prabowo tapi kalo pak anies duet sama kakaknya Anies dan Novel Baswedan saya all in anies dan novel baswedan,saya all in prabowo tapi kalo pak anies duet sama kakaknya anies dan novel baswedan saya all in anies dan novel baswedan,"['saya', 'all', 'in', 'prabowo', 'tapi', 'kalo', 'pak', 'anies', 'duet', 'sama', 'kakaknya', 'anies', 'dan', 'novel', 'baswedan', 'saya', 'all', 'in', 'anies', 'dan', 'novel', 'baswedan']","['saya', 'all', 'in', 'prabowo', 'tapi', 'kalau', 'pak', 'anies', 'duet', 'sama', 'kakaknya', 'anies', 'dan', 'novel', 'baswedan', 'saya', 'all', 'in', 'anies', 'dan', 'novel', 'baswedan']","['all', 'in', 'prabowo', 'anies', 'duet', 'kakaknya', 'anies', 'novel', 'baswedan', 'all', 'in', 'anies', 'novel', 'baswedan']","['all', 'in', 'prabowo', 'anies', 'duet', 'kakak', 'anies', 'novel', 'baswedan', 'all', 'in', 'anies', 'novel', 'baswedan']",all in prabowo anies duet kakak anies novel baswedan all in anies novel baswedan
"Gara2 prabowo ga mau jadi oposisi alias jadi menteri jokowi di 2019, akhirnya image demokrasi luntur karena oposisi kendor di periode itu",Gara prabowo ga mau jadi oposisi alias jadi menteri jokowi di akhirnya image demokrasi luntur karena oposisi kendor di periode itu,gara prabowo ga mau jadi oposisi alias jadi menteri jokowi di akhirnya image demokrasi luntur karena oposisi kendor di periode itu,"['gara', 'prabowo', 'ga', 'mau', 'jadi', 'oposisi', 'alias', 'jadi', 'menteri', 'jokowi', 'di', 'akhirnya', 'image', 'demokrasi', 'luntur', 'karena', 'oposisi', 'kendor', 'di', 'periode', 'itu']","['gara', 'prabowo', 'enggak', 'mau', 'jadi', 'oposisi', 'alias', 'jadi', 'menteri', 'jokowi', 'di', 'akhirnya', 'image', 'demokrasi', 'luntur', 'karena', 'oposisi', 'kendor', 'di', 'periode', 'itu']","['gara', 'prabowo', 'oposisi', 'alias', 'menteri', 'jokowi', 'image', 'demokrasi', 'luntur', 'oposisi', 'kendor', 'periode']","['gara', 'prabowo', 'oposisi', 'alias', 'menteri', 'jokowi', 'image', 'demokrasi', 'luntur', 'oposisi', 'kendor', 'periode']",gara prabowo oposisi alias menteri jokowi image demokrasi luntur oposisi kendor periode
