Komentar,cleaning,cleansing,text_tokenize,tweet_normalized,text_stopword,text_stemming,text_clean
Korban jangan mau berdamai,Korban jangan mau berdamai,korban jangan mau berdamai,"['korban', 'jangan', 'mau', 'berdamai']","['korban', 'jangan', 'mau', 'berdamai']","['korban', 'berdamai']","['korban', 'damai']",korban damai
Pidana nga se ges kalau udah luka2 ampe masuk RS ??,Pidana nga se ges kalau udah luka ampe masuk RS,pidana nga se ges kalau udah luka ampe masuk rs,"['pidana', 'nga', 'se', 'ges', 'kalau', 'udah', 'luka', 'ampe', 'masuk', 'rs']","['pidana', 'nga', 'se', 'ges', 'kalau', 'udah', 'luka', 'ampe', 'masuk', 'rs']","['pidana', 'nga', 'ges', 'udah', 'luka', 'ampe', 'masuk', 'rs']","['pidana', 'nga', 'ges', 'udah', 'luka', 'ampe', 'masuk', 'rs']",pidana nga ges udah luka ampe masuk rs
Itu bocah pada sekolah apa belajar debus ya??,Itu bocah pada sekolah apa belajar debus ya,itu bocah pada sekolah apa belajar debus ya,"['itu', 'bocah', 'pada', 'sekolah', 'apa', 'belajar', 'debus', 'ya']","['itu', 'bocah', 'pada', 'sekolah', 'apa', 'belajar', 'debus', 'ya']","['bocah', 'sekolah', 'belajar', 'debus', 'ya']","['bocah', 'sekolah', 'ajar', 'debus', 'ya']",bocah sekolah ajar debus ya
Mau cerita The Glory jd kenyataan ya?,Mau cerita The Glory jd kenyataan ya,mau cerita the glory jd kenyataan ya,"['mau', 'cerita', 'the', 'glory', 'jd', 'kenyataan', 'ya']","['mau', 'cerita', 'the', 'glory', 'jadi', 'kenyataan', 'ya']","['cerita', 'the', 'glory', 'kenyataan', 'ya']","['cerita', 'the', 'glory', 'nyata', 'ya']",cerita the glory nyata ya
"Gue kira kaya gini cuma ada di pilem² atau drakor, ternyata di sini ada juga...9 generasi cuy😢",Gue kira kaya gini cuma ada di pilem atau drakor ternyata di sini ada juga generasi cuy,gue kira kaya gini cuma ada di pilem atau drakor ternyata di sini ada juga generasi cuy,"['gue', 'kira', 'kaya', 'gini', 'cuma', 'ada', 'di', 'pilem', 'atau', 'drakor', 'ternyata', 'di', 'sini', 'ada', 'juga', 'generasi', 'cuy']","['aku', 'kira', 'kaya', 'gini', 'cuma', 'ada', 'di', 'pilem', 'atau', 'drakor', 'ternyata', 'di', 'sini', 'ada', 'juga', 'generasi', 'cuy']","['kaya', 'gini', 'pilem', 'drakor', 'generasi', 'cuy']","['kaya', 'gin', 'pilem', 'drakor', 'generasi', 'cuy']",kaya gin pilem drakor generasi cuy
"Tolong semua yg ikut serta dalam perkara ini, di berhentikan dari sekolah",Tolong semua yg ikut serta dalam perkara ini di berhentikan dari sekolah,tolong semua yg ikut serta dalam perkara ini di berhentikan dari sekolah,"['tolong', 'semua', 'yg', 'ikut', 'serta', 'dalam', 'perkara', 'ini', 'di', 'berhentikan', 'dari', 'sekolah']","['tolong', 'semua', 'yang', 'ikut', 'serta', 'dalam', 'perkara', 'ini', 'di', 'berhentikan', 'dari', 'sekolah']","['tolong', 'perkara', 'berhentikan', 'sekolah']","['tolong', 'perkara', 'henti', 'sekolah']",tolong perkara henti sekolah
"Wah parah ini mah ,sekolah keren gk menjamin bisa aman anak2 kita",Wah parah ini mah sekolah keren gk menjamin bisa aman anak kita,wah parah ini mah sekolah keren gk menjamin bisa aman anak kita,"['wah', 'parah', 'ini', 'mah', 'sekolah', 'keren', 'gk', 'menjamin', 'bisa', 'aman', 'anak', 'kita']","['wah', 'parah', 'ini', 'mah', 'sekolah', 'keren', 'enggak', 'menjamin', 'bisa', 'aman', 'anak', 'kita']","['parah', 'mah', 'sekolah', 'keren', 'menjamin', 'aman', 'anak']","['parah', 'mah', 'sekolah', 'keren', 'jamin', 'aman', 'anak']",parah mah sekolah keren jamin aman anak
"Jaman sekolah nge-gank perasaan gak smp lukain fisik ade kelas dah kyknya...paling banter jambak rambut aja 😂, skrg knp kl ngegencet smp melukai org lain ya...kepikiran aja gt jahatnya 😮",Jaman sekolah nge gank perasaan gak smp lukain fisik ade kelas dah kyknya paling banter jambak rambut aja skrg knp kl ngegencet smp melukai org lain ya kepikiran aja gt jahatnya,jaman sekolah nge gank perasaan gak smp lukain fisik ade kelas dah kyknya paling banter jambak rambut aja skrg knp kl ngegencet smp melukai org lain ya kepikiran aja gt jahatnya,"['jaman', 'sekolah', 'nge', 'gank', 'perasaan', 'gak', 'smp', 'lukain', 'fisik', 'ade', 'kelas', 'dah', 'kyknya', 'paling', 'banter', 'jambak', 'rambut', 'aja', 'skrg', 'knp', 'kl', 'ngegencet', 'smp', 'melukai', 'org', 'lain', 'ya', 'kepikiran', 'aja', 'gt', 'jahatnya']","['jaman', 'sekolah', 'nge', 'gank', 'perasaan', 'enggak', 'smp', 'lukain', 'fisik', 'ade', 'kelas', 'udah', 'kyknya', 'paling', 'banter', 'jambak', 'rambut', 'aja', 'sekarang', 'kenapa', 'kl', 'ngegencet', 'smp', 'melukai', 'orang', 'lain', 'ya', 'kepikiran', 'aja', 'gitu', 'jahatnya']","['jaman', 'sekolah', 'nge', 'gank', 'perasaan', 'smp', 'lukain', 'fisik', 'ade', 'kelas', 'udah', 'kyknya', 'banter', 'jambak', 'rambut', 'aja', 'kl', 'ngegencet', 'smp', 'melukai', 'orang', 'ya', 'kepikiran', 'aja', 'gitu', 'jahatnya']","['jaman', 'sekolah', 'nge', 'gank', 'asa', 'smp', 'lukain', 'fisik', 'ade', 'kelas', 'udah', 'kyknya', 'banter', 'jambak', 'rambut', 'aja', 'kl', 'ngegencet', 'smp', 'luka', 'orang', 'ya', 'pikir', 'aja', 'gitu', 'jahat']",jaman sekolah nge gank asa smp lukain fisik ade kelas udah kyknya banter jambak rambut aja kl ngegencet smp luka orang ya pikir aja gitu jahat
"Bibit mafia kalau dh pada lulus, ditambah backing ortu 😂",Bibit mafia kalau dh pada lulus ditambah backing ortu,bibit mafia kalau dh pada lulus ditambah backing ortu,"['bibit', 'mafia', 'kalau', 'dh', 'pada', 'lulus', 'ditambah', 'backing', 'ortu']","['bibit', 'mafia', 'kalau', 'sudah', 'pada', 'lulus', 'ditambah', 'backing', 'orang tua']","['bibit', 'mafia', 'lulus', 'ditambah', 'backing', 'orang tua']","['bibit', 'mafia', 'lulus', 'tambah', 'backing', 'orang tua']",bibit mafia lulus tambah backing orang tua
"Anak biar bagaimana butuh sosok ayah sebagai pendidik. Kalau anaknya model dlgini berarti bapaknya gagal. Jangan cuma bs cari duit banyak2 sampe ketemu anak aja susah. Mindset sekolahin dit4 mahal dg harapan dpt pendidikan bagus. Tp.jaman saiki susah sih, krn gengsi diatas segalanya.",Anak biar bagaimana butuh sosok ayah sebagai pendidik Kalau anaknya model dlgini berarti bapaknya gagal Jangan cuma bs cari duit banyak sampe ketemu anak aja susah Mindset sekolahin dit mahal dg harapan dpt pendidikan bagus Tp jaman saiki susah sih krn gengsi diatas segalanya,anak biar bagaimana butuh sosok ayah sebagai pendidik kalau anaknya model dlgini berarti bapaknya gagal jangan cuma bs cari duit banyak sampe ketemu anak aja susah mindset sekolahin dit mahal dg harapan dpt pendidikan bagus tp jaman saiki susah sih krn gengsi diatas segalanya,"['anak', 'biar', 'bagaimana', 'butuh', 'sosok', 'ayah', 'sebagai', 'pendidik', 'kalau', 'anaknya', 'model', 'dlgini', 'berarti', 'bapaknya', 'gagal', 'jangan', 'cuma', 'bs', 'cari', 'duit', 'banyak', 'sampe', 'ketemu', 'anak', 'aja', 'susah', 'mindset', 'sekolahin', 'dit', 'mahal', 'dg', 'harapan', 'dpt', 'pendidikan', 'bagus', 'tp', 'jaman', 'saiki', 'susah', 'sih', 'krn', 'gengsi', 'diatas', 'segalanya']","['anak', 'biar', 'bagaimana', 'butuh', 'sosok', 'ayah', 'sebagai', 'pendidik', 'kalau', 'anaknya', 'model', 'dlgini', 'berarti', 'bapaknya', 'gagal', 'jangan', 'cuma', 'bisa', 'cari', 'duit', 'banyak', 'sampe', 'ketemu', 'anak', 'aja', 'susah', 'mindset', 'sekolahin', 'dit', 'mahal', 'dengan', 'harapan', 'dapat', 'pendidikan', 'bagus', 'tapi', 'jaman', 'saiki', 'susah', 'sih', 'karena', 'gengsi', 'diatas', 'segalanya']","['anak', 'biar', 'butuh', 'sosok', 'ayah', 'pendidik', 'anaknya', 'model', 'dlgini', 'bapaknya', 'gagal', 'cari', 'duit', 'sampe', 'ketemu', 'anak', 'aja', 'susah', 'mindset', 'sekolahin', 'dit', 'mahal', 'harapan', 'pendidikan', 'bagus', 'jaman', 'saiki', 'susah', 'sih', 'gengsi', 'diatas']","['anak', 'biar', 'butuh', 'sosok', 'ayah', 'didik', 'anak', 'model', 'dlgini', 'bapak', 'gagal', 'cari', 'duit', 'sampe', 'ketemu', 'anak', 'aja', 'susah', 'mindset', 'sekolahin', 'dit', 'mahal', 'harap', 'didik', 'bagus', 'jaman', 'saiki', 'susah', 'sih', 'gengsi', 'atas']",anak biar butuh sosok ayah didik anak model dlgini bapak gagal cari duit sampe ketemu anak aja susah mindset sekolahin dit mahal harap didik bagus jaman saiki susah sih gengsi atas
no excuse for bullying😢,no excuse for bullying,no excuse for bullying,"['no', 'excuse', 'for', 'bullying']","['no', 'excuse', 'for', 'bullying']","['no', 'excuse', 'for', 'bullying']","['no', 'excuse', 'for', 'bullying']",no excuse for bullying
Duh kejam banget.. Sampe d bakar segala..,Duh kejam banget Sampe bakar segala,duh kejam banget sampe bakar segala,"['duh', 'kejam', 'banget', 'sampe', 'bakar', 'segala']","['aduh', 'kejam', 'banget', 'sampe', 'bakar', 'segala']","['aduh', 'kejam', 'banget', 'sampe', 'bakar']","['aduh', 'kejam', 'banget', 'sampe', 'bakar']",aduh kejam banget sampe bakar
Usuut sereeet ke meja hijau,Usuut sereet ke meja hijau,usuut sereet ke meja hijau,"['usuut', 'sereet', 'ke', 'meja', 'hijau']","['usuut', 'sereet', 'ke', 'meja', 'hijau']","['usuut', 'sereet', 'meja', 'hijau']","['usuut', 'sereet', 'meja', 'hijau']",usuut sereet meja hijau
Sekolah mahal2 elit2..ternyata ad oknum pembully jg hadeh...,Sekolah mahal elit ternyata ad oknum pembully jg hadeh,sekolah mahal elit ternyata ad oknum pembully jg hadeh,"['sekolah', 'mahal', 'elit', 'ternyata', 'ad', 'oknum', 'pembully', 'jg', 'hadeh']","['sekolah', 'mahal', 'elit', 'ternyata', 'ad', 'oknum', 'pembully', 'juga', 'hadeh']","['sekolah', 'mahal', 'elit', 'ad', 'oknum', 'pembully', 'hadeh']","['sekolah', 'mahal', 'elit', 'ad', 'oknum', 'pembully', 'hadeh']",sekolah mahal elit ad oknum pembully hadeh
@nadiemmakarim pak.. piye pak.. dunia pendidikan nih kaya begini sekarang.. turun gunung atuh pak.,pak piye pak dunia pendidikan nih kaya begini sekarang turun gunung atuh pak,pak piye pak dunia pendidikan nih kaya begini sekarang turun gunung atuh pak,"['pak', 'piye', 'pak', 'dunia', 'pendidikan', 'nih', 'kaya', 'begini', 'sekarang', 'turun', 'gunung', 'atuh', 'pak']","['pak', 'piye', 'pak', 'dunia', 'pendidikan', 'ini', 'kaya', 'begini', 'sekarang', 'turun', 'gunung', 'atuh', 'pak']","['piye', 'dunia', 'pendidikan', 'kaya', 'turun', 'gunung', 'atuh']","['piye', 'dunia', 'didik', 'kaya', 'turun', 'gunung', 'atuh']",piye dunia didik kaya turun gunung atuh
Usut sampai BUI,Usut sampai BUI,usut sampai bui,"['usut', 'sampai', 'bui']","['usut', 'sampai', 'bui']","['usut', 'bui']","['usut', 'bui']",usut bui
Sekolah mahal ga jadi jaminan ternyata. Karakter kriminal mau sekolah dimana aja ttp aja kriminal,Sekolah mahal ga jadi jaminan ternyata Karakter kriminal mau sekolah dimana aja ttp aja kriminal,sekolah mahal ga jadi jaminan ternyata karakter kriminal mau sekolah dimana aja ttp aja kriminal,"['sekolah', 'mahal', 'ga', 'jadi', 'jaminan', 'ternyata', 'karakter', 'kriminal', 'mau', 'sekolah', 'dimana', 'aja', 'ttp', 'aja', 'kriminal']","['sekolah', 'mahal', 'enggak', 'jadi', 'jaminan', 'ternyata', 'karakter', 'kriminal', 'mau', 'sekolah', 'dimana', 'aja', 'ttp', 'aja', 'kriminal']","['sekolah', 'mahal', 'jaminan', 'karakter', 'kriminal', 'sekolah', 'dimana', 'aja', 'ttp', 'aja', 'kriminal']","['sekolah', 'mahal', 'jamin', 'karakter', 'kriminal', 'sekolah', 'mana', 'aja', 'ttp', 'aja', 'kriminal']",sekolah mahal jamin karakter kriminal sekolah mana aja ttp aja kriminal
Luka bakar? Astagaaa.... itu bullynya diapain aja ya? 😢,Luka bakar Astagaa itu bullynya diapain aja ya,luka bakar astagaa itu bullynya diapain aja ya,"['luka', 'bakar', 'astagaa', 'itu', 'bullynya', 'diapain', 'aja', 'ya']","['luka', 'bakar', 'astagaa', 'itu', 'bullynya', 'diapain', 'aja', 'ya']","['luka', 'bakar', 'astagaa', 'bullynya', 'diapain', 'aja', 'ya']","['luka', 'bakar', 'astagaa', 'bullynya', 'diapain', 'aja', 'ya']",luka bakar astagaa bullynya diapain aja ya
Usut tuntas dan jangan mau damai,Usut tuntas dan jangan mau damai,usut tuntas dan jangan mau damai,"['usut', 'tuntas', 'dan', 'jangan', 'mau', 'damai']","['usut', 'tuntas', 'dan', 'jangan', 'mau', 'damai']","['usut', 'tuntas', 'damai']","['usut', 'tuntas', 'damai']",usut tuntas damai
"Mau dimanapun pasti akan ada tindakan perundungan. Sebagai orang tua, saya mendidik anak agar bisa menghadapi dan melawan perundungan tersebut. Verbal balas verbal, fisik balas fisik...selesai...",Mau dimanapun pasti akan ada tindakan perundungan Sebagai orang tua saya mendidik anak agar bisa menghadapi dan melawan perundungan tersebut Verbal balas verbal fisik balas fisik selesai,mau dimanapun pasti akan ada tindakan perundungan sebagai orang tua saya mendidik anak agar bisa menghadapi dan melawan perundungan tersebut verbal balas verbal fisik balas fisik selesai,"['mau', 'dimanapun', 'pasti', 'akan', 'ada', 'tindakan', 'perundungan', 'sebagai', 'orang', 'tua', 'saya', 'mendidik', 'anak', 'agar', 'bisa', 'menghadapi', 'dan', 'melawan', 'perundungan', 'tersebut', 'verbal', 'balas', 'verbal', 'fisik', 'balas', 'fisik', 'selesai']","['mau', 'dimanapun', 'pasti', 'akan', 'ada', 'tindakan', 'perundungan', 'sebagai', 'orang', 'tua', 'saya', 'mendidik', 'anak', 'agar', 'bisa', 'menghadapi', 'dan', 'melawan', 'perundungan', 'tersebut', 'verbal', 'balas', 'verbal', 'fisik', 'balas', 'fisik', 'selesai']","['dimanapun', 'tindakan', 'perundungan', 'orang', 'tua', 'mendidik', 'anak', 'menghadapi', 'melawan', 'perundungan', 'verbal', 'balas', 'verbal', 'fisik', 'balas', 'fisik', 'selesai']","['mana', 'tindak', 'rundung', 'orang', 'tua', 'didik', 'anak', 'hadap', 'lawan', 'rundung', 'verbal', 'balas', 'verbal', 'fisik', 'balas', 'fisik', 'selesai']",mana tindak rundung orang tua didik anak hadap lawan rundung verbal balas verbal fisik balas fisik selesai
"Astaghfirullah, miris banget, sekolah sekelas binus tidak menjamin tidak adanya perundungan, kelompok2 anak seperti ini, akan tetap ada, bahkan mungkin karena mereka merasa 'lebih' akan menjadi lebih2 😢😢😢,",Astaghfirullah miris banget sekolah sekelas binus tidak menjamin tidak adanya perundungan kelompok anak seperti ini akan tetap ada bahkan mungkin karena mereka merasa lebih akan menjadi lebih,astaghfirullah miris banget sekolah sekelas binus tidak menjamin tidak adanya perundungan kelompok anak seperti ini akan tetap ada bahkan mungkin karena mereka merasa lebih akan menjadi lebih,"['astaghfirullah', 'miris', 'banget', 'sekolah', 'sekelas', 'binus', 'tidak', 'menjamin', 'tidak', 'adanya', 'perundungan', 'kelompok', 'anak', 'seperti', 'ini', 'akan', 'tetap', 'ada', 'bahkan', 'mungkin', 'karena', 'mereka', 'merasa', 'lebih', 'akan', 'menjadi', 'lebih']","['astaghfirullah', 'miris', 'banget', 'sekolah', 'sekelas', 'binus', 'tidak', 'menjamin', 'tidak', 'adanya', 'perundungan', 'kelompok', 'anak', 'seperti', 'ini', 'akan', 'tetap', 'ada', 'bahkan', 'mungkin', 'karena', 'mereka', 'merasa', 'lebih', 'akan', 'menjadi', 'lebih']","['astaghfirullah', 'miris', 'banget', 'sekolah', 'sekelas', 'binus', 'menjamin', 'perundungan', 'kelompok', 'anak']","['astaghfirullah', 'miris', 'banget', 'sekolah', 'kelas', 'bus', 'jamin', 'rundung', 'kelompok', 'anak']",astaghfirullah miris banget sekolah kelas bus jamin rundung kelompok anak
"DO pelaku, amit amit astagifirullah lindungi anakku selalu ya Allah , tp kalo saya jd ortu korban, luka bakar dibls luka bakar, memar dibalas memar",DO pelaku amit amit astagifirullah lindungi anakku selalu ya Allah tp kalo saya jd ortu korban luka bakar dibls luka bakar memar dibalas memar,do pelaku amit amit astagifirullah lindungi anakku selalu ya allah tp kalo saya jd ortu korban luka bakar dibls luka bakar memar dibalas memar,"['do', 'pelaku', 'amit', 'amit', 'astagifirullah', 'lindungi', 'anakku', 'selalu', 'ya', 'allah', 'tp', 'kalo', 'saya', 'jd', 'ortu', 'korban', 'luka', 'bakar', 'dibls', 'luka', 'bakar', 'memar', 'dibalas', 'memar']","['do', 'pelaku', 'amit', 'amit', 'astagifirullah', 'lindungi', 'anakku', 'selalu', 'ya', 'allah', 'tapi', 'kalau', 'saya', 'jadi', 'orang tua', 'korban', 'luka', 'bakar', 'dibls', 'luka', 'bakar', 'memar', 'dibalas', 'memar']","['do', 'pelaku', 'amit', 'amit', 'astagifirullah', 'lindungi', 'anakku', 'ya', 'allah', 'orang tua', 'korban', 'luka', 'bakar', 'dibls', 'luka', 'bakar', 'memar', 'dibalas', 'memar']","['do', 'laku', 'amit', 'amit', 'astagifirullah', 'lindung', 'anak', 'ya', 'allah', 'orang tua', 'korban', 'luka', 'bakar', 'dibls', 'luka', 'bakar', 'memar', 'balas', 'memar']",do laku amit amit astagifirullah lindung anak ya allah orang tua korban luka bakar dibls luka bakar memar balas memar
"Sombong karena merasa lebih hebat dari orang lain...segala bs dbeli dgn harta (harta ortunya), adili seadil adilnya, tuman 😡😡😡",Sombong karena merasa lebih hebat dari orang lain segala bs dbeli dgn harta harta ortunya adili seadil adilnya tuman,sombong karena merasa lebih hebat dari orang lain segala bs dbeli dgn harta harta ortunya adili seadil adilnya tuman,"['sombong', 'karena', 'merasa', 'lebih', 'hebat', 'dari', 'orang', 'lain', 'segala', 'bs', 'dbeli', 'dgn', 'harta', 'harta', 'ortunya', 'adili', 'seadil', 'adilnya', 'tuman']","['sombong', 'karena', 'merasa', 'lebih', 'hebat', 'dari', 'orang', 'lain', 'segala', 'bisa', 'dbeli', 'dengan', 'harta', 'harta', 'ortunya', 'adili', 'seadil', 'adilnya', 'tuman']","['sombong', 'hebat', 'orang', 'dbeli', 'harta', 'harta', 'ortunya', 'adili', 'seadil', 'adilnya', 'tuman']","['sombong', 'hebat', 'orang', 'dbeli', 'harta', 'harta', 'ortunya', 'adil', 'adil', 'adil', 'tuman']",sombong hebat orang dbeli harta harta ortunya adil adil adil tuman
Sekolah akan rugi kalau mengeluarkan pelaku.. banyak sih,Sekolah akan rugi kalau mengeluarkan pelaku banyak sih,sekolah akan rugi kalau mengeluarkan pelaku banyak sih,"['sekolah', 'akan', 'rugi', 'kalau', 'mengeluarkan', 'pelaku', 'banyak', 'sih']","['sekolah', 'akan', 'rugi', 'kalau', 'mengeluarkan', 'pelaku', 'banyak', 'sih']","['sekolah', 'rugi', 'mengeluarkan', 'pelaku', 'sih']","['sekolah', 'rugi', 'keluar', 'laku', 'sih']",sekolah rugi keluar laku sih
Kukira sekelas sekolah elite tak ada perundungan😢,Kukira sekelas sekolah elite tak ada perundungan,kukira sekelas sekolah elite tak ada perundungan,"['kukira', 'sekelas', 'sekolah', 'elite', 'tak', 'ada', 'perundungan']","['kukira', 'sekelas', 'sekolah', 'elite', 'tak', 'ada', 'perundungan']","['kukira', 'sekelas', 'sekolah', 'elite', 'perundungan']","['kira', 'kelas', 'sekolah', 'elite', 'rundung']",kira kelas sekolah elite rundung
sekolah internasional ada bullying juga ternyata @mariska_marlia,sekolah internasional ada bullying juga ternyata marlia,sekolah internasional ada bullying juga ternyata marlia,"['sekolah', 'internasional', 'ada', 'bullying', 'juga', 'ternyata', 'marlia']","['sekolah', 'internasional', 'ada', 'bullying', 'juga', 'ternyata', 'marlia']","['sekolah', 'internasional', 'bullying', 'marlia']","['sekolah', 'internasional', 'bullying', 'marlia']",sekolah internasional bullying marlia
"Kejadian disekolah begini terulang dan terulang lagi, Karena hukum tdk ditegakkan, pihak sekolah hanya mendapat sangsi berupa teguran saja,,,",Kejadian disekolah begini terulang dan terulang lagi Karena hukum tdk ditegakkan pihak sekolah hanya mendapat sangsi berupa teguran saja,kejadian disekolah begini terulang dan terulang lagi karena hukum tdk ditegakkan pihak sekolah hanya mendapat sangsi berupa teguran saja,"['kejadian', 'disekolah', 'begini', 'terulang', 'dan', 'terulang', 'lagi', 'karena', 'hukum', 'tdk', 'ditegakkan', 'pihak', 'sekolah', 'hanya', 'mendapat', 'sangsi', 'berupa', 'teguran', 'saja']","['kejadian', 'disekolah', 'begini', 'terulang', 'dan', 'terulang', 'lagi', 'karena', 'hukum', 'tidak', 'ditegakkan', 'pihak', 'sekolah', 'hanya', 'mendapat', 'sangsi', 'berupa', 'teguran', 'saja']","['kejadian', 'disekolah', 'terulang', 'terulang', 'hukum', 'ditegakkan', 'sekolah', 'sangsi', 'teguran']","['jadi', 'seko', 'ulang', 'ulang', 'hukum', 'tegak', 'sekolah', 'sangsi', 'tegur']",jadi seko ulang ulang hukum tegak sekolah sangsi tegur
penjara semua biar jera...,penjara semua biar jera,penjara semua biar jera,"['penjara', 'semua', 'biar', 'jera']","['penjara', 'semua', 'biar', 'jera']","['penjara', 'biar', 'jera']","['penjara', 'biar', 'jera']",penjara biar jera
"Ternyata ga beda dengan sekolahan yg suka tawuran,, bokbrok",Ternyata ga beda dengan sekolahan yg suka tawuran bokbrok,ternyata ga beda dengan sekolahan yg suka tawuran bokbrok,"['ternyata', 'ga', 'beda', 'dengan', 'sekolahan', 'yg', 'suka', 'tawuran', 'bokbrok']","['ternyata', 'enggak', 'beda', 'dengan', 'sekolahan', 'yang', 'suka', 'tawuran', 'bokbrok']","['beda', 'sekolahan', 'suka', 'tawuran', 'bokbrok']","['beda', 'sekolah', 'suka', 'tawur', 'bokbrok']",beda sekolah suka tawur bokbrok
Jangan mau damai..,Jangan mau damai,jangan mau damai,"['jangan', 'mau', 'damai']","['jangan', 'mau', 'damai']",['damai'],['damai'],damai
"Katanya sekolah berkelas, ternyata sekolah kelas rendahan",Katanya sekolah berkelas ternyata sekolah kelas rendahan,katanya sekolah berkelas ternyata sekolah kelas rendahan,"['katanya', 'sekolah', 'berkelas', 'ternyata', 'sekolah', 'kelas', 'rendahan']","['katanya', 'sekolah', 'berkelas', 'ternyata', 'sekolah', 'kelas', 'rendahan']","['sekolah', 'berkelas', 'sekolah', 'kelas', 'rendahan']","['sekolah', 'kelas', 'sekolah', 'kelas', 'rendah']",sekolah kelas sekolah kelas rendah
Sekolah mahal gak jaminan aman.,Sekolah mahal gak jaminan aman,sekolah mahal gak jaminan aman,"['sekolah', 'mahal', 'gak', 'jaminan', 'aman']","['sekolah', 'mahal', 'enggak', 'jaminan', 'aman']","['sekolah', 'mahal', 'jaminan', 'aman']","['sekolah', 'mahal', 'jamin', 'aman']",sekolah mahal jamin aman
"Denda 100 - 300 juta setiap pelaku atau kurungan 1 tahun , supaya orgtua dan anak nya jera menganiaya. Dompet bolong.. urung bikin onar lagi. 🔥🔥🔥",Denda juta setiap pelaku atau kurungan tahun supaya orgtua dan anak nya jera menganiaya Dompet bolong urung bikin onar lagi,denda juta setiap pelaku atau kurungan tahun supaya orgtua dan anak nya jera menganiaya dompet bolong urung bikin onar lagi,"['denda', 'juta', 'setiap', 'pelaku', 'atau', 'kurungan', 'tahun', 'supaya', 'orgtua', 'dan', 'anak', 'nya', 'jera', 'menganiaya', 'dompet', 'bolong', 'urung', 'bikin', 'onar', 'lagi']","['denda', 'juta', 'setiap', 'pelaku', 'atau', 'kurungan', 'tahun', 'supaya', 'orgtua', 'dan', 'anak', 'nya', 'jera', 'menganiaya', 'dompet', 'bolong', 'urung', 'bikin', 'onar', 'lagi']","['denda', 'juta', 'pelaku', 'kurungan', 'orgtua', 'anak', 'nya', 'jera', 'menganiaya', 'dompet', 'bolong', 'urung', 'bikin', 'onar']","['denda', 'juta', 'laku', 'kurung', 'orgtua', 'anak', 'nya', 'jera', 'aniaya', 'dompet', 'bolong', 'urung', 'bikin', 'onar']",denda juta laku kurung orgtua anak nya jera aniaya dompet bolong urung bikin onar
Berita sekarang serem.. kayaknya yang dikatakan anak udah bukan 17 tahun kebawah.. Sering liat berita anak2 15 tahunpun sudah punya pikiran kriminal😭 parenting model bagaimana lagi yang mesti di pelajari.. 🥲,Berita sekarang serem kayaknya yang dikatakan anak udah bukan tahun kebawah Sering liat berita anak tahunpun sudah punya pikiran kriminal parenting model bagaimana lagi yang mesti di pelajari,berita sekarang serem kayaknya yang dikatakan anak udah bukan tahun kebawah sering liat berita anak tahunpun sudah punya pikiran kriminal parenting model bagaimana lagi yang mesti di pelajari,"['berita', 'sekarang', 'serem', 'kayaknya', 'yang', 'dikatakan', 'anak', 'udah', 'bukan', 'tahun', 'kebawah', 'sering', 'liat', 'berita', 'anak', 'tahunpun', 'sudah', 'punya', 'pikiran', 'kriminal', 'parenting', 'model', 'bagaimana', 'lagi', 'yang', 'mesti', 'di', 'pelajari']","['berita', 'sekarang', 'serem', 'kayaknya', 'yang', 'dikatakan', 'anak', 'udah', 'bukan', 'tahun', 'kebawah', 'sering', 'liat', 'berita', 'anak', 'tahunpun', 'sudah', 'punya', 'pikiran', 'kriminal', 'parenting', 'model', 'bagaimana', 'lagi', 'yang', 'mesti', 'di', 'pelajari']","['berita', 'serem', 'kayaknya', 'anak', 'udah', 'kebawah', 'liat', 'berita', 'anak', 'tahunpun', 'pikiran', 'kriminal', 'parenting', 'model', 'mesti', 'pelajari']","['berita', 'rem', 'kayak', 'anak', 'udah', 'bawah', 'liat', 'berita', 'anak', 'tahun', 'pikir', 'kriminal', 'parenting', 'model', 'mesti', 'ajar']",berita rem kayak anak udah bawah liat berita anak tahun pikir kriminal parenting model mesti ajar
