Komentar
"Ada banyak sekolahan yang malah bingung, kenapa bisa terjadi. Selama pengawasan dan pengajaran terpadu dan dalam pengawasan tepat, pasti tdk akan ada kejadian seperti itu."
"Terutama Ponpes... Sangat rawan pembullyan... 2 orang kenalan saya, anaknya dibully di ponpes... Sampai ada yang harus operasi tulang di Balikpapan..."
"semakin ga sekolah, semakin rusak anak lu...anti sosial, bapak tajir..endingnya kl ga miras, narkoba, ya judi dan main cewek...."
"solusinya perbaiki sistem pendidikan & hapuskan UU perlindungan anak yg melakukan tindakan kriminal. Kalo memang kelakuannya salah, jangan dibedakan dgn org dewasa. Harus dihukum dgn tegas."
"wajar si namanya orang tua, tp pendidikan itu penting"
Bah 👎😎
Heummm..ajari anak mental yang kuat..jangan malah selalu takut dengan hal hal kecil
Panggil guru pribadi 🙌
Penting  d awasi.. lah.
@attahalilintar 🔥🔥🔥
Home schooling
gitasav tertawa melihat ini
Now what?
Ga usah sekolah juga gpp
Udah kaya-raya gak usah sekolah... Di rmh aja enek
Sama
🙌
Ikutkan beladiri
Kan situ kaya Dampingi lah bodyguard 😂
Kalo sultan sekolahnya yg dipindahkan ke rmah
Trus?
Aasiiiaaaappppp
@attahalilintar @aurel.hermansyyah masukin sekolah negri biasa aja or homeschooling aja sekolah negri biasa ga ada bullying paling kenakalan biasa hehehe
Jadi yutuber aja bang
"Nggak usah di sekolahin berarti, jadi youtuber aj"
Skrng ngeri ya
Less private aja buk atau kirim ke Eropa
"Ajari anak untuk bisa bereakdi ketika di bully, bullying terjadi karena korbannya tidak berani melawan/mengadu jadi pelaku merasa menang / berkuasa."
Lebay
Ini berita judulnya berlebihan sehinggaembuat orang berfikir negatif terhadap atta
"Yaelah atta, gue kira lu udah dewasa njir😂"
Kalau anak saya seandainya di buliying saya akan panggil org tua nya...kalau tdk bisa mendidik anak...biar saya yg kasih didikan anak anda😂
jaman ak sekolah dulu jg banyak bully tapi ya biasa aja 😂 beda generasi emang
Ni lama2 gaada yg skolah 😂
lu sih lagian pura2 jadi gembel 😢
Iyalah dah kaya jg .sekolah mah formalitas dah gede paling jd pengusaha
Gimana klo sekolah di Planet Mars aja.....??? Anda terlalu dramatis dlm cara berpikir....🙌
Cupuu huu 😂😂
"Makanya bangun mental anak sejak dini. Lawan jika diserang, tapi jangan pernah menyerang jika tidak diserang"
jadi artis gak jaminan IQ nya tinggi ya 😂😂😂
"Dia kaya,mah bebas 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂"
"Iya benar anak saya masih tk udah di ejek ejek disekolah,,masih tk lo apalgi tingkat selnjutnya"
Home schooling
orang kalau sdah banyak uang mungkin hal sekecil apapun bisa jadi berita
"Namanya juga Selebritis apa aja yaa di beritain... Mulai dari berak, makan dan mandi"
Trus info ini penting gitu ?? Untuk nitizen ??😂😂
Didik anak aja biar tangguh mental baja jgn d manja...
Penting bgt gitu?
Homeschooling
"Gpp, bljr gk mesti di sekolah"
Orang kaya kan bisa home schooling
igun
Lgs kuliah aja
Wkwkwkwk
"Udah ge gk usah sekolah, repot amat😂"
"Siapin guru les, Siapin editor buat konten² anaknya udah, pasti sukses di usia muda🔥"
kok lebay ya
Swasta aja kata saya ta @attahalilintar
"Bapak dan ibunya kan skolah paket, gak papa Klo punya modal lbih bagus malah, skolah paket yg di kejar skill2, banyak les2 khusus buat ngasah bakat. Ibarat gk usah kuliah bisnis tp kursus ilmu bisnis sama aja, lebih hemat waktu 4thn di ganti kursus 6bulan misal nih yaa.. bukan brrti yg skolah formal jelek. Tp Klo punya modal knpa gak ? Jd waktu anak2 berarti gak ke buang2, langsung di kususin di les'in."
Home schooling saja ntar klo sekolah biasa pipi Kaka ameenah ditoel ajja😂
"saya se7, bagi yang berduit bisa homeschooling. yang gak berduit luangkan waktu komunikasi intens dengan anak. terutama kalau sekolahnya boarding, pesantren, asrama dll."
Hati mulai dari paud sampe guru besar...juga marak..cuman caranya beda..
"Lu terkenal, Banyak duit, Kemungkinan di rundung kecil banget kayanya"
Lebay
"Klo menurutku ya undang2 perlindungan anak harus di rubah karena anak jaman now beda, anak2 di atas 12th yg melakukan kejahatan kriminalitas hukumannya setara dg org dewasa."
"Bener sih, akupin prefer anak di sekolah alam biar mereka terbiasa melampiaskan energinya dg seru dan petualangan. PG TK aman ya..SD Alam nah SMP sama SMA home schooling hehehe somehow deg2an juga sama urusan bullying, banyak skrg anak2 di rumah manis2 tp di sekolah liar kurang pelampiasan energi kayanya"
Adek2nya juga gak pada sekolah.
Yaudah ga usah sekolah 😂
""
Ke sekolah negeri aja
"Bener banget sepemikiran sama atta,,, dunia pendidikan indonesian makin kesini makin kesana sekelas Binus z udah ada genk2 kaya gitu 9generasi loh kaget gueee,,, 😩😩"
Sekolah yg bagus tdk selalu harus mahal
Trus gua harus gmn ?
"Ajari bela diri 🙏. Bela diri bagi anak itu sama wajibnya dengan belajar sholat, karena kalau nda ada bela diri anak akan jadi korban perundungan"
"Home schooling aja bang,dulu Aurel juga home schooling karena pernah jadi korban buliyan juga, pengalaman adalah guru berharga buat kalian sebagai orang tua."
sekolahin di rumah😂😂
Home schooling
Harus jadi Mentri solusinya pak atta
Salah fokus ke igun
Utk smentara mending skolah privat dahulu sampai kasus/kejadian perundungan di skolah hilang perlahan utk keluarga ATTA HALILINTAR atau kluarga tajir HOME SCHOOLING jd solusi utama karena mslh dunia pendidikan INDONESIA ngeri sihh lagi kacau 🙌
Ikut homeschooling aja di @pkbm_risteknusantarajaya
wajah istrinya kek ivan gunawan gK sih
Lebay lu ah 😂😂
TERUSSS !!!!
Alamakkkkk lebay kumat
"Bikin sekolah aja sendiri, muridnya ameena doang"
Bikin sekolah aja pah sana
Home schooling aja kayaknya lebih aman. Ga skolah negri swasta semuanya sama . Cuma bedanya dari gurunya aware apa ga.
Suruh di rumah makan roti sambil nonton youtube
Di rumah aja
"Jika punya pemikiran seperti itu ya bangun aja sekolah sndri khusus buat anak smdri... Guru smdri.. Aturn semdri.... Smua nya khusus buat anak kau sndri.., harus nya kau ajari sejak dini anak kau cara menghadapi dunia luar itu dgn cara yg bagaimana semstina... Klo kau ajarin sikap kek kau gini ku yakin bgtu tuh anak kluar rmh dia tdk akan tau mana aspal mana trotoar krn dr kecil di tanam kan jiwa pemgecut."
Aku kalo kaya raya pasti bkin sekolah sendiri.. Homeschooling dengan komunitas
Home schooling aja dah😢
Homeschooling skrg juga sudah jadi pilihan koq
"Di sekolah Formal anak ditempa Mental, Fisik, Sosial, Budaya, ilmu, Bhinneka Tunggal Ika... Doakan yg terbaik bagi anak... Biarkan dia berkembang sesuai usianya... Klo ada perundungan ya tinggal lawan aja... Atau lapor sama Guru nya... Yg penting anak harus tau dunia luar, dunia sehari-hari..."
Cuma lu kaya jdi ga bakal di bully laaaaah
Gak usah disskolahin om
Langsung ajarin ngeyutub aja om
Zaman sekarang mending home schooling aja.. sekolah dah gak ada yg bener dah
"Lebay,, tergantung sekolahnya aja lagi sich,, itu sich emang kalian yg dasarnya emang dari Sononya gak sekolah secara biasanya, alias homeschooling aja makanya anaknya mau dibuat sama 😅"
Ke @rbberkemas aja lagi. Kan @attahalilintar dari situ juga. 😊
kalau atta mah sekolah yang di undang ke rumah
Krn pendidikan d indonesia perlu di rombak total...perlu bljr di china tu ..dri kecil tdk bljr dlu selain adab...otomatis pas besar ahlaknya baik ..bukti nyata negaranya maju orng2 takut korupsi.
Hahaha..minta sekuriti jagain donk..kan kamu pendukung 02..mau ap tinggal bilang aj😂😂😂
Jgn di sekolahin om suruh dagang tisu aja
Kurang tegasnya pemerintah
"𝚂𝚞𝚛𝚞𝚑 𝚋𝚞𝚊𝚝 𝚜𝚎𝚔𝚘𝚕𝚊𝚑 𝚜𝚎𝚗𝚍𝚒𝚛𝚒 𝚊𝚓𝚊, 𝚍𝚒𝚊 𝚔𝚎𝚙𝚊𝚕𝚊 𝚜𝚎𝚔𝚘𝚕𝚊𝚑 𝚗𝚢𝚊"
"gw aja klo banyak duit, anak gw di homeschooling aja"
Korea jepang sekalipun yg di sebut negara maju jg marak kasus seperti itu. Jadi jangan salahkan jg sistem pendidikan semata. Banyak faktor penyebab terjadinya pembullyan itu menurut gw
Kantongin aja kalo gak mau kenapa2
Gausah di sekolahin aja 😂
Gak papa di ajari aja sendiri....
lebay
Sekolah mengemudi aja bang ngga ada buly2an
Seharusnya ada tim 99 setiap kelas ada pengawasan
Mangkanya jadi anak artis jangan sombong
Lebay...
Bilang ajh cucu nya Raul Lemos
"Ajarkan anak buat ngelawan aja,.dr smp sampe SMA sy di bully kating jg masih aman krna brni nglwan😂klo gak bisa nglawan ajarkan anak buat cerita smua hal"
"Bangun sekolah sendiri, bayar guru2 sndiri, bikin kurikulum sendiri..😂 kan banyak duit..."
😂belajar di sekolah SALON saja???
"Y klo takut ,homescholing aj lah banyak duit ni"
Solusinya adalah home schooling kalo takut perundungan
Masa karena ketakutan jd ga di sekolahkan
Gue jadi takut masukin anak ke ponpes 😢
Kalo duitnya banyak mah home schooling ajaa
Yah.. terkadang beberapa lingkungan membiarkan prilaku anak yang liar dan terkadang menjadi contoh terhadap anak atas prilaku membully dan berujung pendungan terhadap yang lain. Walau pengaruh ekonomi juga sebagai dasar
Ya udah ndak usah s3kolah jadi yutuber aja
Bawa clurit aja mang sekolahnya 😂
Ivan gunawan ?
Taek taekk....sejak dulu di sekolah ya udah gituan...di manapun tenpatnya..pasti ada...
Langsung jadiin YouTubers aja😂
Gk isa sekolah
Tenang kan influencer pendukung onoh kan? Minta aja izin bangun sekolah sendiri 😂😂
"Ambil home schoolling aja yg ada uanggnya yaa, tp emang sbagai orang tua harus mewanti"" sendiri siii. Bukanmasalah si kaya atau si sederhana yaaaa tp semua skrg kasusnya sama"
Panggil guru. Orang kaya kan bisa apa saja
Sekolah itu hak bukan kwajiban jdi klo gk mau sekolah gk ppa tersrah orang tua nya msing msing klo bicara musibah  gak hanya disekolah bisa kena musibah ...lgi ngew3 jga bisa kena musibah
"Berita nggak bermutu..Dia mau takut keq, mau jadi jagoan keq..!!"
Nge punk aja
Homeschooling aja paling susah berinteraksi sama masyarakat
"Udah punya club bola, mending masukin aja SSB"
Sekolah in disini kak.... Nanti saya kawal....tidak ada Perundungan....
"Ya sekolah kayak bapaknya, maunya gitu kan. Sekolah dirumah. Home schooling"
skolah an hrs diksh cctv shrsnya setuju saya
Orang kaya mah bebas
lebay
"minim pemikiran ortunyaa, kacauu"
"Kalo bisa anak nya harus ad bella diri bg atta, dari kecil uda belajar bela diri.."
Gak cuman d lingkungan sekolah saja😂😂😂😂 tapi klo punya duit aman😂😂😂😂
Home sekuling aja bang duit Lo kan banyak 👏🔥
Orang kaya gak perlu lagi sekolah...anak dididik Jadi YouTuber aja😂😂😂pasti terkenal kaya ortunya
"Di sekolah sy kemarin, SD jumlah siswanya hanya 56 orang. Pas lagi apel, si A melakukan pelecehan kepada si b, pas di depan mata saya, Alhamdulillah ini terjadi di depan sy & depan teman2 yg lain. & Sy pastikan ini tak akan terulang kedua kali. Bs dibayangkan ini terjadi di belakang kita sbg guru, sy tdk bs pastikan anak-anak akan melapor atas apa yg terjadi padanya😢 semoga anak-anak didik kita menjadi pribadi yg mulia. Pendidikan dirumah tak kalah penting ya bapak ibu 🙏😭"
Kan ada namanya home schooling
Orang senang belum tentu tenang. Sebagian orang kaya 😀😀😀
"Semua tergantung didikan,bimbingan & keturunan ortu....ingat pepatah ""Buah jatuh tidak jauh dari pohonnya"""
Iya bg home schooling aja ABG banyak uang
Salfok sama kerudungnya.
Home schooling
"Kemungkinannya ada tiga.  1. Semua berjalan seperti biasa, 2. Jdi korban bully, 3. Menjadi pelaku bully."
Padahal nanti kan bisa jadi ashiap man di sekolah...
"kuat kuatan mental sm fisik aja sih mas, kalo mental loyo fisik juga loyo"
Iyaaa aku sllu inget ponakan2 ku SD tkut bgt jd korban..sering dtnya klo ketemu.. kbnykan anak tkut untuk cerita smoga Allah melindungi anak dan saudara2 kita
Anak2 artis sm  anak org kaya bs homescoling
Bener sih. Baiknya dr usia 7 tahun langsung di masukin kursus / kejuruan utk bisnis aja.. harapannya di usia 13/14 tahun uda bisa jadi CEO/CFO/CTO sesuai minat sang anak 🙏 semoga membantu
Ata sama kek gue
Lebay kehed
Di didik jadi youtuber aja
Bukti kalau sistem pendidikan Indonesia itu harus diperbaiki terutama penanam  attitude sejak dini. Generasi Z memang pada pintar tapi lemah soal mental dan minim attitude
Masuk pesantren saja @attahalilintar @aurelie.hermansyah cari pesantren yang lingkungan nya baik yg sederhana saja
Ada yang lebih penting ga beritanya
"Jalan ninja org kaya, anak sekolah d rumah aja guru yg d bawa k rumah"
"Oleh karena itu, saya merasa kalau Sekolah tidak perlu mahal-mahal, sudah habis duit malah kena bully lagi di sana. Bersyukur dapat Sekolah yang sederhana saja, walaupun Sekolah saya sudah lebih bagus setelah saya lulus."
"Paling di ejek ejek doang, muka emak lu oplas gak original😂😂"
"Yaudah di ajarin sendri aja , kalo gak home schooling😂"
Anak mami
"Well, at least he got a point though. Lagian banyak yg ckp sentimen sama beliau."
"Ada paket A,B dan C 🤣🤣🤣"
"Paling dibullynya nanti disindir ""ashiap ashiap"""
Home scrolling ja ta krn mmg jaman skrg mkin mrak bullying trhdap anak y bkn org tua was2..
Gk mungkin anak lu di buly yg ada🤣
bully itu bukan cuma kekerasan fisik aja kdang pas lagi kumpul gak sengaja menyinggung perasaan orang lewat perkataan juga termasuk bullying  jd sepertinya bullying itu pasti ada jadi sebagai orangtua kita hanya bisa ngasih tau ngajarin dan membekali anak untuk siap menghadapi situasi apapun karena hidup yg namanya masalah pasti ada. gak di lingkungan sekolah aja lingkungan kerja pun kdang ada bullying tp yg di serang bukan fisik tapi mental ssoranf
Takut ma tuhan wir.
"Nek e Wedi Yo rausah di sekolah ne , tukokne Ijazah ae beres 😂 Ora Kabeh sekolah an ngono i Lebay ne raa eram"
Homeschooling aja kan banyak duit
"Jujur saya juga takut , sekedar dihina fisik saja takut apalagi sampe , di sakitin fisik . Ya Allah 😢"
Iya bagus gak usah sekolah kan 👏👏👏
Produk yang dimiliki Atta Halilintar dan Aurel Hermansyah bisa diceritakan di sekolahan sebagai materi yang bagus guna pendidikan yang bisa menyebarluaskan.
Ayo cari solusinya bpk mentri pendidikan
Home schooling 😂 anak org kayah bebas
