Komentar
Ditunggu selfie pake baju orens nya ya dek 🤗
Alhamdulillah....Terimakasih Pak Polisi yg gercep. Biar jd jagoan mereka di sel. Coba berani tidak 😂😂😂😂
Biar masa depannya kelam.
Ngapain di blur
Jgn lah disensor ga adil dong buat korban ga disensor😭gmn si
Jangan pulak ada hukuman anak di bawah umur ye. Sebab kelaku bukan kelaku anak dibawah umur
Agak cepat ya di tangkap nya best emng 🧚🏻
KOK DI BLUR!?!?!? ADUHHH GIMANA SI??
yassss mantappppp🔥🔥🔥🔥
Yeeeeeyyy...👏👏👏terkenal jd artiss👏👏👏🥳🥳🥳
Apa pulak kok di sensor ? Hadehhh
kenapa harus di sensor??
Mantap ....pak polisi...baru aja dilihat vidio bulingnya langsung sigap tertangkap...i love polisi Indonesia...bravo
Alhamdulillah.. jangan mau damai!!!!
@_dumpscacaa ini juga om 😘
Bocah bocah kontol
Tidak boleh dimaafkan secara keluarga karna korban dan pelaku Bukan Keluarga 🥺atau minimal ni minimal mereka rasain juga hantaman2 itu
"GK ada istilah dibawah umur,masukan sel"
"Whattttt ??? Anak batam ternyata, td tengok di akun Atta, ya ampuuuun malu2in dah... di sepat ditunjang woi, jangan mau damai...."
Bnyk tingkah bocah bocah merokok pula mau JD apa ..bukannya sekolah ngaji ke masjid nyusahin ortu
Bravo polsek Nongsa banyak tugas 🙌 baru kelar kasus pembacokan oleh nasabah dn skrg ini bocil² 😂
"Mantap pak polisi , masukkan k kandang harimau mereka biar pargoy d dalam 😂😂😂"
"cieee, finally sayang💗😙"
"Mukul org aja dia gak di sensor , gak usah d sensor mukanya jd klo ketemu di jalan gampang ngelotak dia wkwk 😂😂😂"
"Giring sampai masuk sel 🔥 keluar"" semoga dapat sanksi Sosial."
"Bagus.. Masukin karung terus buang pak, 😂"
Ok selamat baju oren KKK 😂
Knp disensor sih mukanya.... penasaran liat mukanya yg sok jago
"JANGAN NANTI BILANG NYA DI BAWAH UMUR, LAPAS ANAK KAN ADA, MASUKAN SEL BIAR TAU KEK MANA NIKMAT NYA DALAM SEL ITU !!!"
Terlalu buas ya min? sampe di sensor😂
Ga usah Di sensos mukanye😏
Ngapain di sensor mi mau liat muka maniz nyaa
"Warbiasaaa🔥 , jangan ada cerita masih dibawah umur ya . Soalnya dah pinter check in dan mabora jadi gada cerita bawah umurr!!"
"Jangan ada kata selesaikan secara kekeluargaan, proses biar ada efek jera tu pelaku"
""
KOK BISA DITANGKAP SALAH ANDA GITU AJ DITANGKAP
Nah! 4 orang kan pelaku nya sekarang coba cek lagi bener ga korban Ada 2 ? Soalnya di video kok Ada 2 yang kena sasaran yuk kawal terus thank you bapak ibu petugas 👏
"Heran sama yg suka ngebully,, dapet keuntungan apa sih Dengan cara merendahkan harga diri org lain"
Pihak Kepolisian Gercep.. Luar biasa Polisi kita👏
Hukum yg berat .....
menangis meronta2 lah org tuanya ni pasti minta damai 😂
TEMBAK MATIIIIIIIII ANJ
Ajarin la cewek ko tu wak @chancutt_09
Mlasss ihhh disensor mulu 🗿
"Syukur kali aku mereka di tangkap, sok jagoan, sipaling mabuk, sipaling pargoi, dituntut nangisss, skrng pake lah baju oren tu,🔥"
@akzxx_s @yuniisharaaaaa  Mak ada anak Punggur nya ya
ha mampos kau mati dk biso lebaran keknyo
Mampusss kan
aman ga tu pak?? ga nularr kan?
Pak polisi proses & penjarakan pelakunya
Tegakkan keadilan pak polisi
Mau jadi apa to modelan bar bar
Kalo bisa keluarga di usir aja biar dia jera
Awas daki nya nempel . Gemes banget liat perempuan gini
@ra.teul dia lebih pusing sama masalahnya. Belum lagi ketambah malu. Hrs pindah kota/negara sih. Mulai idup baru dengan damai. Nah gua idup baru dimulai masalah bmbaru bertambah wkwkw
Sesuai keinginan warga
Selamat menunaikan ibadah puasa kakak 😂
alhamdulilah lega rasanya
@fahrii___20
@veranoy_ @wifi_1117 done dekk
@dianaaanrss manangihh la laii☺️
Mantap ini yang saya suka luar biasa pak nanti jangan lupa ya min video klarifikasi
Aduhh lonte busuk mana lagi nih
Menyalaaa adindaa ekwkwk cuakcuiih
"Bravooo, 🔥 jngan lupa bwa rokok kau dek,"
"Mandi dulu dek, kan udah di jemput abg abg polici🔥🔥"
Ngapa pulak d tutup anj
@mirna.azx_ mengulang masamu dulu😭
Jangan kasih lepas si jamet jamet ini @rarayunisaa @_zhrtlaini
muncul pas orgnya uda gda😢
Ga sangar lagi kau dek???😂
Benamkan dia di penjara 😡
@frdliaaudnia_ asik baju baruu
@virsyadvraa ni sp kk
"Penasaran itu sama yang nendang si korban, sakit banget lihat nya. Apa lagi ke pintu seperti itu, dan efek nya bisa bikin fatal untuk si korban."
Jgn di sensor lah
Mamposss kan haha agak lama sikit masuk bui nya pak ..
"Anak punggur banyak gayanya rasain kalian, mantap pihak polisi yg sangat gercep, kurung aja 12bln biar rasain bobok hotel bintang 10 sekalian pargoy"
Kandangin pakk atau buat di kebun binatang aja biar gak mengganggu manusia sekitar
Ahh maunya mukanya gausah di sensor minn🔥
"Hmmm… beban orangtua, beban masyarakat. Vaksin apa yang kurang ama 4 orang ini saat msh balita? Ck ck ck"
"Kasian emak bapaknya,, udah susah cari nafkah,, susah pula ngurusin anak yang kelakuan kayak binatang"
mampoooss... sok jagoan.... ujung2 ny jagoan neoon ciuuuttt saat d tangkaap😂😂😂
"Ngapain di sensor , biar nampak mukanya bos."
Haha Mmpos kau bujang
Osen la duu..
Pak pol jangn ksih kendor👏🙌🔥
BRAVOOO POLRI & TNI.JAYAAA JAYAAA JAYAAA
Sukurinnnnnn😝😝😝😝
Pliss mau liat muka cantikk nya 🙂
aaa kasian aaaaa😂😂😂😂
Dasar bocah jamettt 😂
😂😂tq pak polisi..
Penjarakan ...
😢😢😢😢😢sokkk jago kau ya
Sukses pak pol
Ini yg nendang kepala temannya ngk sih?
Akibat hukuman trrlalu ringan
"kebiasaan kenapa di sensor sihhh, kan lumayan buat meme"
"Kasih pelajaran, penjara aja"
Yaalahh adekkk..masih kecil sok jagoann sok okeee.. kau belum tau sulitnya cari nafkahh ngidupin kau dari bayikk sampe segede inii.. kau gede bukannya jadi kebanggaan malah bikin malu keluargamuu😭😭
Alhamdulillah ke tngkep🔥
Jangan di sensor mukanya lah
"Minimal penjara sih,ringam nian jingok sok bagak pake nendang muka tu wahhh buat emosi meledak ledak"
"Kalo bisa jangan di selesaikan dengan kekeluargaan , soalnya mereka bukan keluarga ."
Mpus
Indonesia... Muka korban di publikasikan dan muka pelaku di sensor
Tidak usah d sensor muka nya bos
Kenapa pulak disensor!
knp harus sensorr  kasih penjara seumur hidup saja..
Boleh di tampol gk sekali palanya yg cewek
🔥🔥🔥🔥
Kalo keluarga pelaku minta damai boleh aja asal si bapaknya ngelakuin hal sama ke anak cewenyaa seperti yg dia lakuinn ke korban
Bagus....lanjutkan ke pengadilan
Cieeeeeeee cieeeeeee viral kan kan kan
Kalau kalian saudara atau tetanggaan putus hubungan seumur idup..
Di Amper watu ndase Leh enak
hqrus begitu emnk buar ada efek jera
Cemas kau dekkkk
Nnti malah abis keluar sel tambah bangga punya pengalaman dipenjara😂😂
Terapkan UUD buat anak bullying biar jera meskipun dibawah umur. Klo diliat² pelaku kek gini rata² di bawa umur jadi biar ada efek jerahnya
minggir bang jagoo mau lewattt😮
"Ujung"" secara kekeluargaan....."
Bagus😂
Udah miskin kelakuan ga ada yg bisa dibanggakan
"1 kata, mampos"
Adminnya poak betul..ngapain pula di sensor..muka kek kntl gtu di sensor pula
Kenapa wajah pelaku selalu disensor mind....??
"Bahh gini kan enak,jgn buat happy ending ia pakpol👏"
"Belum mandi , jdi d sensor🤢🥴"
Kenapa itu ada batako ga di hantamin aja ke plaku si kan syang jadinya😭😭
Alhamdulillah🙏
Mampos kau
Ga usah d blurr dong biar anak itu mrasa jahat
pasti ortu nya bangga liat kelakuan anaknya begitu🤣
bye daki
Idih njis kebelet viral di sklh gtu tuh kontol tuh cwe brni nya bnykann
"YG BENER AJA, SEGITU BANAYAKNYA ORG GAK ADA YG????? AWOKWOKWOK 🤣🤣🤣"
😂😂😂😂😂
Bagus
Sok keras neng
Mamposs kau njeenggg
Telanjangin aja pak.....
Makan tuh sok jagoan..gak kasian apa lu sama orang tua lu.🔥.
"Sukurin sok Lo,,kecil2 sok jago"
Hukum yg pantas bagi mereka ini d8 gundul terus penjarain
kenapa gk di pukulin dulu
Kelazz ko
Jgn di sensor biar tau se konoha mukanya
Jangan nangiss e😂
Kurang ah
"Jangan di sensor pak Pol...biar tahu keluarga mereka atas perbuatan anak2 nya...titip ya pak Pol, jgn dipenjara Tp di masukkan kandang harimau..."
knp g dilempar batu?
Pelaku buly masukin bui biar kapok
Tangkap semua pak polisi biar dpt efek jera
Kalau udah gini kasian orang tua dan malu😢
Kawasan kumuh pantesan otaknya juga sama kumuhnya
Setuju kkk dasar manusia bangsatt
gaada kata maap maap klarifikasi atau apalah itu basi. kasih hukuman yg sepadan dengan perbuatannya.
"Karena UU perlindungan anak, membikin anak jadi lepas kendali dan gak tau diri. Krn merasa terlindungi setelah membikin kesalahan."
Yaallah masih kecil udah nyusahin orang tua 😢 ... bukan nya bikin orang tua bangga malah bikin malu 😢
Mntap lah mkin puass puasa nya nnti ?
"Solusi anti bullying. Latihan boxing, karate, silat fix"
Penjarakan 🔥
Mantap min cepat pengangan kasus nya
Wkwk mampus seneng bngt liat nya udh min gsh di sensor muke jelek aj so” an mau jd jagoan wkwk🤣
Tunjukkan sekali pak
👏👏👏
Ape lah dek dek
black doff dah tetangkap
Goodd
Bagus harus dikasih jera ..harus dipublikasikan kan wajah mereka
""
Sayang muka nya di sensor
#stopbullying 🙏
👏
Enak dek lebaran pakai baju Oren?
"Ini yg nendang"" Itu ya"
jangan ada kata damai!!!
Ya elah.. Di tangkap di kasi pembinaan doang paling itu.. Sama kayak tawuran pelajar juga dikasi pembinaan.. Kapan mau jerah kalo kayak gitu. Percuma OM
Kenapa di sensor .... Kl semua tdk bisa kasih hukuman karena alasan di bawah umur biyar kan semuanya yg hukum dengan mempermalukan dia membatasi sosialisasinya interaksinya dengan semua bisa jadi efek jerah berkepanjangan . Biyar gak korbannya jadi aja yg alami trauma
Orang hebat ketangkap juga..
Dak usah d blur2 wajah kriminal tu min
Yh namanya juga kampungan
"Gx kasihan sih liatnya ..msh kecil so jagoan aniyaya ank orng,dia tdk mnta mkn sm loe bodoh..jangan ksh perdamaian biar kapok😏"
Menangis😭🤣
Ngapain si di blur
Jangan kasih materai.....penjaraim ajalah
Biasanya masalah laki
Materai mana Materai... woi materai woiii
"Harapan kt semua bkn hanya di tangkap,tp proses sesuai hukum yg berlaku di negeri kt,jgn usia di jd in alasan utk meringankan ato membebaskan mrk.Krn kejahatan yg mrk lakukan,bkn kejahatan yg mampu di lakukan oleh semua org.Cm org2 yg kejam dan tdk beradab br melakukan nya terhdp sesama tmn"
"🤟🏻🤟🏻🤟🏻🤟🏻🤟🏻 Aamiin'""..."
👏👏
hajar biar kapookkk
Wkwkwkwkwk sok jagoan sih masih sekolah udah begitu😂
Boocil bocil pekak
"karma itu jadi orang sok jago, suka bully orang giliran ditangkap ciut meluyut nangis darah pun gk bkl kmu bahagia... asli jengkel banget sama orang kya gituh..."
yg punya vidionya kirim
Kasih cabe aja titit nya boss🔥🔥🔥
Klo ga bs dipenjara seenggaknya mereka rasain dulu mukanya ditendang ky korban..
Haha mantap
STOP tidak ada kata dibawah Umur ya. Dia melakukanya bukan atas dasae Umur tapi otakx Bringass!!!
Mantap
njadis
Daftar UFC lah kak apa lage
"Yg begini ini hrs ditindak tegas ,sok "" an menganiaya orang .ga guna bgt"
mampus hahaaa
kasih plajaran biar jera
Mau jd apa dek kelak nanti jika ahlak dan mental mu sakit 😢😢
pokoknya ampe baju oren🔥🔥
si lonte brandalan
Kasih pelajaran binatang ituh
Terjangke pulok biar lejar😮
"Jngan kasih bebas pak pol,,kasih pelajaran dlu👍"
Mulutny tamparin semua..betina dajjal
Mantap!!!
👏
kasi pelajaran juga biar ga semena mena sama orang🔥
"Padam muke u all kan....g usah d blur"" kan, kasih tengok muka Dajjal"" tu smua...geram ak tengok nya,, laki"" td ntah jg, ni awak betina perangai mcm hewan buas 🔥🔥🔥"
Di sensor pulak
Perlu di bimbing dan dimasukkan dlm sel biar ada efek jera.
Ngpain di sensor admin
Tangkap 🔥🔥🔥🔥
Gantung
"Model beginian ga boleh dikasi lepas,masukkan ke sel aja biar ada rasa trauma"
Rasain lo
Mampus
Mantap
Penjarain aja biar kapok! Makin hari makin byk aja kasus bullying. Parah
Tis
Halahhh ntr juga damai. Penjara udahh...tar dipenjara dihajar balikk...😂😂😂 ya allah jahat kali aq...
Sekarang kalo mau bully berfikir deh 100x nanti kalian yg rugi n nyesel
penjarakan langsung biar tau rasa dipenjara d gebukin terus
Pasti mak bapaknya cuma bs njebolkan aja
Rassakannnlah kesok jagoanmu njir
Wedook tingkah e kyok nggono kyok wes duwe masa depan 7turunan aja!!!!
"min ,apaan disensor..biar dia dna keluarganya malu sekalian"
Bagus kalau perlu perlakukan sm dulu dengn apa yg dia lakuakan baru masuk penjra gitu
Rasain u masukin bui aj tu kecil2 so kejagoan u kalau berani sini u sm w !!!
mukanya ga usah di sensor
alhamdulillah
Jgn ada damai ya wak
"Bocah kotor, tolol"
Sudah terlalu banyak anak2 yg tidak dalam pengawasan orangtua nya dan mereka kumpul bahkan tiduran depan ruko atau menempati ruko2 kosong. Jika kita lihat didaerah jodoh ada hotel kosong mereka berkumpul.
"Bajunya aja baju secondhand yg harga 2rb, bs pula bully org😆"
"Ditangkap akhirnya alhamdulilah kasihan yg di bully agar dapat pengadilan kurang ajar hukum yg se berat"" nya BPK polisi...🔥🔥"
Seret beserta orang tua nya
Pasti nangis lagi nie 😂😂
Let's make this nigga bleed blood
Jgn di sensor dong biar tau muka ngebully
Seharusnya gak di sensor itu kan udah sebab akibat
"Pecat Dari Sekolah, Usir dari Kampung.. Meresahkan !!!"
"Cari yg berbaju sweeter warna pink, dia yg teramat sadis menendang muka si korban🤔"
Allhmdulilah
Bagus
"Proses pak pol,biar ada efek jera,dan bisa menghargai sesama"
cabe
"Semoga menemukan sebuah format yg ampuh utk proses pembelajaran bagi remaja2/ generasi lainnya agar ""tidak berani melakukan/meniru"" hal yg serupa atau perbuatan kriminal lainnya.👍🏻👍🏽👍🏿"
knpa si hrs disensor ? seharusnya gausah lah aneh bgt!!
Usut smpe tuntas keadilan hrs ditegakan
Hukum
Admin UUD buat remaja di bawah umur lah... mereka sadis2 skarang  mah.. jangan di lindungi
Wajahnya terlalu menyeramkan sampai disensor
Jangan ada MATERAI... Hukum yang BERAT agar ad efek jerah
Jangan ada kata damaii!!!!!
MAMPUS
Pelaku gk usah disensor min.
Penjara yg lama pk
Apa pun masalah nya harus di hukum
"Gini aja terapin hukum sosial. Setiap kriminal mau apa pun. Gk usah di sensor. Impact nya biar terkenal jd bebas penjara ngerasain susah nyari kerja. Dengan lingkungan masi di Terima apa ngga. Anggap aja hukum mental. Jd biar org"" Niat ngelakuin kejahatan. Ya mikir"" . Kalo di sensor gini ngapain. Yg lucu korban malah ga di sensor"
"Hukum seberat beratnya ..tuman, krn dh meresahkan dan merugikan orla"
Ngapain di blur 🗿
Waduh ...kirain yg nge bully anaknirang kaya. Ternyata biasa ajah.
Akhirnya......pasti  pasang muka sedih
Ngapain sensor biarin aja
Byk bgt kasus Serupa..ini harus menjafi PR Semuanirg tua utk lbh mendidik moral serta etika anak2 msng2 agar tdk merugikan atu dirugikan…haris diberi hukuman setimpal serta dibina etika dan moralnya
"Hmmm, MIRIS GENERASI KITA TUH!"
Krennn 😍😍
Itu kalo engga salah yang nendang muka pelaku 😂
Makan tuh ulahmu
Kalau betina yg bulyi itu memang udah bobrok sekali sipat nya.
Mampooossss banyak tingkah
Sejak adanya pemberlakuan HAM anak malah ga bener pelajar bisa buat seenaknya dan guru ga berani bertindak karena terbentur HAM...si pembully bisa dilindungi Krn HAM anak tersebut sementara korban tetaplah korban yg harus terima akibatnya 😭😭
Yolong diperlihatkan mungka nya ke masyarakat umum
"Mampuuusss kauuuu,soookk pateeennn kaaauuu😂😂😂😂"
👍👍👍👍👍👍👍👍
Banyak tingkah pulak😂
Palingan jg di suruh minta maaf bebas lg dengan dalih madih di bawah umur😂😂😂 itulah sebab kasus yg sama trus berulang😂😂😂
Setelah ditangkap nggak usah kau pura-pura sakit atau Papa gila pura-pura lupa akting nangis dan lain-lain ingat kau pelaku utama jadi jangan berlaga seperti korban
knpa di sensor? krna klo kelen tau ya pasti nanti kelen yg nge hajar😂
"idak nak di sensor , pampangngke nn muko ny itu"
Mampus
Tangkap .dicoba sekali mau dia ditendang gak.kan boleh coba biar tau rasanya ditendang
Proses jgn kasih ampun
"Ciduk proses ank"" jmn skrng miris"" banget ngk ada etika sopan santun dan arogan 😠😠😠"
Usut tuntas gak boleh damai biar jadi efek jera
Mantap udah bkin orang tua nya bangga tu😂
Aku paling setuju bgt kl pelaku buliying di tangkap biar ada efek jera
Anjir bajunya dekil bat kaya kesel welcome
"Jangan sampe kelar hanya dengan dalih Kekeluargaan, hukuman harus tetep jalan biar gada lagi hal serupa (Bullying)"
"asal kalian tau dia bangga tau bisa masuk sel haha , makin ngerasa jagoan😂"
Mana kehebatannya saat mukul orang kemaren
Harus dikasih pelajaran biar jera
Dihukum yg setimpal pak..biar jera👏👏👏
dibakar aja
"Apa pula punya Buda macam ni ku rasa malu tu satu kelurga, AA KASIAN AA"
Sukurin
"Walaupun mereka perempuan, tapi boleh dong dikasih bogem sekali,"
Terima kasih KPD Kepolisian Batam yg siap siaga menjaga keamanan dan ketertiban ❤️
"Jangan bilang nanti di bawah umur ya,soalnya kejadian seperti ini justru remaja seperti ini yg membuat resah"
Ngapain di byur wajah nya ....liatan aja tu pelakuuu....sok sok an....penjarakan
bener itu jangan damai kekeluargaan
Kenapa mukanya harus di sensor siih
pengen gweh ludahin mukanya
Ealah
👏👏👏👏👏👏👏👏👏
"Jama sekarang modelnya sok""an mau ngelanjuti jdi preman pasar kali"
BIcara aja 7th
Ngpain di snsor.gk jlsss
Ngapain d sensor
