Komentar
Mungkin bs ditanya langsung ke calon wakil pak Ganjar..
cuma anda yg berani speak up yg lain meneng takut.. terimakasih dah mewakili
"Setujuuuuu, sudah waktunya HAM di era Pak Ganjar jadi presiden ini di tegak kan"
Lah..menkopolhukam kan Mahfud!! Berarti Mahfud ikut gagal! Apa nggak salah ngomong kang.
"Ganjar ini memang hobinya ngomong ngawur/blunder. Ya memang bisa dimaklumi, karena apa yg dia omongkan adalah pesanan gerombolan banteng. Kasian dia, tapi yah lumayanlah ada capres buat lucu lucuan.. #badut2024"
menkopolhukamnya 😃
Tombol Anti pdip >
"Dengan kata lain, Calon Wakilnya saat ini Gagal Total 😂😂😂. Senjata Makan Tuan."
Ganjar mahfud lebih baik dari pada yang lain!!! #ganjarmahfud2024
"ya alloh berikanlah bangsaku pemimpin yg amanah, jujur, rendah hati insyaallah ada pada pada bpk ganjar p -mahfud md"
Partai Dendam indonesia
wah kalo saya sih nilai 4
"Panutan boss, Berani speak up yang salah #ganjarpranowo #ganjarmahfud2024"
SENJATA MAKAN TUA WAKILNYA AJA MAFUD MD😂😂 SM AJA BONGKAR AIP TEMAN SENDIRI
"@mohmahfudmd pak ,kata pak ganjar ,kinerja bapak jeblok"
Mungkin bs ditanya langsung ke calon wakil pak Ganjar..
cuma anda yg berani speak up yg lain meneng takut.. terimakasih dah mewakili
"Setujuuuuu, sudah waktunya HAM di era Pak Ganjar jadi presiden ini di tegak kan"
Lah..menkopolhukam kan Mahfud!! Berarti Mahfud ikut gagal! Apa nggak salah ngomong kang.
"Ganjar ini memang hobinya ngomong ngawur/blunder. Ya memang bisa dimaklumi, karena apa yg dia omongkan adalah pesanan gerombolan banteng. Kasian dia, tapi yah lumayanlah ada capres buat lucu lucuan.. #badut2024"
Tombol Anti pdip >
menkopolhukamnya 😃
"Dengan kata lain, Calon Wakilnya saat ini Gagal Total 😂😂😂. Senjata Makan Tuan."
Ganjar mahfud lebih baik dari pada yang lain!!! #ganjarmahfud2024
Panik ya pak uban?😂
"ya alloh berikanlah bangsaku pemimpin yg amanah, jujur, rendah hati insyaallah ada pada pada bpk ganjar p -mahfud md"
wah kalo saya sih nilai 4
SENJATA MAKAN TUA WAKILNYA AJA MAFUD MD😂😂 SM AJA BONGKAR AIP TEMAN SENDIRI
"Duh pak , itu kan wakilnya bapak 😣"
"@mohmahfudmd pak ,kata pak ganjar ,kinerja bapak jeblok"
"Bener pak setuju, wadas salah satunya"
"Panutan boss, Berani speak up yang salah #ganjarpranowo #ganjarmahfud2024"
Ahhhh... Ttp prabowo gibran aku mahh.... 👏👏🔥🔥🔥🙌
Ngejek pak Mahmud ni.... blm2 udah saling njelekkan
Huek huek 🤢🤮 menkopolhukamnya mana bisa2nya skrng di nilai dulu kemana pakkkk
"setuju sihh ama yg dikatakan ganjar, saat ini emang kondisi hukum di indonesia sangat memprihatinkan, ditambah lagi dengan kasus MK kemaren"
"Belum apa-apa wakilnya sudah dipukuli, hedehhhh"
Ini namanya senjata makan tuanya..😂😂😂
Partai Dendam indonesia
🤣
Kan menkopolhukamnya cawapresnya bapak😂😂😂koq  di jeblokno😂😂😂
Apa pak kasusnya? Sebut aja MK kan? mkmkmk 😂KALO KASUS MK MAH CAWAPRESMU GAK BISA INTERVENSI 🤮🤣
"Setuju bgt sih kalo pak Ganjar kasih nilai jelek ke pak jokowi. Karena penangan hukum dan ham menurun di era pak Jokowi, buktinya belakangan ini banyak pelanggaran hukum yg terjadi"
Kayaknya bapak ini baru bangun tidur 😂😂😂
"dan menkopolhukamnya wakil bapak, bapak kasih poin berapa?"
Kemaren2 kemana aja? DPR yg dikuasain PDIP selama ini adem2 aja. Malah KPK dipretelin 😂
Menkopolhukam cawapres anda.berarti nggk kerja 👎👎
"kelihatan sakit hati dan pendendam,😂😂 Dulu memuji2 Jokowi sekarang  menjelkkan terus😂😂"
faktanya emg seperti yg di omongin gp... HAM masi buruk di era pak lurah
Kamu 10 th di Jateng juga gagal jd sama² merah pak😂😂😂
"Loh loh loh gak bhaya ta nyindir pasangan sendiri? 😂, Tetap all in pak Prabowo dan mas Gibran untuk Indonesia 2024-2029"
"Hahaha kejebak mulutmu sendiri, khisanak"
"laah kan Menkopolhukam yang sekrang cawapres situ, sama aja bilang kalau cawapresnya ga becus kerja 😂😂"
"Bukan cuma Ganjar, keknya masyarakat Indonesia juga memberikan rapor merah apalagi setelah putusan MK yang cacat hukum"
Makin gak srek gw sma ini orang
Kalau masih ada yg bilang penegakan hukum baik2 saja berarti dia dapat jatah dari kekuasaan wkwkwk
duh .... @mohmahfudmd gimana kabar nya dia lo yg perllu ditanya ... @mohmahfudmd aku bangga dengan anda .... tapi aku tidak bangga lagi sama yang bangun jawa tengah ... sudah sirna ke banggaan ku pada diri nya ..... maaf pak @mohmahfudmd  maaf bener maaf .....
Kelihatan aslinya kalo udah pisah kolam..
"tp gua setuju dgn gp, nyata HAM masi buruk di dua periode kepemimpinan pakde"
"Masih bagus itu ada poin 5. Mungkin lima itu karena Mahfud MD Menkopolhukam, kalo Mahfud MD ga menko mungkin jadi -5 tuh"
"Cuma ada satu paselon yang gak bawa gagasan HAM sama sekali, inisialnya Prabowo"
gk ada rem nya ternyata nyerocos mulu. sampai lupa klo pasanganya masih jd menkopolhukam
Sindir paslon lain ❌  sindir pasangan sendiri ✔️
Ya anda saya kasih nilai 0 selama jadi Gub Jateng. Urus macet aja gak kelar2. 10 tahun PDI-P moncer itu karena sosok Pak jokowi bukan sosok mega atau anda atau elite PDI-P
"Sebelum MK nilainya 7, habis MK jadi 5. Lima ini sisa2 penghargaan buat yg masih setia negakin hukum kek mahfud."
"pengine pimen iki wong, moro2 wae jateng aja hurung dadi2 malah kakean komen."
"Masalah Hukum tanya wakilmu ,Jar. Dia sdh diberi oleh Pak Jokowi kekuasaan dan menjadi menkopolhukum"
"Presidennya siapa ya? Siapa yg janji NAWACITA & REFORMASI HUKUM dulu? Ini msh dpt 5 aja msh mending karna ada cawapresmu pak, kalo enggak mungkin -5 😂"
"kukira Jokowi serius, ternyata ga keurus. -Penegakan HAM di Indonesia"
Ditambah lagi skrng anaknya join jd cawapres pelanggar HAM berat 🤣
"Bintang 1 ngga ramah kalo soal HAM, lha wong nyatanya pelanggar HAM aja disupport jd capres kok"
btw makasih ya pak dah mau mewakili org2 yg hak nya masih direnggut
makasih buat pak ganjar yaa udah mewakilkan keresahan yg kami rasakan tentang penegakan hukum di negeri ini
"wkwk jeblok ga tuh, tp emng iya sih knyataannya begitu bnyk pelanggaran ham"
"sepakat sih sejak perkara MK kemaren aku rasa betul banget jebloknya penegakan hukum kita ya, kan jadi cocok kalo wapresnya Prof Mahfud bakalan dibenahin ini semua, kalo wapres sebelah mana paham😂"
terimakasih untuk menyuarakan perkaraa ini pak dan mewakili golongan yang HAM nya di langgar
