Komentar
Korban jangan mau berdamai
Pidana nga se ges kalau udah luka2 ampe masuk RS ??
Itu bocah pada sekolah apa belajar debus ya??
Mau cerita The Glory jd kenyataan ya?
"Gue kira kaya gini cuma ada di pilem² atau drakor, ternyata di sini ada juga...9 generasi cuy😢"
"Tolong semua yg ikut serta dalam perkara ini, di berhentikan dari sekolah"
"Wah parah ini mah ,sekolah keren gk menjamin bisa aman anak2 kita"
"Jaman sekolah nge-gank perasaan gak smp lukain fisik ade kelas dah kyknya...paling banter jambak rambut aja 😂, skrg knp kl ngegencet smp melukai org lain ya...kepikiran aja gt jahatnya 😮"
"Bibit mafia kalau dh pada lulus, ditambah backing ortu 😂"
"Anak biar bagaimana butuh sosok ayah sebagai pendidik. Kalau anaknya model dlgini berarti bapaknya gagal. Jangan cuma bs cari duit banyak2 sampe ketemu anak aja susah. Mindset sekolahin dit4 mahal dg harapan dpt pendidikan bagus. Tp.jaman saiki susah sih, krn gengsi diatas segalanya."
no excuse for bullying😢
Duh kejam banget.. Sampe d bakar segala..
Usuut sereeet ke meja hijau
Sekolah mahal2 elit2..ternyata ad oknum pembully jg hadeh...
@nadiemmakarim pak.. piye pak.. dunia pendidikan nih kaya begini sekarang.. turun gunung atuh pak.
Usut sampai BUI
Sekolah mahal ga jadi jaminan ternyata. Karakter kriminal mau sekolah dimana aja ttp aja kriminal
Luka bakar? Astagaaa.... itu bullynya diapain aja ya? 😢
Usut tuntas dan jangan mau damai
"Mau dimanapun pasti akan ada tindakan perundungan. Sebagai orang tua, saya mendidik anak agar bisa menghadapi dan melawan perundungan tersebut. Verbal balas verbal, fisik balas fisik...selesai..."
"Astaghfirullah, miris banget, sekolah sekelas binus tidak menjamin tidak adanya perundungan, kelompok2 anak seperti ini, akan tetap ada, bahkan mungkin karena mereka merasa 'lebih' akan menjadi lebih2 😢😢😢,"
"DO pelaku, amit amit astagifirullah lindungi anakku selalu ya Allah , tp kalo saya jd ortu korban, luka bakar dibls luka bakar, memar dibalas memar"
"Sombong karena merasa lebih hebat dari orang lain...segala bs dbeli dgn harta (harta ortunya), adili seadil adilnya, tuman 😡😡😡"
Sekolah akan rugi kalau mengeluarkan pelaku.. banyak sih
Kukira sekelas sekolah elite tak ada perundungan😢
sekolah internasional ada bullying juga ternyata @mariska_marlia
"Kejadian disekolah begini terulang dan terulang lagi, Karena hukum tdk ditegakkan, pihak sekolah hanya mendapat sangsi berupa teguran saja,,,"
penjara semua biar jera...
"Ternyata ga beda dengan sekolahan yg suka tawuran,, bokbrok"
Jangan mau damai..
"Katanya sekolah berkelas, ternyata sekolah kelas rendahan"
Sekolah mahal gak jaminan aman.
"Denda 100 - 300 juta setiap pelaku atau kurungan 1 tahun , supaya orgtua dan anak nya jera menganiaya. Dompet bolong.. urung bikin onar lagi. 🔥🔥🔥"
Berita sekarang serem.. kayaknya yang dikatakan anak udah bukan 17 tahun kebawah.. Sering liat berita anak2 15 tahunpun sudah punya pikiran kriminal😭 parenting model bagaimana lagi yang mesti di pelajari.. 🥲
