Komentar
Setuju sy sama Pak Polisi
"Pelajran yg bisa dambil mnurut q,bekalilah anak² ilmu bela diri,mau cow/cew,seenggaknya punya dasarnya j,selain do'a orangtua,ikhtiarnya ilmu bela diri...in syaa allah,aamiin..🤲🔥💪"
Telat dah jd almarhum korbannya😔
Gimana ya caranya ngilangin bully di endonesa apa harus ganti peradaban x ya
Kepsek nya di mana anggota DPRD? Dimata kepala dinas? Di mata Mendikbud? Aman jaya kah?😮
Guru yg krmn koment CUMA Becanda itu kemana orgnya...
Ini korban bully yang bu gurunya bilang CUMAN BECANDA!? IYAAAA? (Pengen ngomong kasar 😢)
Dapet pangkat baru sebagai pem&unuh
Generasi alfa dikenal sbg pure digi native. Kalau ga diimbangi dengan attitude ya beginilah jadinya
Akibat kebanyakan main FF
Semoga gurunya bukan alumni CGP...krn GP guru yg tau segalanya dengan bukti pemilik sertifikat terbanyak
Sliding itu diapain sih?
"NO BULLYING WHATSOEVER, ITS UNACCEPTABLE, PERIOD!!!"
Kepsek dam gurunya donk skalian
Barapa anak sih pelakunya...??
0kknya
0kknya
"Harusnya orangtua dan guru bisa jadi terdakwa pengganti, klo usia anak belum sebagau obyek hukum, supata pada kapok dan sungguh2 mendidik"
GAME ONLINE BNY UNSUR KEKERASAAN😢
"kalo anaknya ga bisa dikenain hukum, ubah hukumnya biar orang tuanya yg kena penjara / denda… biar ga asal mbrojol trs dibiarin ga didik 💩 orang tua asuw"
udah ambil alih pengurusannya sama negara.  Terbukti gak bisa didik anak.
"Guru di sekolah atau di pondok harus meningkatkan perhatian terhadap murid2nya. Gejala anak yg suka mengejek dan superior di kelas tentunya bisa dilihat. Himbauan serius untuk anak2 juga harus diulang2.  Di lelas juga jangan dibiarkan ada kelompok atau geng, dimana mereka merasa tdk berteman jika tdk satu geng. Kenyataannya guru banyak yg cuek tentang hal ini."
Beri efek jera ..mski msh anak sklh
Percuma gak bakal di penjara
Gimana kalo gurunya disleding balik kira2 demo berjilid2 nggk? Gtu aja
"Kematian sang anak bukan karena di sliding kan ya? tp karena mmg ada kanker tulang? Anak2 yg melakukan bullying dgn cara sliding mmg harus diberi efek jera, tapi apa iya harus sampe jadi ABH? di Indonesia gak ada sih ya hukuman dengan jam kerja sosial. Kalau di Amerika kan ada tuh, mgkn lebih baik si anak2 yg melakukan bullying disuruh pelayanan ke yayasan kanker anak. Ini pendapat saya aja."
Itu efek main game online jd niru tingkah game online
"gurunya harusnya diadili,karena sebagai bentuk tanggung jawabnya , bullying di sekolah harus bisa dihilangkan 😢"
"Saya minta perhatian khusus dari menteri pendidikan dan kebudayaan,tentang perundungan masuk dalam kurikulum,agar ke depan semua siswa mengerti dampak dari perundungan itu gimana,juga para guru agar bisa mengambil sikap jika terjadi perundungan di kalangan sekolahnya"
